observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF14188itkfi,2974429,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76138,https://doi.org/10.15454/KYFEDO,CF14188,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,145,,11.1,,75.7,,106.1,,1,,102.9,,1.5,,4,,2,
EM14097itkfi,2974431,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76139,https://doi.org/10.15454/OELY3F,EM14097,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,146,,10.7,,79.9,,113.9,,1,,110.4,,1,,2,,1.5,
EM14097itkt,2974432,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76139,https://doi.org/10.15454/OELY3F,EM14097,VIRTUAL_TRIAL,,,,,,,,traite,2015,148,,10.7,,80.3,,101.4,,,,117.4,,,,,,1,
DI15009itkt,2974442,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76144,https://doi.org/10.15454/F5OZ5D,DI15009,VIRTUAL_TRIAL,,,,,,,,traite,2015,142,,11,,84,,114.7,,,,132.8,,,,,,5.5,
DI15009itkfi,2974441,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76144,https://doi.org/10.15454/F5OZ5D,DI15009,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,11.5,,80.5,,111.5,,3,,108.1,,1.5,,7,,4.5,
DI15011itkt,2974444,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76145,https://doi.org/10.15454/VFM9BQ,DI15011,VIRTUAL_TRIAL,,,,,,,,traite,2015,142,,11.3,,81.8,,98.7,,,,114.3,,,,,,3.5,
DI15011itkfi,2974443,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76145,https://doi.org/10.15454/VFM9BQ,DI15011,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,12.2,,80.8,,96.6,,4,,93.6,,2.5,,5.5,,6.5,
EM14102itkt,2974450,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76147,https://doi.org/10.15454/17R4EG,EM14102,VIRTUAL_TRIAL,,,,,,,,traite,2015,142,,12.3,,80.8,,92,,,,106.5,,,,,,3,
EM14102itkfi,2974449,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76147,https://doi.org/10.15454/17R4EG,EM14102,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,139,,12.5,,82.6,,96.9,,1,,93.9,,1,,1,,3,
RE14115itkt,2974452,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76148,https://doi.org/10.15454/TYWGF0,RE14115,VIRTUAL_TRIAL,,,,,,,,traite,2015,140,,11.2,,83.3,,102.4,,,,118.6,,,,,,7,
RE14115itkfi,2974451,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76148,https://doi.org/10.15454/TYWGF0,RE14115,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,138,,10.8,,82.2,,97.5,,3.5,,94.5,,2.5,,5,,5,
RE14114itkt,2974454,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76149,https://doi.org/10.15454/19X6JL,RE14114,VIRTUAL_TRIAL,,,,,,,,traite,2015,148,,11.3,,82,,100.1,,,,115.9,,,,,,6.5,
RE14114itkfi,2974453,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76149,https://doi.org/10.15454/19X6JL,RE14114,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,145,,11.8,,80.6,,100.2,,5,,97.1,,1.5,,3,,6,
RE14111itkfi,2974457,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76150,https://doi.org/10.15454/RKUHGF,RE14111,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,147,,11.9,,78,,100.8,,1,,97.7,,1,,1.5,,5,
RE14111itkt,2974458,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76150,https://doi.org/10.15454/RKUHGF,RE14111,VIRTUAL_TRIAL,,,,,,,,traite,2015,149,,12.2,,80.8,,94.4,,,,109.3,,,,,,5,
RE14110itkt,2974460,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76151,https://doi.org/10.15454/CLOCOE,RE14110,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,12.2,,81.2,,94.6,,,,109.6,,,,,,6,
RE14110itkfi,2974459,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76151,https://doi.org/10.15454/CLOCOE,RE14110,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,12,,79,,101.8,,1,,98.7,,1,,2,,5.5,
EM14142itkt,2974462,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76152,https://doi.org/10.15454/5IZLRI,EM14142,VIRTUAL_TRIAL,,,,,,,,traite,2015,134,,10.5,,78.9,,105.4,,,,122,,,,,,6.5,
EM14142itkfi,2974461,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76152,https://doi.org/10.15454/5IZLRI,EM14142,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,132,,10.9,,80.6,,104.6,,1,,101.4,,1,,5.5,,7,
CF14312itkfi,2974463,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76153,https://doi.org/10.15454/JHIZDA,CF14312,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,136,,10.9,,80.8,,90.6,,4,,87.8,,4,,6,,5,
CF14312itkt,2974464,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76153,https://doi.org/10.15454/JHIZDA,CF14312,VIRTUAL_TRIAL,,,,,,,,traite,2015,138,,12.2,,80.9,,94.9,,,,109.9,,,,,,6,
CF14270itkt,2974468,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76154,https://doi.org/10.15454/0TV1JD,CF14270,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,12,,78.7,,93.1,,,,107.8,,,,,,4,
CF14270itkfi,2974467,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76154,https://doi.org/10.15454/0TV1JD,CF14270,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.1,,80.1,,94.1,,3,,91.2,,2.5,,5.5,,5,
RE14090itkfi,2974471,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76155,https://doi.org/10.15454/5S69DY,RE14090,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,136,,11.3,,80.7,,103.9,,1.5,,100.7,,2,,2.5,,7,
RE14090itkt,2974472,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76155,https://doi.org/10.15454/5S69DY,RE14090,VIRTUAL_TRIAL,,,,,,,,traite,2015,138,,11.6,,80,,96.8,,,,112.1,,,,,,7,
DI15007itkt,2974404,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76126,https://doi.org/10.15454/MP2YBX,DI15007,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,12.1,,80.1,,108,,,,125,,,,,,2,
Barokitkfi,2974401,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,141,,11.2,,80.9,,91.7,,3.5,,88.9,,6.5,,4.5,,6.5,
DI15010itkt,2974446,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76146,https://doi.org/10.15454/9AZDI3,DI15010,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,10.9,,80.8,,104.4,,,,120.9,,,,,,2.5,
DI15010itkfi,2974445,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76146,https://doi.org/10.15454/9AZDI3,DI15010,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,11.4,,81.7,,102.3,,3.5,,99.2,,1.5,,7,,3,
Bermudeitkt,2974424,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11.4,,82.9,,99.7,,,,115.5,,,,,,5,
Bermudeitkfi,2974423,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,10.5,,82.9,,94.3,,5,,91.4,,1,,7,,3.5,
CF14254itkt,2974474,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76156,https://doi.org/10.15454/IKBWDI,CF14254,VIRTUAL_TRIAL,,,,,,,,traite,2015,137,,11.8,,80.3,,94.3,,,,109.2,,,,,,6.5,
CF14254itkfi,2974473,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76156,https://doi.org/10.15454/IKBWDI,CF14254,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,136,,11.4,,82.3,,94,,3.5,,91.1,,1.5,,5.5,,5.5,
CF14255itkt,2974476,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76157,https://doi.org/10.15454/LD0O5U,CF14255,VIRTUAL_TRIAL,,,,,,,,traite,2015,135,,11.5,,81.1,,93.5,,,,108.3,,,,,,5.5,
CF14255itkfi,2974475,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76157,https://doi.org/10.15454/LD0O5U,CF14255,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,132,,11.5,,81.6,,98.4,,2,,95.4,,1,,5.5,,7,
RE14095itkt,2974478,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76158,https://doi.org/10.15454/GKHYBL,RE14095,VIRTUAL_TRIAL,,,,,,,,traite,2015,141,,11.4,,80.9,,95.9,,,,111.1,,,,,,6,
RE14095itkfi,2974477,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76158,https://doi.org/10.15454/GKHYBL,RE14095,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,138,,12.1,,82.3,,106.2,,3,,102.9,,1.5,,4,,6.5,
CF14300itkt,2974434,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76140,https://doi.org/10.15454/0GLUIJ,CF14300,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11.8,,81.5,,95.8,,,,110.9,,,,,,6.5,
CF14300itkfi,2974433,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76140,https://doi.org/10.15454/0GLUIJ,CF14300,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,12.1,,80.4,,99.1,,2.5,,96,,2,,6,,6.5,
CF14302itkt,2974436,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76141,https://doi.org/10.15454/MD2TW0,CF14302,VIRTUAL_TRIAL,,,,,,,,traite,2015,143,,11.8,,82.4,,96.4,,,,111.7,,,,,,6,
CF14302itkfi,2974435,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76141,https://doi.org/10.15454/MD2TW0,CF14302,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,11.4,,84.1,,97.8,,1,,94.8,,1,,6,,6,
RE14089itkfi,2974437,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76142,https://doi.org/10.15454/H8G0Q7,RE14089,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,133,,10.9,,81.5,,102,,3.5,,98.9,,1,,4,,7,
RE14089itkt,2974438,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76142,https://doi.org/10.15454/H8G0Q7,RE14089,VIRTUAL_TRIAL,,,,,,,,traite,2015,136,,11.6,,80.8,,86.4,,,,100,,,,,,6.5,
CF14220itkfi,2974439,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76143,https://doi.org/10.15454/BMXICK,CF14220,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,10.9,,81.3,,97.4,,3.5,,94.4,,3.5,,4.5,,4,
CF14220itkt,2974440,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,76143,https://doi.org/10.15454/BMXICK,CF14220,VIRTUAL_TRIAL,,,,,,,,traite,2015,146,,11.5,,80.5,,101.3,,,,117.3,,,,,,3,
CELLULEitkt,2974448,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,traite,2015,140,,11.6,,84,,103.9,,,,120.3,,,,,,2.5,
CELLULEitkfi,2974447,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,139,,11,,83.8,,102.7,,8,,99.6,,1.5,,4,,2,
Gotikitkfi,2974455,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,10.8,,83,,103.5,,2.5,,100.3,,6.5,,4,,4,
Gotikitkt,2974456,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,traite,2015,146,,11.8,,82.1,,101.4,,,,117.5,,,,,,5.5,
RUBISKOitkfi,2974469,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,138,,11,,78.9,,104.8,,1,,101.6,,2,,5.5,,3.5,
RUBISKOitkt,2974470,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,traite,2015,141,,10.9,,79.2,,96.5,,,,111.8,,,,,,4.5,
Soissonsitkfi,2974465,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,135,,11.6,,83.5,,91.3,,8,,88.5,,2,,5,,5,
Soissonsitkt,2974466,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,traite,2015,136,,11.5,,82.9,,91.7,,,,106.2,,,,,,6,
AREZZOitkfi,2974479,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,137,,11.9,,83.8,,98.1,,8,,95.1,,1,,5,,6,
AREZZOitkt,2974480,BTH_Estrées-Mons_2015_SetB2,BTH_Estrées-Mons_2015_SetB2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,traite,2015,139,,11.7,,85,,99.9,,,,115.7,,,,,,6.5,
