observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,vp(CO_321:1000225),vp(CO_321:1000225).date,zel(CO_321:1000222),zel(CO_321:1000222).date
Apacheitkt,2826692,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,35",,93,,97,,100,,"75,4",,49,,"88,1",,96,,261,,244,,"64,5",,"0,73",,199,,48,,"363,5",,"11,035",,"80,8",,1580,,1520,,"1,91",,35,
Toisondoritkt,2826668,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2007,"14,8",,44,,91,,NA,,"57,3",,NA,,"79,9",,NA,,228,,NA,,75,,"1,7",,150,,56,,378,,"11,31",,"79,1",,"1527,5",,NA,,"1,84",,33,
Flamenkoitkt,2826702,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,1",,90,,100,,NA,,79,,NA,,"95,5",,NA,,275,,NA,,79,,"0,88",,245,,"61,5",,343,,"11,61",,"79,1",,1765,,NA,,"2,26",,37,
CF05161itkt,2826684,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,8",,57,,97,,NA,,"79,9",,NA,,"88,1",,NA,,265,,NA,,112,,"1,96",,236,,62,,379,,"11,695",,"70,3",,"1662,5",,NA,,"3,2",,43,
EM05230itkt,2826693,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,treated,2007,"20,9",,89,,97,,NA,,"35,2",,NA,,"48,3",,NA,,181,,NA,,37,,"0,42",,120,,9,,387,,"11,355",,"77,4",,"1527,5",,NA,,"1,78",,18,
Karillonitkt,2826722,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,9",,65,,91,,NA,,"78,7",,NA,,"85,5",,NA,,"255,2",,NA,,72,,"1,11",,161,,"63,5",,313,,"10,215",,"79,8",,1620,,NA,,"2,22",,29,
Ghaytaitkt,2826716,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,3",,92,,NA,,100,,NA,,30,,NA,,86,,NA,,216,,99,,"1,08",,327,,58,,402,,"11,6",,"78,6",,NA,,1450,,"2,83",,NA,
AO07102itkt,2826689,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27754,https://doi.org/10.15454/7MX1DM,AO07102,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,5",,103,,97,,NA,,"59,8",,NA,,"71,1",,NA,,"227,9",,NA,,38,,"0,37",,118,,"14,5",,297,,"10,695",,"80,9",,1510,,NA,,"1,74",,13,
AO07116itkt,2826724,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27755,https://doi.org/10.15454/IF7X64,AO07116,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,4",,93,,94,,NA,,"46,4",,NA,,"92,5",,NA,,"232,9",,NA,,69,,"0,75",,204,,53,,343,,"11,08",,"79,5",,"1527,5",,NA,,"2,17",,31,
EM06307itkt,2826718,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,7",,63,,NA,,100,,NA,,30,,NA,,72,,NA,,203,,42,,"0,66",,105,,45,,378,,10,,"77,1",,NA,,1300,,"2,16",,NA,
DI07015itkt,2826695,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27842,https://doi.org/10.15454/CW6MPE,DI07015,VIRTUAL_TRIAL,,,,,,,,treated,2007,"12,7",,33,,NA,,88,,NA,,7,,NA,,38,,NA,,134,,39,,"1,2",,58,,13,,356,,"11,4",,"78,1",,NA,,900,,"1,98",,NA,
CF03287itkt,2826704,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2007,"19,8",,80,,94,,NA,,"73,6",,NA,,"81,4",,NA,,249,,NA,,111,,"1,41",,320,,56,,364,,"12,13",,"81,6",,"1732,5",,NA,,"2,43",,37,
RE05108itkt,2826708,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,treated,2007,"19,3",,76,,91,,NA,,"67,6",,NA,,91,,NA,,"249,6",,NA,,54,,"0,72",,166,,12,,333,,"11,73",,"79,2",,1580,,NA,,"1,58",,24,
RE06048itkt,2826719,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,treated,2007,"19,3",,75,,NA,,100,,NA,,24,,NA,,76,,NA,,200,,42,,"0,56",,129,,12,,335,,"10,8",,"79,3",,NA,,1150,,"1,57",,NA,
RE05005itkt,2826669,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,5",,112,,100,,NA,,"50,2",,NA,,78,,NA,,"228,2",,NA,,51,,"0,46",,159,,47,,193,,"11,24",,76,,"1772,5",,NA,,"2,53",,30,
RE05047itkt,2826667,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,4",,61,,97,,NA,,"76,3",,NA,,"84,4",,NA,,"257,7",,NA,,87,,"1,43",,196,,"61,5",,353,,"11,22",,79,,1820,,NA,,"2,49",,35,
CF06193itkt,2826706,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27067,https://doi.org/10.15454/739FBM,CF06193,VIRTUAL_TRIAL,,,,,,,,treated,2007,"18,2",,67,,NA,,97,,NA,,23,,NA,,72,,NA,,192,,65,,"0,97",,181,,48,,325,,"10,7",,"79,1",,NA,,1200,,"2,34",,NA,
CF06227itkt,2826688,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27068,https://doi.org/10.15454/PIPBFU,CF06227,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,4",,102,,NA,,94,,NA,,21,,NA,,72,,NA,,187,,80,,"0,78",,271,,52,,368,,"10,4",,"77,5",,NA,,1200,,"3,56",,NA,
CF06230itkt,2826727,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27069,https://doi.org/10.15454/PBD8PO,CF06230,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,7",,105,,NA,,100,,NA,,53,,NA,,87,,NA,,240,,69,,"0,65",,248,,53,,371,,"11,6",,"76,1",,NA,,1600,,"2,67",,NA,
CF06107itkt,2826680,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27066,https://doi.org/10.15454/PVLGW3,CF06107,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,4",,111,,NA,,100,,NA,,45,,NA,,89,,NA,,234,,54,,"0,49",,170,,58,,396,,"10,9",,"79,3",,NA,,1500,,"2,33",,NA,
Soissonsitkt,2826682,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,4",,111,,97,,100,,"81,1",,31,,75,,91,,253,,222,,71,,"0,64",,291,,61,,351,,"11,77",,"81,15",,"1597,5",,1420,,"1,59",,39,
Goreckiitkt,2826709,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,7",,57,,100,,NA,,"77,5",,NA,,"82,9",,NA,,"260,4",,NA,,90,,"1,61",,209,,41,,382,,"10,59",,"77,6",,"1657,5",,NA,,"2,35",,35,
AO07127itkt,2826673,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,8",,64,,97,,NA,,"60,1",,NA,,97,,NA,,"254,1",,NA,,59,,"0,92",,155,,12,,335,,"11,245",,"80,9",,"1542,5",,NA,,"2,37",,24,
CF06210itkt,2826723,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27785,https://doi.org/10.15454/BZGBHW,CF06210,VIRTUAL_TRIAL,,,,,,,,treated,2007,"20,5",,85,,NA,,94,,NA,,22,,NA,,72,,NA,,188,,79,,"0,92",,270,,59,,422,,"11,8",,"75,8",,NA,,950,,"2,77",,NA,
DI07001itkt,2826674,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,treated,2007,"15,8",,50,,NA,,94,,NA,,24,,NA,,61,,NA,,180,,95,,"1,88",,201,,60,,366,,"10,6",,"78,6",,NA,,1000,,"2,04",,NA,
DI07013itkt,2826696,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27803,https://doi.org/10.15454/GVABT5,DI07013,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,7",,56,,NA,,100,,NA,,29,,NA,,86,,NA,,215,,65,,"1,15",,160,,58,,372,,"10,6",,78,,NA,,1300,,"2,04",,NA,
EM06017itkt,2826672,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2007,"19,8",,79,,NA,,97,,NA,,26,,NA,,82,,NA,,206,,45,,"0,57",,154,,16,,293,,"10,8",,"81,1",,NA,,850,,"2,05",,NA,
EM06089itkt,2826685,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27815,https://doi.org/10.15454/UZYTX5,EM06089,VIRTUAL_TRIAL,,,,,,,,treated,2007,"19,6",,78,,NA,,100,,NA,,43,,NA,,97,,NA,,240,,93,,"1,19",,254,,60,,406,,"10,8",,"77,1",,NA,,1620,,"3,35",,NA,
EM06233itkt,2826731,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2007,17,,58,,NA,,94,,NA,,23,,NA,,78,,NA,,195,,55,,"0,94",,143,,7,,332,,"11,2",,"78,2",,NA,,1000,,"2,22",,NA,
EM06229itkt,2826690,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2007,"19,8",,79,,NA,,97,,NA,,23,,NA,,92,,NA,,212,,49,,"0,61",,156,,-1,,338,,"10,9",,"77,2",,NA,,1200,,"2,08",,NA,
EM06110itkt,2826725,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,7",,56,,NA,,100,,NA,,26,,NA,,90,,NA,,216,,47,,"0,84",,107,,6,,331,,11,,"76,1",,NA,,1300,,"1,88",,NA,
EM06094itkt,2826714,BTH_Clermont-Ferrand_2007_TECH,BTH_Clermont-Ferrand_2007_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,9",,97,,NA,,100,,NA,,50,,NA,,83,,NA,,232,,83,,"0,85",,246,,46,,415,,"11,4",,"77,2",,NA,,1550,,"3,27",,NA,
