observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date
DI01026itkfi,2774306,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49234,gnpis_pui:holding-921_taxon-4898_accession-49234,DI01026,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"106,9",,,,"85,6",,,
DI01001itkfi,2774267,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49667,gnpis_pui:holding-921_taxon-4898_accession-49667,DI01001,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,107,,,,"85,6",,,
LM01004itknt,2774364,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48413,gnpis_pui:holding-921_taxon-4898_accession-48413,LM01004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"101,7",,2,,"87,4",,1,
DI01007itkt,2774272,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,2",,,,"104,9",,,
DI01007itkfi,2774270,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"103,5",,,,"82,9",,,
DI01007itknt,2774271,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"109,4",,5,,"94,1",,3,
DI01020itkt,2774299,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49323,gnpis_pui:holding-921_taxon-4898_accession-49323,DI01020,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,9",,,,"100,1",,,
DI01020itkfi,2774297,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49323,gnpis_pui:holding-921_taxon-4898_accession-49323,DI01020,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"102,8",,,,"82,3",,,
DI01019itknt,2774346,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"97,9",,1,,"84,2",,4,
DI01023itkt,2774302,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48506,gnpis_pui:holding-921_taxon-4898_accession-48506,DI01023,VIRTUAL_TRIAL,,,,,,,,treated,2001,"96,3",,,,"107,2",,,
DI01023itknt,2774301,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48506,gnpis_pui:holding-921_taxon-4898_accession-48506,DI01023,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"64,6",,1,,"55,6",,1,
DI01021itknt,2774295,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49218,gnpis_pui:holding-921_taxon-4898_accession-49218,DI01021,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"95,2",,1,,"81,9",,8,
DI01020itknt,2774298,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49323,gnpis_pui:holding-921_taxon-4898_accession-49323,DI01020,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"92,9",,1,,"79,9",,2,
DI01034itkfi,2774357,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49727,gnpis_pui:holding-921_taxon-4898_accession-49727,DI01034,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"103,5",,,,"82,8",,,
DI01019itkt,2774347,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,1",,,,"104,8",,,
DI01008itkt,2774293,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49483,gnpis_pui:holding-921_taxon-4898_accession-49483,DI01008,VIRTUAL_TRIAL,,,,,,,,treated,2001,"93,5",,,,104,,,
DI01025itkt,2774284,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49360,gnpis_pui:holding-921_taxon-4898_accession-49360,DI01025,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,9",,,,"100,1",,,
DI01019itkfi,2774345,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"105,6",,,,"84,5",,,
DI01021itkt,2774296,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49218,gnpis_pui:holding-921_taxon-4898_accession-49218,DI01021,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,4",,,,"101,8",,,
DI01025itknt,2774283,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49360,gnpis_pui:holding-921_taxon-4898_accession-49360,DI01025,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,84,,1,,"72,3",,7,
DI01008itknt,2774292,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49483,gnpis_pui:holding-921_taxon-4898_accession-49483,DI01008,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"99,2",,1,,"85,3",,2,
DI01008itkfi,2774291,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49483,gnpis_pui:holding-921_taxon-4898_accession-49483,DI01008,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"106,7",,,,"85,4",,,
DI01023itkfi,2774300,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48506,gnpis_pui:holding-921_taxon-4898_accession-48506,DI01023,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"76,7",,,,"61,4",,,
DI01004itkt,2774281,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49003,gnpis_pui:holding-921_taxon-4898_accession-49003,DI01004,VIRTUAL_TRIAL,,,,,,,,treated,2001,"99,1",,,,"110,3",,,
DI01025itkfi,2774282,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49360,gnpis_pui:holding-921_taxon-4898_accession-49360,DI01025,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"86,9",,,,"69,5",,,
DI01029itkt,2774377,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49002,gnpis_pui:holding-921_taxon-4898_accession-49002,DI01029,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,9",,,,"105,6",,,
DI01012itknt,2774328,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49107,gnpis_pui:holding-921_taxon-4898_accession-49107,DI01012,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"91,9",,1,,79,,4,
DI01012itkfi,2774327,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49107,gnpis_pui:holding-921_taxon-4898_accession-49107,DI01012,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"99,2",,,,"79,4",,,
DI01010itknt,2774322,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49607,gnpis_pui:holding-921_taxon-4898_accession-49607,DI01010,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"99,9",,2,,"85,9",,2,
DI01010itkfi,2774321,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49607,gnpis_pui:holding-921_taxon-4898_accession-49607,DI01010,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"110,3",,,,"88,3",,,
DI01024itknt,2774286,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49297,gnpis_pui:holding-921_taxon-4898_accession-49297,DI01024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"104,2",,1,,"89,6",,2,
DI01012itkt,2774329,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49107,gnpis_pui:holding-921_taxon-4898_accession-49107,DI01012,VIRTUAL_TRIAL,,,,,,,,treated,2001,"89,7",,,,"99,9",,,
DI01024itkfi,2774285,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49297,gnpis_pui:holding-921_taxon-4898_accession-49297,DI01024,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,109,,,,"87,2",,,
DI01028itknt,2774379,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49616,gnpis_pui:holding-921_taxon-4898_accession-49616,DI01028,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"98,9",,1,,"85,1",,3,
DI01028itkfi,2774378,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49616,gnpis_pui:holding-921_taxon-4898_accession-49616,DI01028,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"105,6",,,,"84,5",,,
DI01035itkt,2774362,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49583,gnpis_pui:holding-921_taxon-4898_accession-49583,DI01035,VIRTUAL_TRIAL,,,,,,,,treated,2001,98,,,,"109,1",,,
DI01021itkfi,2774294,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49218,gnpis_pui:holding-921_taxon-4898_accession-49218,DI01021,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"108,8",,,,"87,1",,,
DI01024itkt,2774287,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49297,gnpis_pui:holding-921_taxon-4898_accession-49297,DI01024,VIRTUAL_TRIAL,,,,,,,,treated,2001,"90,9",,,,"101,2",,,
DI01010itkt,2774323,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49607,gnpis_pui:holding-921_taxon-4898_accession-49607,DI01010,VIRTUAL_TRIAL,,,,,,,,treated,2001,"94,4",,,,"105,1",,,
DI01035itknt,2774361,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49583,gnpis_pui:holding-921_taxon-4898_accession-49583,DI01035,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"94,3",,1,,"81,1",,6,
DI01028itkt,2774380,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49616,gnpis_pui:holding-921_taxon-4898_accession-49616,DI01028,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,5",,,,103,,,
DI01004itknt,2774280,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49003,gnpis_pui:holding-921_taxon-4898_accession-49003,DI01004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"100,7",,1,,"86,6",,3,
DI01027itknt,2774316,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49655,gnpis_pui:holding-921_taxon-4898_accession-49655,DI01027,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"86,7",,1,,"74,6",,3,
DI01011itkfi,2774324,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48388,gnpis_pui:holding-921_taxon-4898_accession-48388,DI01011,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"108,9",,,,"87,2",,,
DI01027itkt,2774317,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49655,gnpis_pui:holding-921_taxon-4898_accession-49655,DI01027,VIRTUAL_TRIAL,,,,,,,,treated,2001,"92,6",,,,"103,1",,,
DI01004itkfi,2774279,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49003,gnpis_pui:holding-921_taxon-4898_accession-49003,DI01004,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,116,,,,"92,9",,,
DI01017itknt,2774340,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49049,gnpis_pui:holding-921_taxon-4898_accession-49049,DI01017,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"84,9",,1,,73,,3,
DI01017itkfi,2774339,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49049,gnpis_pui:holding-921_taxon-4898_accession-49049,DI01017,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"87,6",,,,"70,1",,,
DI01027itkfi,2774315,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49655,gnpis_pui:holding-921_taxon-4898_accession-49655,DI01027,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,105,,,,84,,,
DI01011itkt,2774326,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48388,gnpis_pui:holding-921_taxon-4898_accession-48388,DI01011,VIRTUAL_TRIAL,,,,,,,,treated,2001,"102,1",,,,"113,7",,,
DI01035itkfi,2774360,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49583,gnpis_pui:holding-921_taxon-4898_accession-49583,DI01035,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"101,8",,,,"81,5",,,
DI01006itknt,2774274,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49747,gnpis_pui:holding-921_taxon-4898_accession-49747,DI01006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"97,9",,1,,"84,2",,7,
Soissonsitkfi,2774372,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"97,3",,,,"77,9",,,
DI01006itkt,2774275,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49747,gnpis_pui:holding-921_taxon-4898_accession-49747,DI01006,VIRTUAL_TRIAL,,,,,,,,treated,2001,"97,2",,,,"108,2",,,
DI01011itknt,2774325,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48388,gnpis_pui:holding-921_taxon-4898_accession-48388,DI01011,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"106,8",,2,,"91,8",,2,
Soissonsitkt,2774374,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2001,"99,3",,,,"110,5",,,
DI01018itknt,2774343,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48875,gnpis_pui:holding-921_taxon-4898_accession-48875,DI01018,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"96,1",,1,,"82,6",,8,
DI01006itkfi,2774273,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49747,gnpis_pui:holding-921_taxon-4898_accession-49747,DI01006,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"107,5",,,,"86,1",,,
DI01034itkt,2774359,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49727,gnpis_pui:holding-921_taxon-4898_accession-49727,DI01034,VIRTUAL_TRIAL,,,,,,,,treated,2001,"98,7",,,,"109,9",,,
DI01017itkt,2774341,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49049,gnpis_pui:holding-921_taxon-4898_accession-49049,DI01017,VIRTUAL_TRIAL,,,,,,,,treated,2001,92,,,,"102,4",,,
Soissonsitknt,2774373,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"98,1",,7,,"84,4",,2,
DI01018itkfi,2774342,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48875,gnpis_pui:holding-921_taxon-4898_accession-48875,DI01018,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"107,7",,,,"86,2",,,
DI01022itkt,2774305,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,treated,2001,"106,1",,,,"118,1",,,
DI01022itkfi,2774303,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,116,,,,"92,8",,,
DI01018itkt,2774344,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48875,gnpis_pui:holding-921_taxon-4898_accession-48875,DI01018,VIRTUAL_TRIAL,,,,,,,,treated,2001,"96,9",,,,"107,9",,,
DI01032itknt,2774256,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49224,gnpis_pui:holding-921_taxon-4898_accession-49224,DI01032,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"107,5",,1,,"92,4",,4,
DI01032itkfi,2774255,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49224,gnpis_pui:holding-921_taxon-4898_accession-49224,DI01032,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"108,9",,,,"87,2",,,
DI01022itknt,2774304,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"108,9",,1,,"93,7",,4,
DI01001itknt,2774268,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49667,gnpis_pui:holding-921_taxon-4898_accession-49667,DI01001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"102,4",,1,,88,,2,
DI01033itkt,2774311,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48887,gnpis_pui:holding-921_taxon-4898_accession-48887,DI01033,VIRTUAL_TRIAL,,,,,,,,treated,2001,"100,5",,,,"111,9",,,
DI01036itknt,2774355,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49333,gnpis_pui:holding-921_taxon-4898_accession-49333,DI01036,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"87,3",,1,,"75,1",,7,
DI01036itkfi,2774354,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49333,gnpis_pui:holding-921_taxon-4898_accession-49333,DI01036,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"97,6",,,,"78,1",,,
Isengrainitkfi,2774369,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"98,2",,,,"78,6",,,
DI01036itkt,2774356,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49333,gnpis_pui:holding-921_taxon-4898_accession-49333,DI01036,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,6",,,,102,,,
DI01002itknt,2774265,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49191,gnpis_pui:holding-921_taxon-4898_accession-49191,DI01002,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"82,9",,1,,"71,3",,9,
DI01002itkfi,2774264,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49191,gnpis_pui:holding-921_taxon-4898_accession-49191,DI01002,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"77,8",,,,"62,3",,,
Isengrainitkt,2774371,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2001,103,,,,"114,7",,,
DI01033itknt,2774310,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48887,gnpis_pui:holding-921_taxon-4898_accession-48887,DI01033,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"66,7",,1,,"57,3",,8,
DI01033itkfi,2774309,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,48887,gnpis_pui:holding-921_taxon-4898_accession-48887,DI01033,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,67,,,,"53,7",,,
Isengrainitknt,2774370,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"96,3",,1,,"82,8",,1,
DI01014itkt,2774335,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49571,gnpis_pui:holding-921_taxon-4898_accession-49571,DI01014,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,1",,,,"105,8",,,
DI01014itknt,2774334,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49571,gnpis_pui:holding-921_taxon-4898_accession-49571,DI01014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"98,4",,1,,"84,6",,5,
DI01014itkfi,2774333,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49571,gnpis_pui:holding-921_taxon-4898_accession-49571,DI01014,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,99,,,,"79,3",,,
DI01032itkt,2774257,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49224,gnpis_pui:holding-921_taxon-4898_accession-49224,DI01032,VIRTUAL_TRIAL,,,,,,,,treated,2001,"99,9",,,,"111,3",,,
DI01002itkt,2774266,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49191,gnpis_pui:holding-921_taxon-4898_accession-49191,DI01002,VIRTUAL_TRIAL,,,,,,,,treated,2001,"95,8",,,,"106,7",,,
DI01034itknt,2774358,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49727,gnpis_pui:holding-921_taxon-4898_accession-49727,DI01034,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,99,,1,,"85,1",,7,
DI01001itkt,2774269,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49667,gnpis_pui:holding-921_taxon-4898_accession-49667,DI01001,VIRTUAL_TRIAL,,,,,,,,treated,2001,95,,,,"105,8",,,
DI01005itkt,2774278,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49632,gnpis_pui:holding-921_taxon-4898_accession-49632,DI01005,VIRTUAL_TRIAL,,,,,,,,treated,2001,"91,6",,,,102,,,
LM01003itkt,2774368,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49204,gnpis_pui:holding-921_taxon-4898_accession-49204,LM01003,VIRTUAL_TRIAL,,,,,,,,treated,2001,"101,5",,,,113,,,
DI01031itknt,2774352,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49572,gnpis_pui:holding-921_taxon-4898_accession-49572,DI01031,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2001,"95,3",,2,,"81,9",,3,
DI01031itkfi,2774351,BTH_Estrées-Mons_2001_SetB3,BTH_Estrées-Mons_2001_SetB3,49572,gnpis_pui:holding-921_taxon-4898_accession-49572,DI01031,VIRTUAL_TRIAL,,,,,,,,low inputs,2001,"104,1",,,,"83,4",,,
