observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date
EM10207itkfi,2858748,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61482,https://doi.org/10.15454/JRYQUW,EM10207,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,88,,122,,"83,1",,"105,7",,"58,1",,1,
Premioitkfi,2858739,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,126,,"79,8",,"106,2",,"58,3",,1,
EM10241itkfi,2858764,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61497,https://doi.org/10.15454/QKODQJ,EM10241,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,131,,"78,7",,"104,5",,"57,4",,1,
DI11007itkfi,2858768,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,60869,https://doi.org/10.15454/9MOW8S,DI11007,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,130,,"82,1",,"100,4",,"55,2",,1,
AO11001itkfi,2858762,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,76,,128,,"78,4",,"104,7",,"57,5",,1,
Apacheitkfi,2858749,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,75,,124,,80,,"91,6",,"50,3",,1,
RE10023itkfi,2858776,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61762,https://doi.org/10.15454/8GWGBG,RE10023,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,133,,"78,3",,"92,9",,51,,1,
DI11003itkfi,2858754,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,60803,https://doi.org/10.15454/MGXCTF,DI11003,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,128,,"79,6",,"96,4",,53,,2,
AO11003itkfi,2858763,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61239,https://doi.org/10.15454/0PMNJ1,AO11003,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,130,,"78,1",,"94,3",,"51,8",,1,
RE10016itkfi,2858746,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61745,https://doi.org/10.15454/AARTBC,RE10016,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,85,,131,,82,,"102,2",,"56,1",,1,
AO11002itkfi,2858771,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,85,,128,,"78,2",,"107,4",,59,,1,
Attlassitkfi,2858774,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,128,,"78,3",,"100,9",,"55,4",,1,
CF10004itkfi,2858744,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61819,https://doi.org/10.15454/I9UAH6,CF10004,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,84,,130,,"76,6",,"101,2",,"55,6",,1,
RE10029itkfi,2858773,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61778,https://doi.org/10.15454/SF5TC7,RE10029,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,89,,132,,"78,7",,102,,56,,1,
RE10043itkfi,2858765,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61835,https://doi.org/10.15454/AIL0TR,RE10043,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,131,,"80,8",,"102,1",,"56,1",,1,
Barokitkfi,2858738,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,128,,"78,6",,"105,2",,"57,8",,1,
RE10049itkfi,2858770,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61852,https://doi.org/10.15454/XFAO7S,RE10049,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,130,,"81,5",,"99,5",,"54,7",,1,
Bermudeitkfi,2858742,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,130,,"80,4",,"93,5",,"51,4",,2,
DI11002itkfi,2858753,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,128,,"77,8",,"111,4",,"61,2",,1,
DI11006itkfi,2858766,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,60853,https://doi.org/10.15454/XG0SIN,DI11006,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,75,,132,,"80,7",,"109,4",,"60,1",,1,
CF10016itkfi,2858772,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,61850,https://doi.org/10.15454/WEJGW3,CF10016,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,75,,131,,"80,8",,93,,"51,1",,1,
RE10042itkfi,2858775,BTH_Lusignan_2011_SetB1,BTH_Lusignan_2011_SetB1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,130,,"80,4",,"97,7",,"53,7",,1,
