observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
RE05075itkfi,2817845,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48989,gnpis_pui:holding-921_taxon-4898_accession-48989,RE05075,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,"48,3",,"144,5",,"9,36",,"71,8",,"106,8",,"95,1",,2,
DI06018itkfi,2817823,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48473,gnpis_pui:holding-921_taxon-4898_accession-48473,DI06018,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,80,,"40,5",,143,,"10,37",,70,,88,,"78,4",,8,
RE05041itkfi,2817801,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,27042,https://doi.org/10.15454/1NUEUQ,RE05041,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,90,,50,,"148,5",,"11,57",,"74,1",,"97,6",,"86,9",,NA,
Orvantisitkfi,2817851,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,90,,46,,143,,"9,85",,"70,6",,"97,1",,"86,5",,9,
RE05108itkt,2817848,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,"41,1",,"146,5",,"12,12",,"74,7",,"94,3",,"97,2",,,
CF05092itkt,2817804,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48951,gnpis_pui:holding-921_taxon-4898_accession-48951,CF05092,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"41,1",,"149,5",,"10,92",,"75,6",,"96,8",,"99,7",,,
DI06019itkfi,2817837,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49334,https://doi.org/10.15454/YSUZEH,DI06019,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,88,,"53,8",,148,,"10,62",,"70,4",,"105,2",,"93,7",,NA,
DI06019itkt,2817838,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49334,https://doi.org/10.15454/YSUZEH,DI06019,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"50,6",,147,,"12,54",,"74,8",,"100,9",,104,,,
CF05092itkfi,2817803,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48951,gnpis_pui:holding-921_taxon-4898_accession-48951,CF05092,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,"42,7",,148,,"9,7",,"74,2",,"100,3",,"89,3",,2,
AO05002itkfi,2817813,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49364,https://doi.org/10.15454/DWZO1B,AO05002,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,92,,"52,2",,140,,"10,9",,"74,6",,"100,6",,"89,6",,3,
AO05002itkt,2817814,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49364,https://doi.org/10.15454/DWZO1B,AO05002,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,47,,141,,"12,66",,"77,5",,"95,6",,"98,5",,,
DI06024itkfi,2817855,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49274,https://doi.org/10.15454/WL2TYG,DI06024,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,"54,4",,142,,"10,06",,74,,"113,9",,"101,5",,4,
RE05036itkt,2817830,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49717,gnpis_pui:holding-921_taxon-4898_accession-49717,RE05036,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"53,5",,"145,5",,"11,3",,"71,4",,"102,2",,"105,3",,,
DI06020itkt,2817860,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48984,gnpis_pui:holding-921_taxon-4898_accession-48984,DI06020,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"46,8",,"143,5",,"12,05",,"73,6",,"91,5",,"94,2",,,
DI06020itkfi,2817859,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48984,gnpis_pui:holding-921_taxon-4898_accession-48984,DI06020,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,80,,"50,1",,"143,5",,"10,63",,73,,"94,2",,"83,8",,6,
CF05083itkt,2817806,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48769,gnpis_pui:holding-921_taxon-4898_accession-48769,CF05083,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,"50,5",,"147,5",,"12,21",,"76,5",,96,,"98,9",,,
Orvantisitkt,2817852,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"46,8",,"143,5",,"11,24",,69,,"103,2",,"106,3",,,
DI06017itkt,2817820,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49500,gnpis_pui:holding-921_taxon-4898_accession-49500,DI06017,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,43,,"148,5",,"11,44",,"71,2",,"96,7",,"99,6",,,
RE05006itkt,2817792,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48730,https://doi.org/10.15454/5F0PDE,RE05006,VIRTUAL_TRIAL,,,,,,,,treated,2006,72,,"40,4",,"150,5",,"11,44",,"72,4",,"97,8",,"100,7",,,
DI06017itkfi,2817819,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49500,gnpis_pui:holding-921_taxon-4898_accession-49500,DI06017,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,82,,44,,147,,"9,61",,"69,1",,"89,9",,80,,9,
EM05312itkfi,2817793,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48450,https://doi.org/10.15454/XWZ3V6,EM05312,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,90,,"52,9",,143,,"10,9",,"72,7",,"107,6",,"95,8",,3,
EM05312itkt,2817794,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48450,https://doi.org/10.15454/XWZ3V6,EM05312,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"50,5",,143,,"11,8",,"74,2",,"99,7",,"102,8",,,
RE05106itkt,2817840,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48516,gnpis_pui:holding-921_taxon-4898_accession-48516,RE05106,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,"44,7",,"145,5",,"12,38",,"74,8",,"94,2",,97,,,
RE05106itkfi,2817839,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48516,gnpis_pui:holding-921_taxon-4898_accession-48516,RE05106,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,80,,"48,3",,146,,"10,47",,"71,8",,"98,5",,"87,7",,NA,
CF05083itkfi,2817805,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48769,gnpis_pui:holding-921_taxon-4898_accession-48769,CF05083,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,82,,"50,5",,"147,5",,"11,09",,"73,6",,"94,5",,"84,1",,3,
Chargeritkt,2817832,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2006,80,,"44,8",,145,,"11,32",,"75,4",,"101,7",,"104,8",,,
DI06021itkfi,2817861,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48840,gnpis_pui:holding-921_taxon-4898_accession-48840,DI06021,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,80,,"44,8",,147,,"11,45",,"71,1",,"97,7",,87,,3,
RE05026itkt,2817790,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48440,gnpis_pui:holding-921_taxon-4898_accession-48440,RE05026,VIRTUAL_TRIAL,,,,,,,,treated,2006,92,,"50,9",,148,,"11,38",,"68,8",,"92,3",,"95,1",,,
RE05006itkfi,2817791,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48730,https://doi.org/10.15454/5F0PDE,RE05006,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,75,,45,,"149,5",,"10,8",,"62,5",,"107,3",,"95,5",,NA,
RE05026itkfi,2817789,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48440,gnpis_pui:holding-921_taxon-4898_accession-48440,RE05026,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,92,,54,,148,,"10,14",,"73,1",,"98,4",,"87,6",,NA,
Chargeritkfi,2817831,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,80,,"47,8",,146,,"9,64",,"70,8",,"97,2",,"86,5",,5,
CF05146itkfi,2817811,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49001,gnpis_pui:holding-921_taxon-4898_accession-49001,CF05146,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,"56,2",,"146,5",,"11,44",,"74,4",,"102,8",,"91,5",,3,
DI06021itkt,2817862,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48840,gnpis_pui:holding-921_taxon-4898_accession-48840,DI06021,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"43,2",,146,,"12,08",,"73,5",,"95,6",,"98,5",,,
RE05067itkfi,2817797,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48796,gnpis_pui:holding-921_taxon-4898_accession-48796,RE05067,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,92,,"45,7",,145,,"10,71",,"72,7",,"98,1",,"87,4",,NA,
Caphornitkt,2817826,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"46,1",,142,,"11,51",,77,,"102,8",,"105,9",,,
CF04046itkfi,2817833,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,26983,https://doi.org/10.15454/Z7JXFB,CF04046,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,95,,"46,4",,"147,5",,"9,56",,"74,3",,"107,7",,"95,9",,2,
RE05067itkt,2817798,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48796,gnpis_pui:holding-921_taxon-4898_accession-48796,RE05067,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"44,4",,"144,5",,"11,9",,"71,2",,"96,1",,99,,,
CF04046itkt,2817834,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,26983,https://doi.org/10.15454/Z7JXFB,CF04046,VIRTUAL_TRIAL,,,,,,,,treated,2006,88,,"43,3",,"147,5",,"10,45",,"75,9",,"98,5",,"101,4",,,
Caphornitkfi,2817825,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,82,,"48,3",,"142,5",,"10,31",,"72,1",,"108,3",,"96,4",,4,
CF05146itkt,2817812,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49001,gnpis_pui:holding-921_taxon-4898_accession-49001,CF05146,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"52,9",,147,,"12,86",,"75,9",,"95,9",,"98,8",,,
CF04214itkt,2817842,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,treated,2006,75,,"45,7",,"146,5",,"12,15",,"77,2",,"102,9",,106,,,
DI06025itkt,2817858,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48801,gnpis_pui:holding-921_taxon-4898_accession-48801,DI06025,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"47,3",,148,,"11,6",,74,,"99,1",,"102,1",,,
DI06025itkfi,2817857,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48801,gnpis_pui:holding-921_taxon-4898_accession-48801,DI06025,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,88,,"51,8",,148,,"9,86",,71,,"100,3",,"89,3",,2,
Farandoleitkfi,2817827,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,"52,8",,"143,5",,"10,48",,"70,4",,"104,3",,"92,9",,5,
DI06018itkt,2817824,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48473,gnpis_pui:holding-921_taxon-4898_accession-48473,DI06018,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,41,,145,,"11,25",,72,,"93,1",,"95,9",,,
CF04214itkfi,2817841,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,80,,"46,8",,"144,5",,"10,44",,"71,5",,"112,5",,"100,2",,NA,
EM05347itkt,2817818,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48655,gnpis_pui:holding-921_taxon-4898_accession-48655,EM05347,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"46,8",,"147,5",,"11,25",,"77,5",,"97,1",,"100,1",,,
Farandoleitkt,2817828,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2006,78,,"48,7",,144,,"12,02",,"72,4",,"104,5",,"107,7",,,
RE05082itkt,2817800,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49436,gnpis_pui:holding-921_taxon-4898_accession-49436,RE05082,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"46,5",,"144,5",,"11,88",,"75,2",,"89,6",,"92,3",,,
RE05082itkfi,2817799,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49436,gnpis_pui:holding-921_taxon-4898_accession-49436,RE05082,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,88,,"49,8",,"145,5",,"11,14",,69,,98,,"87,2",,NA,
CF05070itkfi,2817853,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49098,https://doi.org/10.15454/YQH6B1,CF05070,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,90,,"45,8",,"147,5",,"10,57",,"72,1",,"106,5",,"94,8",,NA,
CF05070itkt,2817854,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49098,https://doi.org/10.15454/YQH6B1,CF05070,VIRTUAL_TRIAL,,,,,,,,treated,2006,85,,"54,9",,148,,"12,04",,"74,8",,"102,7",,"105,8",,,
RE05042itkt,2817808,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48619,gnpis_pui:holding-921_taxon-4898_accession-48619,RE05042,VIRTUAL_TRIAL,,,,,,,,treated,2006,90,,"47,6",,150,,"11,46",,76,,98,,"100,9",,,
DI06023itkfi,2817865,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48871,gnpis_pui:holding-921_taxon-4898_accession-48871,DI06023,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,"42,2",,147,,"9,98",,"74,8",,102,,"90,8",,3,
EM05347itkfi,2817817,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48655,gnpis_pui:holding-921_taxon-4898_accession-48655,EM05347,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,85,,54,,146,,"10,01",,"71,8",,101,,90,,2,
DI06023itkt,2817866,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48871,gnpis_pui:holding-921_taxon-4898_accession-48871,DI06023,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"40,7",,"145,5",,"11,71",,"71,9",,"99,1",,"102,1",,,
RE05036itkfi,2817829,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49717,gnpis_pui:holding-921_taxon-4898_accession-49717,RE05036,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,90,,"56,6",,145,,"10,5",,73,,"106,2",,"94,6",,NA,
Apacheitkfi,2817821,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,88,,"43,4",,142,,"10,3",,"72,5",,"97,4",,"86,7",,7,
RE05042itkfi,2817807,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,48619,gnpis_pui:holding-921_taxon-4898_accession-48619,RE05042,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,98,,46,,"149,5",,"9,8",,"75,1",,106,,"94,4",,NA,
CF05138itkt,2817850,BTH_Le_Moulon_2006_SetB3,BTH_Le_Moulon_2006_SetB3,49473,https://doi.org/10.15454/MHX4J5,CF05138,VIRTUAL_TRIAL,,,,,,,,treated,2006,82,,"45,4",,148,,"11,42",,"73,4",,"98,2",,"101,2",,,
