observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
RE06058itkt,2830193,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27830,https://doi.org/10.15454/V4CPNJ,RE06058,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"92,5",,152,,"10,06",,"97,8",,"99,3",,,,,,1,
CF06136itkt,2830274,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"92,5",,141,,"10,16",,"103,3",,"104,9",,,,,,1,
EM06307itkfi,2830185,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,4,,"93,5",,146,,"10,59",,"110,2",,"88,7",,"2,5",,4,,"1,5",
EM06017itkfi,2830164,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,96,,140,,"10,38",,"120,9",,"97,3",,2,,3,,3,
RE06058itkfi,2830191,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27830,https://doi.org/10.15454/V4CPNJ,RE06058,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,"97,5",,"149,5",,"10,56",,"105,5",,"84,8",,2,,"3,5",,1,
CF06136itkfi,2830272,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,"98,5",,"139,5",,"10,26",,"103,1",,"82,9",,7,,"4,5",,1,
EM06307itkt,2830187,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,"145,5",,"10,04",,101,,"102,5",,,,,,1,
EM06307itknt,2830186,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"3,5",,95,,144,,,,"104,7",,"84,8",,2,,4,,"2,5",
Mendelitkt,2830205,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,81,,"140,5",,"10,59",,"102,1",,"103,6",,,,,,1,
EM06229itkt,2830199,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,139,,"10,68",,106,,"107,6",,,,,,1,
CF06016itknt,2830249,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"3,5",,"87,5",,146,,,,87,,"70,5",,"5,5",,"5,5",,1,
DI07015itknt,2830216,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27842,https://doi.org/10.15454/CW6MPE,DI07015,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,2,,"87,5",,147,,,,95,,77,,"2,5",,4,,1,
CF06016itkfi,2830248,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,"82,5",,146,,"11,32",,"87,3",,"70,2",,8,,5,,1,
CF06016itkt,2830250,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27782,https://doi.org/10.15454/96DRU4,CF06016,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"77,5",,"146,5",,"10,94",,"93,4",,"94,8",,,,,,1,
Mendelitknt,2830204,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"4,5",,90,,138,,,,"106,2",,"86,1",,6,,6,,1,
Mendelitkfi,2830203,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,4,,86,,140,,"10,29",,"103,4",,"83,2",,6,,4,,1,
RE06134itkt,2830178,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"82,5",,139,,"11,26",,"92,7",,"94,1",,,,,,1,
RE06134itkfi,2830176,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,5,,"82,5",,140,,"11,32",,"99,9",,"80,4",,"5,5",,"5,5",,1,
EM06017itkt,2830166,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"93,5",,141,,"10,34",,"111,8",,"113,5",,,,,,1,
DI07015itkfi,2830215,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27842,https://doi.org/10.15454/CW6MPE,DI07015,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,85,,148,,"11,73",,"89,9",,"72,3",,3,,4,,1,
RE06134itknt,2830177,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27268,https://doi.org/10.15454/K6RWJK,RE06134,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"3,5",,90,,138,,,,"96,6",,"78,3",,6,,"5,5",,1,
EM06017itknt,2830165,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"2,5",,100,,138,,,,"117,1",,"94,9",,1,,3,,"1,5",
EM06094itkt,2830244,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,86,,144,,"11,3",,"101,3",,"102,8",,,,,,1,
DI07015itkt,2830217,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27842,https://doi.org/10.15454/CW6MPE,DI07015,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,149,,"12,18",,"89,1",,"90,5",,,,,,1,
EM06229itknt,2830198,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,"1,5",,91,,137,,,,"112,8",,"91,5",,"2,5",,4,,1,
RE06060itkt,2830259,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"82,5",,143,,"11,1",,100,,"101,5",,,,,,1,
RE06048itkfi,2830254,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,95,,142,,"11,12",,"107,8",,"86,7",,3,,4,,5,
EM06229itkfi,2830197,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"87,5",,"139,5",,"10,97",,"107,7",,"86,6",,3,,"4,5",,1,
EM06089itkt,2830190,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27815,https://doi.org/10.15454/UZYTX5,EM06089,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,146,,"11,36",,"92,5",,"93,9",,,,,,1,
RE06060itknt,2830258,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2008,4,,"97,5",,140,,,,"114,6",,"92,8",,3,,"3,5",,1,
RE06060itkfi,2830257,BTH_Estrées-Mons_2008_SetA2,BTH_Estrées-Mons_2008_SetA2,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"4,5",,90,,141,,"11,2",,"106,4",,"85,5",,"3,5",,"4,5",,1,
