observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
RE11073itkfi,2874462,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,87,,1,,160,,"10,9",,"80,8",,"119,8",,3,,"90,8",,1,,4,,"5,5",
RE11098itknt,2874454,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,2,,,,,,,,"105,9",,"1,5",,"84,5",,1,,"2,5",,"4,5",
EM11366itknt,2874544,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"103,6",,"1,5",,"82,7",,1,,9,,"5,5",
DI12011-2itkfi,2874516,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,84,,1,,158,,"11,2",,"78,8",,"115,4",,6,,"87,4",,1,,4,,4,
RE11098itkt,2874455,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,159,,"12,7",,"81,7",,"90,8",,,,93,,,,,,"3,5",
RE11098itkfi,2874453,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,96,,1,,161,,"12,2",,"79,7",,"107,2",,2,,"81,2",,1,,2,,4,
RE11073itknt,2874463,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,2,,,,1,,,,,,,,"110,5",,"3,5",,"88,2",,1,,"3,5",,"6,5",
Pakitoitkfi,2874495,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,80,,1,,158,,"10,9",,"77,5",,99,,1,,75,,1,,9,,"4,5",
RE11075itkfi,2874459,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"4,5",,92,,1,,162,,"11,1",,"79,7",,"122,5",,1,,"92,8",,1,,"2,5",,7,
DI12011-2itkt,2874518,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,158,,"11,4",,"78,7",,110,,,,"112,7",,,,,,"5,5",
Apacheitkt,2874509,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,72,,,,158,,"11,2",,"79,5",,"97,3",,,,"99,7",,,,,,"1,5",
Apacheitkfi,2874507,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,78,,1,,157,,"10,9",,"78,8",,"93,9",,1,,"71,2",,1,,9,,2,
DI12011-2itknt,2874517,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"2,5",,,,1,,,,,,,,"113,7",,6,,"90,7",,1,,4,,"5,5",
EM11366itkfi,2874543,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,94,,1,,158,,"11,4",,"80,9",,"115,8",,3,,"87,8",,1,,8,,4,
Altigoitkt,2874521,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,156,,"11,6",,"82,4",,"97,3",,,,"99,7",,,,,,4,
Apacheitknt,2874508,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"96,6",,1,,"77,1",,1,,9,,2,
EM11389itknt,2874448,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"111,9",,1,,"89,3",,1,,9,,"1,5",
Pakitoitknt,2874496,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,1,,,,1,,,,,,,,"96,2",,1,,"76,8",,1,,9,,5,
EM11389itkt,2874449,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,159,,"10,2",,"79,1",,"102,2",,,,"104,7",,,,,,"2,5",
EM11366itkt,2874545,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,88,,,,158,,"11,6",,"80,6",,"108,7",,,,"111,3",,,,,,5,
Soissonsitkfi,2874552,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,86,,1,,152,,"11,1",,"81,5",,"94,9",,"3,5",,"71,9",,1,,9,,"3,5",
DI12004itkt,2874494,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"11,1",,"81,6",,"103,6",,,,"106,1",,,,,,"3,5",
Attlassitkt,2874548,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,81,,,,162,,"10,3",,78,,"109,9",,,,"112,6",,,,,,2,
Attlassitknt,2874547,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,4,,,,1,,,,,,,,"101,8",,1,,"81,2",,"5,5",,"6,5",,4,
Attlassitkfi,2874546,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,3,,82,,1,,163,,"10,7",,"75,5",,"101,2",,1,,"76,7",,5,,7,,3,
EM11389itkfi,2874447,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,159,,"10,8",,80,,"107,9",,"1,5",,"81,8",,1,,7,,"2,5",
RE11075itkt,2874461,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,88,,,,160,,"11,1",,"80,6",,"108,8",,,,"111,4",,,,,,"6,5",
RE11075itknt,2874460,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"2,5",,,,1,,,,,,,,"119,8",,"1,5",,"95,5",,1,,4,,"6,5",
Grapeliitkt,2874533,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,91,,,,160,,"10,8",,"80,8",,"110,3",,,,113,,,,,,"3,5",
Grapeliitkfi,2874531,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,92,,1,,160,,"11,1",,"81,8",,"118,3",,"1,5",,"89,7",,"1,5",,"3,5",,"4,5",
EM11441itknt,2874502,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,3,,,,1,,,,,,,,"99,5",,3,,"79,3",,"7,5",,4,,"6,5",
RE11087itkt,2874539,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,85,,,,160,,"11,1",,82,,"107,8",,,,"110,4",,,,,,7,
EM11441itkt,2874503,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,158,,"11,7",,"79,7",,"106,5",,,,"109,1",,,,,,5,
Grapeliitknt,2874532,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"1,5",,,,1,,,,,,,,"124,8",,1,,"99,5",,2,,5,,"4,5",
DI12004itkfi,2874492,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,85,,1,,160,,"11,8",,"81,4",,"122,3",,"2,5",,"92,7",,1,,5,,3,
RE11087itknt,2874538,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,"4,5",,,,1,,,,,,,,"118,3",,"1,5",,"94,4",,1,,"5,5",,"5,5",
Soissonsitkt,2874554,BTH_Estrées-Mons_2013_SetA2,BTH_Estrées-Mons_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,154,,"11,6",,"81,7",,97,,,,"99,4",,,,,,3,
