observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Soissonsitkt,2787539,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,131,,"12,6",,"95,5",,"90,8",
Isengrainitkt,2787530,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,134,,12,,"100,7",,"95,8",
RE01015itknt,2787442,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26095,https://doi.org/10.15454/RSFKAG,RE01015,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"109,6",,"83,6",
EM01352itknt,2787487,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49238,gnpis_pui:holding-921_taxon-4898_accession-49238,EM01352,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"112,4",,"85,7",
Isengrainitkfi,2787528,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,6",,"100,3",,"72,6",
Apacheitknt,2787484,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"99,2",,"75,6",
Apacheitkfi,2787483,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,5",,"94,5",,"68,4",
EM01023itkt,2787512,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,140,,"11,9",,"105,7",,"100,5",
EM01352itkfi,2787486,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49238,gnpis_pui:holding-921_taxon-4898_accession-49238,EM01352,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,9",,"110,7",,"80,1",
EM01024itkfi,2787465,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49713,gnpis_pui:holding-921_taxon-4898_accession-49713,EM01024,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,10,,"112,8",,"81,6",
EM01352itkt,2787488,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49238,gnpis_pui:holding-921_taxon-4898_accession-49238,EM01352,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,138,,"12,9",,"105,5",,"100,4",
EM01023itknt,2787511,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"117,9",,"89,9",
EM01216itkt,2787494,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,140,,"12,1",,"103,2",,"98,2",
EM01328itkt,2787491,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49205,gnpis_pui:holding-921_taxon-4898_accession-49205,EM01328,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,145,,"12,4",,"99,1",,"94,3",
CF01085itkt,2787503,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,138,,"11,7",,"109,1",,"103,7",
CF01085itknt,2787502,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"114,9",,"87,6",
CF01196itkt,2787458,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49532,gnpis_pui:holding-921_taxon-4898_accession-49532,CF01196,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,144,,"12,2",,"108,3",,103,
EM01216itkfi,2787492,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,9",,"113,3",,82,
CF01196itknt,2787457,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49532,gnpis_pui:holding-921_taxon-4898_accession-49532,CF01196,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"121,8",,"92,9",
EM01216itknt,2787493,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"114,6",,"87,4",
CF01196itkfi,2787456,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49532,gnpis_pui:holding-921_taxon-4898_accession-49532,CF01196,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,7",,"110,1",,"79,7",
DI02006itknt,2787499,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"125,3",,"95,6",
DI02006itkfi,2787498,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,5",,"122,3",,"88,5",
DI02008itknt,2787508,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26800,https://doi.org/10.15454/VY4RPB,DI02008,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"122,7",,"93,6",
DI02021itknt,2787517,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49148,gnpis_pui:holding-921_taxon-4898_accession-49148,DI02021,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"119,6",,"91,2",
EM01062itkfi,2787468,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48872,gnpis_pui:holding-921_taxon-4898_accession-48872,EM01062,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,4",,101,,"73,1",
CF01085itkfi,2787501,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,9",,"113,3",,82,
DI02006itkt,2787500,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,141,,"11,6",,"111,9",,"106,4",
Isengrainitknt,2787529,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"103,1",,"78,6",
CF01216itkt,2787461,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49614,gnpis_pui:holding-921_taxon-4898_accession-49614,CF01216,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,134,,"12,2",,107,,"101,7",
CF01216itkfi,2787459,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49614,gnpis_pui:holding-921_taxon-4898_accession-49614,CF01216,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,6",,"106,6",,"77,2",
EM01150itknt,2787535,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"112,5",,"85,8",
EM01150itkfi,2787534,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,7",,"114,7",,83,
EM01062itknt,2787469,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48872,gnpis_pui:holding-921_taxon-4898_accession-48872,EM01062,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"110,7",,"84,4",
RE01037itknt,2787451,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26096,https://doi.org/10.15454/9ZI12M,RE01037,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"105,8",,"80,6",
EM01150itkt,2787536,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,140,,13,,"99,6",,"94,7",
EM01062itkt,2787470,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48872,gnpis_pui:holding-921_taxon-4898_accession-48872,EM01062,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,135,,"12,3",,"100,1",,"95,2",
CF00060itkt,2787455,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49450,gnpis_pui:holding-921_taxon-4898_accession-49450,CF00060,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,137,,"13,7",,"94,6",,90,
RE01037itkfi,2787450,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26096,https://doi.org/10.15454/9ZI12M,RE01037,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,4",,"110,5",,80,
EM01288itkt,2787542,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,VIRTUAL_TRIAL,,,,,,,,treated,2003,95,,143,,"13,3",,"95,7",,91,
EM01288itkfi,2787540,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"11,6",,"110,5",,80,
EM01214itkfi,2787444,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"11,1",,"100,2",,"72,5",
CF00060itkfi,2787453,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49450,gnpis_pui:holding-921_taxon-4898_accession-49450,CF00060,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"11,3",,"100,9",,73,
EM01288itknt,2787541,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"108,8",,83,
DI02001itknt,2787496,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"123,4",,"94,1",
EM01024itkt,2787467,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49713,gnpis_pui:holding-921_taxon-4898_accession-49713,EM01024,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,138,,"12,6",,"104,9",,"99,8",
EM01214itkt,2787446,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,130,,13,,"91,9",,"87,4",
RE01037itkt,2787452,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26096,https://doi.org/10.15454/9ZI12M,RE01037,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,138,,"13,1",,"105,8",,"100,6",
EM01214itknt,2787445,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,102,,"77,8",
EM01325itkt,2787479,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49045,gnpis_pui:holding-921_taxon-4898_accession-49045,EM01325,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,138,,"12,4",,"99,8",,"94,9",
DI02001itkt,2787497,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,138,,"12,6",,"108,1",,"102,8",
CF01184itkfi,2787522,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,2",,"110,3",,"79,8",
DI02001itkfi,2787495,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,6",,"122,8",,"88,8",
CF01184itknt,2787523,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"116,4",,"88,8",
CF01216itknt,2787460,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49614,gnpis_pui:holding-921_taxon-4898_accession-49614,CF01216,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"104,2",,"79,4",
EM01024itknt,2787466,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49713,gnpis_pui:holding-921_taxon-4898_accession-49713,EM01024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"115,2",,"87,8",
CF01184itkt,2787524,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,139,,"12,3",,"106,6",,"101,3",
EM01271itkt,2787476,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,treated,2003,95,,139,,"11,2",,"112,2",,"106,7",
DI02032itknt,2787448,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48751,gnpis_pui:holding-921_taxon-4898_accession-48751,DI02032,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"110,9",,"84,6",
RE02101itkt,2787521,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26099,https://doi.org/10.15454/SIGZUF,RE02101,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,145,,"12,5",,"99,1",,"94,3",
RE01086itkfi,2787531,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48512,gnpis_pui:holding-921_taxon-4898_accession-48512,RE01086,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,10,,"108,4",,"78,5",
EM01271itknt,2787475,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"118,3",,"90,2",
EM01271itkfi,2787474,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,1",,"116,5",,"84,3",
DI02021itkt,2787518,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49148,gnpis_pui:holding-921_taxon-4898_accession-49148,DI02021,VIRTUAL_TRIAL,,,,,,,,treated,2003,90,,141,,"12,1",,"105,7",,"100,5",
RE01086itkt,2787533,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48512,gnpis_pui:holding-921_taxon-4898_accession-48512,RE01086,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,135,,"12,7",,"95,4",,"90,7",
RE01086itknt,2787532,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48512,gnpis_pui:holding-921_taxon-4898_accession-48512,RE01086,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"108,8",,"82,9",
CF01043itkt,2787527,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48822,gnpis_pui:holding-921_taxon-4898_accession-48822,CF01043,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,136,,"13,9",,"97,8",,93,
Chargeritkt,2787506,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2003,80,,139,,"12,2",,"106,9",,"101,7",
CF01043itkfi,2787525,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48822,gnpis_pui:holding-921_taxon-4898_accession-48822,CF01043,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"11,1",,"106,1",,"76,8",
DI02032itkt,2787449,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48751,gnpis_pui:holding-921_taxon-4898_accession-48751,DI02032,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,138,,"12,8",,"99,7",,"94,8",
Chargeritknt,2787505,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"106,1",,"80,9",
CF01043itknt,2787526,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48822,gnpis_pui:holding-921_taxon-4898_accession-48822,CF01043,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"101,9",,"77,7",
DI02032itkfi,2787447,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,48751,gnpis_pui:holding-921_taxon-4898_accession-48751,DI02032,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"10,8",,"109,1",,"78,9",
RE02101itkfi,2787519,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,26099,https://doi.org/10.15454/SIGZUF,RE02101,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,5",,"114,1",,"82,6",
Chargeritkfi,2787504,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,5",,"105,9",,"76,6",
DI02021itkfi,2787516,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49148,gnpis_pui:holding-921_taxon-4898_accession-49148,DI02021,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"9,8",,"116,6",,"84,4",
EM01325itknt,2787478,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49045,gnpis_pui:holding-921_taxon-4898_accession-49045,EM01325,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"106,3",,81,
EM01324itkt,2787482,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49472,gnpis_pui:holding-921_taxon-4898_accession-49472,EM01324,VIRTUAL_TRIAL,,,,,,,,treated,2003,85,,143,,"11,9",,"98,9",,"94,1",
EM01063itkfi,2787471,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,49119,gnpis_pui:holding-921_taxon-4898_accession-49119,EM01063,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,,,"11,2",,"102,5",,"74,2",
Soissonsitknt,2787538,BTH_Le_Moulon_2003_SetA2,BTH_Le_Moulon_2003_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2003,,,,,,,"91,6",,"69,9",
