observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
AO14013,2886470,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,2,,3,,6,
AO14014,2886473,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,2,,5,,1,
AO14018,2886477,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62112,https://doi.org/10.15454/CYS1KY,AO14018,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,NA,,2,,6,,2,
AO14017,2886474,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,2,,4,,1,
AO14015,2886472,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62064,https://doi.org/10.15454/1MJ4QE,AO14015,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,2,,6,,4,
AO14019,2886484,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62128,https://doi.org/10.15454/8LK3JI,AO14019,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,2,,6,,1,
AO14020,2886489,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,2,,6,,3,
EM12375,2886482,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61352,https://doi.org/10.15454/0JONWQ,EM12375,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,2,,6,,4,
CF13012,2886460,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,60977,https://doi.org/10.15454/Q94XV8,CF13012,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,5,,2,,6,
AO14016,2886475,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,62080,https://doi.org/10.15454/ZHXGRT,AO14016,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,5,,6,,3,
RE13091,2886463,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61648,https://doi.org/10.15454/RB7AM4,RE13091,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,3,,4,
RE13074,2886478,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61604,https://doi.org/10.15454/DDCHHB,RE13074,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,2,,3,,1,
AO14009,2886492,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61940,https://doi.org/10.15454/SOX3JM,AO14009,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,2,,5,,1,
AO14008,2886481,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,5,,5,,1,
Koreli,2886467,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,4,,6,
RE13084,2886485,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,5,,1,
RE13086,2886483,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,2014,"2,5",,NA,,2,,5,,1,
RE13106,2886488,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,5,,5,,1,
CF13045,2886479,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,48911,gnpis_pui:holding-921_taxon-4898_accession-48911,CF13045,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,4,,1,
Apache,2886476,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,6,,1,
Lyrik,2886493,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,2,,3,,2,
Rubisko,2886491,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,5,,NA,,1,
AO14021,2886490,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,60871,https://doi.org/10.15454/OYOSWH,AO14021,VIRTUAL_TRIAL,,,,,,,,2014,7,,2,,5,,4,,8,
CF13016,2886458,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,60991,https://doi.org/10.15454/ODX7BB,CF13016,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,5,,3,,3,
AO14022,2886486,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,2,,3,,1,
Bermude,2886461,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,2,,4,,4,
Arezzo,2886494,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,4,,3,
AO14012,2886471,BTH_Rennes_2014_SetB2_PIETIN-VERSE,BTH_Rennes_2014_SetB2_PIETIN-VERSE,61987,https://doi.org/10.15454/FDBTWR,AO14012,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,2,,5,,1,
