observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
AO08202itkt,2832003,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,75,,137,,"10,98",,"105,8",,"107,4",,,,,,1,
AO08202itkfi,2832002,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,"77,5",,136,,"12,48",,"68,8",,"54,1",,8,,5,,1,
Caphornitkfi,2831978,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,"82,5",,143,,"11,26",,"97,5",,"76,7",,5,,4,,1,
CF07008itkt,2832011,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27787,https://doi.org/10.15454/SLLTW8,CF07008,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,144,,"11,54",,"99,1",,"100,6",,,,,,1,
AO08112itkt,2831965,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"92,5",,144,,"9,44",,"102,9",,"104,6",,,,,,1,
DI08001itkt,2831981,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,142,,"11,81",,"86,3",,"87,7",,,,,,1,
DI08001itkfi,2831980,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,90,,142,,"11,59",,"81,7",,"64,2",,"5,5",,"4,5",,1,
DI08004itkt,2831987,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"87,5",,"149,5",,"11,14",,"92,1",,"93,5",,,,,,"1,5",
AO08112itkfi,2831964,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,95,,"145,5",,"10,02",,"102,4",,"80,6",,3,,4,,"1,5",
DI08004itkfi,2831986,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"87,5",,147,,"10,43",,"88,1",,"69,3",,4,,4,,1,
CF07002itkfi,2832008,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"92,5",,144,,"10,77",,"112,1",,"88,2",,1,,"2,5",,1,
CF07057itkt,2831975,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,86,,139,,"11,61",,"94,9",,"96,4",,,,,,1,
EM07186itkfi,2831940,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"87,5",,137,,"11,08",,"94,4",,"74,2",,4,,4,,1,
CF07002itkt,2832009,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,145,,"11,11",,"98,7",,"100,2",,,,,,1,
DI08003itkfi,2831984,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48341,gnpis_pui:holding-921_taxon-4898_accession-48341,DI08003,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,90,,144,,"11,69",,"101,6",,"79,9",,3,,4,,1,
EM07186itkt,2831941,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"82,5",,137,,"12,14",,91,,"92,4",,,,,,1,
CF07021itkt,2832005,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"97,5",,147,,"11,48",,"96,6",,"98,1",,,,,,1,
RE07005itkt,2831937,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,140,,"12,32",,"89,2",,"90,6",,,,,,1,
RE07002itkt,2832001,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,"139,5",,"11,6",,"91,5",,"92,9",,,,,,1,
CF07021itkfi,2832004,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"1,5",,"97,5",,"145,5",,11,,"107,1",,"84,2",,2,,3,,1,
CF07057itkfi,2831974,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,90,,139,,"10,7",,"107,1",,"84,2",,4,,4,,1,
RE07002itkfi,2832000,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"4,5",,"87,5",,"139,5",,"10,63",,"99,1",,"77,9",,"3,5",,"4,5",,1,
RE07006itkt,2831997,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,138,,"11,74",,"93,2",,"94,6",,,,,,"1,5",
AO08107itkfi,2831998,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,"88,5",,145,,"10,42",,107,,"84,2",,"4,5",,5,,1,
RE07005itkfi,2831936,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,"92,5",,"139,5",,"12,17",,"97,8",,"76,9",,"3,5",,"4,5",,1,
Sankaraitkfi,2831976,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"82,5",,"146,5",,"12,09",,"96,1",,"75,5",,"3,5",,"3,5",,1,
Sankaraitkt,2831977,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"87,5",,146,,"11,5",,"95,1",,"96,6",,,,,,1,
AO08107itkt,2831999,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,146,,"10,8",,"100,7",,"102,2",,,,,,1,
DI08002itkfi,2831982,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"97,5",,140,,"9,88",,"92,6",,"72,9",,5,,3,,1,
DI08002itkt,2831983,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,95,,140,,"11,68",,"98,3",,"99,8",,,,,,1,
CF07018itkt,2831973,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"87,5",,147,,"10,66",,"102,4",,104,,,,,,1,
CF07018itkfi,2831972,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"1,5",,"92,5",,"146,5",,"10,44",,"113,5",,"89,3",,1,,3,,1,
DI08003itkt,2831985,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48341,gnpis_pui:holding-921_taxon-4898_accession-48341,DI08003,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,145,,"12,15",,"90,4",,"91,8",,,,,,1,
CF07037itkt,2831971,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"87,5",,144,,"10,97",,"97,8",,"99,3",,,,,,1,
DI08005itkfi,2831988,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,5,,"93,5",,"145,5",,"10,4",,"96,8",,"76,1",,"4,5",,"4,5",,"1,5",
RE07006itkfi,2831996,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,91,,138,,"10,95",,"99,6",,"78,3",,"3,5",,5,,"1,5",
RE07017itkt,2831957,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"92,5",,143,,"11,98",,87,,"88,4",,,,,,1,
RE07017itkfi,2831956,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,"97,5",,142,,"11,84",,"97,4",,"76,6",,3,,3,,1,
RE07019itkt,2831959,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,144,,"11,02",,"98,7",,"100,2",,,,,,1,
RE07019itkfi,2831958,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,90,,144,,"10,25",,"113,4",,"89,2",,2,,3,,1,
Toisondoritkt,2831963,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,75,,146,,"10,5",,"106,8",,"108,5",,,,,,1,
Toisondoritkfi,2831962,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,"77,5",,145,,"9,9",,"69,1",,"54,3",,"7,5",,"4,5",,1,
RE07012itkt,2831949,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,144,,"12,14",,"96,9",,"98,4",,,,,,1,
RE07012itkfi,2831948,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,"92,5",,141,,"11,76",,"105,9",,"83,3",,3,,4,,"1,5",
DI08007itkt,2831943,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"93,5",,"147,5",,"11,74",,88,,"89,3",,,,,,1,
EM07085itkfi,2831944,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49461,gnpis_pui:holding-921_taxon-4898_accession-49461,EM07085,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,85,,141,,"11,44",,"104,2",,"81,9",,"4,5",,"4,5",,1,
Premioitkt,2831939,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,84,,143,,"11,08",,"107,5",,"109,1",,,,,,"1,5",
RE07015itkfi,2831952,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,76,,"145,5",,"12,38",,"95,1",,"74,8",,3,,4,,1,
Premioitkfi,2831938,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,"88,5",,141,,"10,4",,"112,1",,"88,2",,"5,5",,"4,5",,1,
Mendelitkt,2831993,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"83,5",,"140,5",,"11,24",,"105,7",,"107,3",,,,,,1,
RE07015itkt,2831953,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"72,5",,145,,"13,71",,90,,"91,4",,,,,,1,
DI08007itkfi,2831942,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"92,5",,147,,"11,22",,"97,8",,"76,9",,1,,3,,2,
RE07013itkt,2831951,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"82,5",,"143,5",,"13,94",,"87,1",,"88,5",,,,,,1,
Mendelitkfi,2831992,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"3,5",,85,,139,,"10,49",,"106,5",,"83,7",,"4,5",,"4,5",,1,
Apacheitkfi,2831968,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"92,5",,139,,"10,3",,100,,"78,6",,"4,5",,"4,5",,1,
RE07011itkfi,2831946,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,85,,138,,"11,78",,97,,"76,3",,6,,5,,1,
RE07013itkfi,2831950,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,3,,"87,5",,143,,"13,08",,"94,1",,74,,4,,4,,"1,5",
DI08005itkt,2831989,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,145,,"10,12",,"100,6",,"102,1",,,,,,1,
EM07118itkt,2831967,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,90,,"149,5",,"10,38",,"105,5",,"107,2",,,,,,1,
Apacheitkt,2831969,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,85,,139,,"11,42",,"97,4",,"98,9",,,,,,1,
CF07037itkfi,2831970,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,90,,144,,"10,73",,"98,9",,"77,8",,2,,"3,5",,1,
CF07022itkfi,2832006,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,"102,5",,"145,5",,"10,7",,"115,7",,91,,1,,2,,1,
EM07118itkfi,2831966,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,2,,95,,"147,5",,"9,94",,"111,7",,"87,8",,3,,"3,5",,1,
Grapeliitkt,2831961,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"103,5",,"146,5",,"10,6",,"116,6",,"118,4",,,,,,1,
CF07022itkt,2832007,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,treated,2008,,,"97,5",,146,,"10,81",,"95,1",,"96,5",,,,,,1,
Grapeliitkfi,2831960,BTH_Estrées-Mons_2008_SetB1,BTH_Estrées-Mons_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,"2,5",,"102,5",,"145,5",,"9,82",,"128,7",,"101,2",,1,,"3,5",,1,
