observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
RE11116itkt,2881820,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,146,,"9,5",,"70,5",,"106,7",,,,"92,1",,,,,,1,
DI12005itkt,2881792,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,143,,"9,7",,74,,"110,9",,,,"95,8",,,,,,1,
EM11537itkfi,2881767,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,78,,,,"9,9",,"73,5",,"98,7",,5,,"57,8",,1,,2,,,
AO13047itkt,2881790,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,143,,"10,2",,"79,2",,116,,,,"100,2",,,,,,2,
EM11537itkt,2881768,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,treated,2014,85,,146,,"9,6",,"75,7",,"106,5",,,,"91,9",,,,,,1,
RE11116itkfi,2881819,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,,,"9,1",,"69,6",,"103,6",,1,,"60,7",,1,,"1,5",,,
DI11014itkt,2881834,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,142,,10,,"77,8",,"111,1",,,,"95,9",,,,,,1,
DI11014itkfi,2881833,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"10,1",,"76,2",,"109,2",,1,,64,,1,,3,,,
AO13013itkfi,2881831,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,60800,https://doi.org/10.15454/Z0VQYE,AO13013,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"9,9",,"69,7",,"108,8",,3,,"63,7",,1,,2,,,
AO13013itkt,2881832,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,60800,https://doi.org/10.15454/Z0VQYE,AO13013,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,140,,10,,"72,2",,"109,2",,,,"94,3",,,,,,1,
EM11441itkfi,2881795,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,1",,"72,8",,"120,3",,"4,5",,"70,5",,1,,"1,5",,,
EM11441itkt,2881796,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,139,,"9,6",,"74,5",,"106,9",,,,"92,3",,,,,,1,
AO12021itkfi,2881775,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,,,"10,9",,"74,2",,"97,2",,1,,57,,1,,"3,5",,,
EM11604itkt,2881802,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,138,,"10,2",,"77,7",,"99,8",,,,"86,1",,,,,,1,
AO12014itkfi,2881785,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"10,3",,69,,"79,1",,"5,5",,"46,3",,4,,1,,,
AO12021-2itkfi,2881803,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48626,https://doi.org/10.15454/QXYFWH,AO12021-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,,,"11,1",,"75,1",,"94,9",,1,,"55,6",,1,,"3,5",,,
CF09117itkfi,2881827,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"10,7",,"73,5",,"102,1",,1,,"59,8",,1,,3,,,
AO13027itkt,2881784,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,145,,"9,7",,"75,3",,"99,7",,,,86,,,,,,1,
CF09117itkt,2881828,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,140,,"11,8",,78,,"99,6",,,,"85,9",,,,,,1,
Apacheitkt,2881800,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,137,,"9,9",,"78,5",,"98,4",,,,"84,9",,,,,,1,
EM11604itkfi,2881801,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,78,,,,"9,8",,"74,6",,"103,2",,"2,5",,"60,5",,1,,"1,5",,,
AO13027itkfi,2881783,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,9",,"74,4",,"112,7",,1,,66,,1,,"1,5",,,
Arezzoitkt,2881766,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,136,,"10,2",,80,,"96,8",,,,"83,6",,,,,,1,
Apacheitkfi,2881799,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"11,4",,"75,2",,83,,1,,"48,6",,1,,"4,5",,,
AO12021itkt,2881776,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,139,,"10,8",,"77,4",,"103,5",,,,"89,4",,,,,,"2,5",
Lyrikitkt,2881842,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,140,,10,,"77,6",,"107,2",,,,"92,6",,,,,,2,
RE10042itkt,2881808,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,146,,"9,5",,"76,1",,"104,7",,,,"90,4",,,,,,2,
RE10042itkfi,2881807,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,6",,"75,7",,"124,6",,1,,73,,1,,2,,,
Gallixeitkt,2881826,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,139,,"10,1",,"75,4",,"107,9",,,,"93,2",,,,,,1,
AO13030itkt,2881816,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,treated,2014,81,,138,,"10,1",,"78,1",,"103,7",,,,"89,6",,,,,,1,
Lyrikitkfi,2881841,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"9,2",,73,,"102,4",,"6,5",,60,,1,,2,,,
CF08027itkfi,2881839,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"9,4",,"74,8",,"104,8",,1,,"61,4",,1,,"2,5",,,
CF08027itkt,2881840,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,145,,"9,9",,"76,1",,105,,,,"90,6",,,,,,1,
RE11058itkt,2881810,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,140,,"10,1",,"78,4",,"104,5",,,,"90,2",,,,,,1,
RE11058itkfi,2881809,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,,,"10,5",,"78,1",,"123,7",,1,,"72,5",,1,,2,,,
EM11366itkfi,2881821,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,78,,,,"10,6",,"71,8",,"93,5",,6,,"54,8",,1,,2,,,
DI12004itkfi,2881793,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"10,4",,"75,2",,"115,1",,1,,"67,5",,1,,2,,,
Gallixeitkfi,2881825,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,75,,,,"10,1",,"72,2",,"115,6",,"4,5",,"67,7",,1,,1,,,
EM11366itkt,2881822,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,139,,"10,3",,"76,1",,"108,3",,,,"93,5",,,,,,"2,5",
Croustyitkfi,2881811,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"10,8",,"74,9",,"77,1",,"3,5",,"45,2",,"4,5",,5,,,
AO11011itkfi,2881769,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,2",,"75,2",,"110,9",,1,,65,,1,,3,,,
DI12004itkt,2881794,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,treated,2014,85,,144,,"9,8",,"78,8",,"100,2",,,,"86,5",,,,,,1,
AO11011itkt,2881770,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,treated,2014,80,,142,,"10,4",,"77,5",,"105,3",,,,"90,9",,,,,,1,
Gotikitkfi,2881823,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,95,,,,"9,8",,"75,3",,"103,2",,1,,"60,5",,"4,8",,1,,,
Gotikitkt,2881824,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,144,,"10,2",,"78,5",,"106,5",,,,"91,9",,,,,,1,
Croustyitkt,2881812,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,treated,2014,102,,140,,"10,4",,"76,7",,"94,8",,,,"81,8",,,,,,"2,5",
RE11073itkt,2881780,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,144,,"9,8",,"78,3",,"102,5",,,,"88,5",,,,,,1,
RE11073itkfi,2881779,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"9,9",,78,,114,,1,,"66,8",,1,,2,,,
Arezzoitkfi,2881765,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"10,8",,"77,6",,107,,6,,"62,7",,1,,"4,5",,,
RE11075itkt,2881774,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,143,,"10,1",,"78,7",,"105,5",,,,"91,1",,,,,,"3,5",
EM11400itkt,2881806,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2014,78,,139,,"10,4",,"73,5",,"101,2",,,,"87,3",,,,,,1,
EM11400itkfi,2881805,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,75,,,,"10,7",,"70,2",,"93,8",,5,,55,,1,,"3,5",,,
CF11029itkt,2881798,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,146,,9,,"71,6",,"109,1",,,,"94,1",,,,,,1,
Galibieritkt,2881788,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,treated,2014,102,,132,,"12,3",,"78,6",,"70,1",,,,"60,6",,,,,,6,
CF11029itkfi,2881797,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,9",,69,,"84,5",,3,,"49,5",,"5,8",,1,,,
Galibieritkfi,2881787,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"12,6",,75,,69,,"2,5",,"40,4",,1,,5,,,
CF11051itkt,2881772,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,142,,"10,6",,"79,2",,"96,8",,,,"83,6",,,,,,1,
RE11075itkfi,2881773,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,,,"9,8",,77,,"111,4",,1,,"65,3",,2,,2,,,
CF11051itkfi,2881771,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"10,5",,"78,8",,"95,1",,3,,"55,7",,2,,"2,5",,,
RE11087itkt,2881818,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,145,,"10,7",,"79,5",,"95,4",,,,"82,4",,,,,,1,
Bermudeitkt,2881782,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,143,,"9,4",,"74,1",,"101,7",,,,"87,8",,,,,,1,
CF11177itkt,2881838,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,treated,2014,84,,145,,"11,5",,"78,8",,105,,,,"90,7",,,,,,1,
AO12021-2itkt,2881804,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48626,https://doi.org/10.15454/QXYFWH,AO12021-2,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,140,,"10,6",,"78,2",,"96,7",,,,"83,5",,,,,,4,
CF11177itkfi,2881837,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,2",,"74,7",,"94,9",,1,,"55,6",,1,,"4,5",,,
AO13030itkfi,2881815,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,8",,"75,3",,"102,5",,"3,5",,"60,1",,1,,"4,5",,,
RE11087itkfi,2881817,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,,,"10,2",,"77,4",,"113,4",,1,,"66,4",,2,,3,,,
Bermudeitkfi,2881781,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,8",,"72,4",,"95,2",,"4,5",,"55,8",,1,,"3,5",,,
DI11013itkfi,2881829,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,1",,"78,4",,"123,7",,1,,"72,5",,2,,2,,,
AO13047itkfi,2881789,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,9",,"77,1",,117,,1,,"68,6",,1,,2,,,
RE11113itkt,2881814,BTH_Lusignan_2014_SetA1,BTH_Lusignan_2014_SetA1,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,142,,"9,6",,"77,8",,"109,5",,,,"94,6",,,,,,1,
