observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
Bermudeitkt,2873011,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,149,,78,,"101,2",,"75,02",,4,
Folkloritkt,2873006,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,152,,"74,3",,"105,5",,"78,23",,3,
AO11013itkt,2873004,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,153,,"73,7",,"99,4",,"73,69",,5,
DI11012itkt,2873039,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,154,,"78,5",,"106,7",,"79,13",,4,
RE10039itkt,2873014,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,151,,"76,8",,"99,7",,"73,91",,3,
DI11013itkt,2873038,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,150,,"79,3",,"111,4",,"82,58",,2,
AO12035itkt,2873026,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,49348,https://doi.org/10.15454/NFBGKG,AO12035,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,152,,"79,8",,"100,5",,"74,49",,6,
Apacheitkt,2873020,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,145,,78,,"100,5",,"74,49",,4,
DI11002itkt,2873023,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,149,,"74,6",,"99,8",,"74,03",,2,
Lyrikitkt,2873042,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2013,100,,151,,"76,6",,"120,3",,"89,2",,2,
RE10042itkt,2873027,BTH_Lusignan_2013_SetA1,BTH_Lusignan_2013_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,154,,"75,9",,"97,8",,"72,53",,3,
