observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
EM07117itknt,2863667,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,97,,,,144,,,,"76,2",,"124,2",,"2,5",,92,,1,,3,,3,
Lyrikitkt,2863746,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,"40,4",,144,,"9,89",,"70,9",,"99,4",,,,"103,2",,,,,,3,
RE09055itkfi,2863741,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,85,,"45,4",,138,,"10,73",,"69,4",,"119,7",,1,,"91,7",,2,,3,,"2,5",
AO11012itkt,2863644,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,"40,9",,144,,"10,59",,"70,2",,"95,9",,,,"99,5",,,,,,"2,5",
RE09055itkt,2863743,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,"44,7",,139,,"11,3",,67,,"92,5",,,,96,,,,,,4,
Koreliitknt,2863679,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,94,,,,143,,,,"73,8",,"106,4",,"1,5",,"78,9",,1,,"3,5",,"5,5",
Lyrikitkfi,2863744,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,"40,4",,142,,"9,65",,"71,4",,"124,2",,2,,"95,2",,1,,"1,5",,1,
AO11012itkfi,2863642,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,87,,"35,2",,144,,"9,84",,"68,2",,"95,1",,1,,"72,9",,1,,"2,5",,1,
Koreliitkt,2863680,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,"45,4",,144,,"11,2",,73,,"99,9",,,,"103,7",,,,,,4,
EM09222itkfi,2863720,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,95,,"39,1",,140,,"10,18",,"70,1",,"113,1",,2,,"86,7",,1,,2,,"1,5",
Ghaytaitkt,2863728,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,"48,3",,144,,"13,28",,75,,"101,3",,,,"105,1",,,,,,1,
Ghaytaitknt,2863727,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,98,,,,144,,,,"62,2",,"107,8",,1,,"79,9",,1,,"8,5",,1,
AO11001itkfi,2863702,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,100,,40,,142,,"9,95",,"68,2",,"102,1",,"2,5",,"78,3",,1,,4,,1,
Koreliitkfi,2863678,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,102,,"44,1",,143,,"10,43",,"75,6",,"107,7",,"2,5",,"82,5",,1,,"2,5",,2,
AO11002itkt,2863707,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,"46,9",,144,,"11,62",,"71,9",,"91,7",,,,"95,2",,,,,,"5,5",
CF09169itkfi,2863675,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,102,,"39,8",,140,,"10,21",,"74,1",,"116,4",,3,,"89,2",,1,,"2,5",,"1,5",
Ghaytaitkfi,2863726,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,"44,2",,144,,"12,07",,74,,"108,1",,2,,"82,9",,1,,3,,1,
Soissonsitkfi,2863738,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,"38,6",,135,,"10,16",,"73,2",,"90,6",,"2,5",,"69,4",,1,,9,,1,
CF09117itkt,2863737,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,"47,9",,141,,"13,25",,"73,6",,"104,9",,,,109,,,,,,"4,5",
CF09117itknt,2863736,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,90,,,,140,,,,"74,5",,"112,4",,1,,"83,3",,1,,"3,5",,"4,5",
CF09117itkfi,2863735,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,99,,"44,7",,140,,"10,93",,75,,"120,8",,2,,"92,6",,1,,3,,1,
AO11012itknt,2863643,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,86,,,,142,,,,"71,2",,"94,5",,1,,70,,1,,"8,5",,2,
Soissonsitkt,2863740,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,"35,1",,136,,"10,67",,"74,5",,"88,2",,,,"91,6",,,,,,5,
Grapeliitknt,2863670,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,101,,,,143,,,,"76,2",,"122,6",,1,,"90,9",,1,,"3,5",,"1,5",
CF09227itkt,2863749,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,VIRTUAL_TRIAL,,,,,,,,treated,2012,99,,"38,7",,142,,"11,48",,"67,9",,"87,9",,,,"91,3",,,,,,"8,5",
CF09227itknt,2863748,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,87,,,,141,,,,"68,2",,"82,9",,1,,"61,4",,1,,"5,5",,9,
CF09227itkfi,2863747,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48700,https://doi.org/10.15454/C60S9I,CF09227,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,98,,"35,8",,142,,"10,48",,"66,2",,"104,5",,1,,"80,1",,1,,"3,5",,8,
AO11013itknt,2863646,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,92,,,,140,,,,"69,8",,113,,"1,5",,"83,8",,1,,5,,"2,5",
Grapeliitkt,2863671,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,"42,3",,144,,"12,18",,"71,4",,"91,7",,,,"95,2",,,,,,"3,5",
Soissonsitknt,2863739,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,88,,,,136,,,,"72,8",,"88,8",,1,,"65,8",,1,,"8,5",,3,
EM09221itkt,2863725,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,treated,2012,84,,"38,8",,141,,"10,66",,"73,8",,"101,9",,,,"105,8",,,,,,3,
CF09169itkt,2863677,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,"44,4",,142,,"11,72",,71,,"102,5",,,,"106,4",,,,,,4,
EM08231itknt,2863718,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,86,,,,142,,,,"69,2",,"123,8",,3,,"91,7",,1,,3,,1,
EM08231itkfi,2863717,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,84,,"41,3",,141,,"10,38",,"70,4",,"117,9",,"2,5",,"90,4",,1,,"1,5",,1,
AO11013itkt,2863647,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,"50,5",,142,,"10,29",,"67,2",,"100,8",,,,"104,7",,,,,,4,
Grapeliitkfi,2863669,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,106,,42,,144,,"10,6",,"75,4",,"122,8",,2,,"94,1",,1,,"2,5",,1,
EM08231itkt,2863719,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,"42,2",,140,,"10,34",,"68,8",,"97,8",,,,"101,5",,,,,,2,
AO11013itkfi,2863645,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,"44,7",,142,,"10,05",,"72,2",,"119,5",,2,,"91,6",,1,,3,,2,
CF08027itknt,2863751,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,94,,,,144,,,,"75,6",,"120,5",,2,,"89,3",,1,,"3,5",,"2,5",
Altigoitkfi,2863699,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,"43,6",,139,,"10,24",,"69,6",,"98,8",,1,,"75,7",,1,,"6,5",,1,
AO11005itknt,2863682,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,87,,,,142,,,,"70,8",,"98,6",,1,,"73,1",,1,,5,,1,
Folkloritkfi,2863657,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,103,,"45,2",,142,,"9,89",,"71,2",,"119,5",,"1,5",,"91,6",,1,,"1,5",,1,
Folkloritknt,2863658,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,102,,,,143,,,,66,,"116,8",,"2,5",,"86,5",,1,,"3,5",,1,
CF09169itknt,2863676,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,92,,,,141,,,,"69,8",,112,,2,,83,,1,,3,,"3,5",
CF08027itkt,2863752,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,"40,9",,145,,"11,08",,"71,1",,"93,5",,,,"97,1",,,,,,"4,5",
CF08027itkfi,2863750,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,100,,"41,2",,145,,"9,78",,"76,1",,"117,1",,1,,"89,8",,1,,2,,1,
Folkloritkt,2863659,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2012,99,,"49,1",,142,,"11,22",,"72,6",,"96,3",,,,"99,9",,,,,,2,
AO11014itkt,2863710,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,"39,1",,144,,"11,06",,"63,5",,"82,3",,,,"85,4",,,,,,7,
AO11005itkfi,2863681,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,84,,"33,3",,142,,"11,23",,65,,"98,1",,"2,5",,"75,2",,1,,5,,1,
DI10011itkt,2863641,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,"46,6",,136,,"13,05",,"71,2",,"89,5",,,,"92,9",,,,,,7,
RE09055-2itknt,2863652,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,93,,,,144,,,,"70,8",,"112,6",,1,,"83,5",,"2,5",,4,,3,
AO11014itknt,2863709,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,94,,,,143,,,,"75,1",,"80,5",,1,,"59,6",,"1,5",,9,,6,
RE09055-2itkt,2863653,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,"44,7",,146,,"11,09",,"66,8",,"94,8",,,,"98,4",,,,,,"5,5",
AO11014itkfi,2863708,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,"34,2",,145,,"9,97",,"68,8",,"78,4",,1,,"60,1",,1,,7,,"2,5",
DI10011itknt,2863640,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,87,,,,133,,,,"66,9",,87,,1,,"64,5",,1,,9,,"7,5",
Granamaxitknt,2863691,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,90,,,,140,,,,"68,8",,"112,7",,"1,5",,"83,5",,1,,6,,"3,5",
RE09055-2itkfi,2863651,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49670,https://doi.org/10.15454/FDCSIL,RE09055-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,91,,"46,7",,145,,"10,07",,"70,1",,"115,6",,1,,"88,6",,2,,"2,5",,1,
Granamaxitkt,2863692,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,"47,8",,142,,"10,48",,"68,7",,"95,8",,,,"99,4",,,,,,6,
DI10011itkfi,2863639,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,"36,9",,135,,"11,75",,"66,4",,"97,5",,1,,"74,7",,1,,9,,4,
RE09063itkt,2863698,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,"42,9",,148,,"11,69",,"67,4",,"83,8",,,,87,,,,,,3,
AO11005itkt,2863683,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,treated,2012,82,,"42,7",,142,,"11,7",,"72,6",,"91,9",,,,"95,4",,,,,,"4,5",
AO11001itkt,2863704,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,"50,8",,142,,"10,51",,"66,6",,"101,2",,,,105,,,,,,3,
Granamaxitkfi,2863690,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,98,,"45,6",,142,,"9,66",,"75,6",,"126,6",,1,,97,,1,,"2,5",,1,
RE09063itkfi,2863696,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,"40,2",,147,,"10,92",,"70,6",,"103,6",,1,,"79,4",,4,,3,,1,
AO11011itknt,2863694,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,86,,,,144,,,,"72,3",,"113,4",,2,,84,,1,,3,,2,
DI10001-2itkt,2863731,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,"45,9",,146,,"12,25",,"68,8",,"91,5",,,,95,,,,,,3,
RE09063itknt,2863697,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,96,,,,146,,,,"66,8",,"95,4",,"1,5",,"70,7",,"1,5",,4,,"2,5",
Altigoitkt,2863701,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,"49,7",,141,,"10,87",,"75,6",,"101,6",,,,"105,4",,,,,,1,
RE09079itkt,2863635,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,49050,https://doi.org/10.15454/6F6EN3,RE09079,VIRTUAL_TRIAL,,,,,,,,treated,2012,99,,49,,146,,"12,86",,"69,2",,"75,6",,,,"78,4",,,,,,"6,5",
AO11011itkt,2863695,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,42,,145,,"10,77",,"72,4",,"112,1",,,,"116,4",,,,,,"5,5",
DI10001-2itkfi,2863729,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,44,,145,,"10,82",,"71,8",,"101,6",,1,,"77,9",,1,,"2,5",,1,
Altigoitknt,2863700,BTH_Le_Moulon_2012_SetA1,BTH_Le_Moulon_2012_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2012,92,,,,138,,,,"69,9",,"102,8",,1,,"76,2",,"1,5",,"7,5",,1,
