observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
Caphornitkt,2801785,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2004,"17,8",,64,,100,,"77,5",,"84,4",,262,,113,,"1,77",,287,,NA,,368,,"13,53",,NA,,1815,,NA,
DI04018itkt,2801777,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,treated,2004,"17,8",,64,,82,,47,,86,,215,,69,,"1,07",,178,,70,,NA,,"9,1",,"79,7",,1389,,"2,88",
CF03287itkt,2801794,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,6",,70,,85,,60,,88,,234,,119,,"1,7",,352,,87,,NA,,"11,8",,"84,4",,1581,,"2,86",
RE03108itkt,2801770,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,48423,https://doi.org/10.15454/5BUDKG,RE03108,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,8",,79,,97,,35,,89,,221,,71,,"0,89",,229,,32,,NA,,"12,1",,"83,6",,1461,,"3,19",
RE03014itkt,2801802,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26396,https://doi.org/10.15454/DY3IJJ,RE03014,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,4",,68,,67,,26,,67,,160,,76,,"1,11",,207,,78,,NA,,10,,"81,5",,1305,,"1,98",
CF03167itkt,2801793,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,treated,2004,"14,7",,44,,97,,78,,77,,252,,42,,"0,96",,81,,49,,NA,,"9,6",,82,,1568,,"2,56",
CF03104itkt,2801786,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26795,https://doi.org/10.15454/VI1CVR,CF03104,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,3",,75,,97,,52,,72,,221,,93,,"1,24",,274,,80,,NA,,"11,3",,82,,1401,,"1,67",
CF03163itkt,2801795,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,treated,2004,20,,81,,70,,51,,60,,181,,53,,"0,66",,151,,66,,NA,,"8,9",,"81,9",,1514,,"2,37",
CF03102itkt,2801783,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,treated,2004,"16,1",,52,,94,,30,,56,,179,,62,,"1,18",,141,,54,,NA,,"8,9",,"80,3",,1223,,"2,21",
CF01046itkt,2801801,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,treated,2004,"20,6",,86,,79,,22,,64,,164,,66,,"0,76",,246,,38,,NA,,"12,2",,"79,8",,1199,,"2,21",
CF03226itkt,2801788,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,treated,2004,"17,7",,63,,79,,38,,86,,202,,90,,"1,42",,235,,74,,NA,,"10,8",,"81,2",,1490,,"2,95",
DI04015itkt,2801773,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,treated,2004,"17,5",,62,,85,,58,,88,,232,,77,,"1,24",,202,,78,,NA,,"11,3",,79,,1543,,"2,14",
Rytmicitkt,2801779,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,treated,2004,"13,2",,35,,94,,"77,2",,"85,5",,257,,129,,"3,69",,195,,99,,415,,"12,43",,NA,,1695,,"2,55",
CF01085itkt,2801778,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2004,"13,5",,37,,100,,"78,1",,"85,5",,264,,114,,"3,08",,178,,71,,384,,"11,125",,NA,,1655,,"3,26",
RE03111itkt,2801804,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,treated,2004,20,,81,,85,,45,,89,,218,,59,,"0,73",,185,,57,,NA,,"9,9",,"79,2",,1466,,"2,24",
RE03101itkt,2801768,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26398,https://doi.org/10.15454/OE94BR,RE03101,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,8",,71,,70,,6,,63,,139,,64,,"0,9",,192,,67,,NA,,"11,4",,"80,5",,1165,,"2,43",
RE03094itkt,2801806,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,1",,90,,76,,38,,70,,183,,33,,"0,36",,102,,14,,NA,,10,,"77,4",,1318,,"1,99",
DI02001itkt,2801784,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2004,"10,9",,24,,100,,"51,6",,"85,9",,238,,154,,"6,42",,168,,84,,373,,"11,495",,NA,,1362,,"3,17",
Soissonsitkt,2801807,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2004,"20,1",,"81,5",,"98,5",,"68,9",,"83,2",,"250,5",,"83,5",,"1,025",,"285,5",,90,,349,,"12,7",,"82,5",,"1612,5",,"1,84",
EM01068itkt,2801791,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,treated,2004,"23,2",,109,,97,,61,,98,,257,,82,,"0,75",,316,,63,,NA,,"11,7",,"78,5",,1570,,"2,51",
EM03028itkt,2801763,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,treated,2004,21,,89,,91,,25,,86,,202,,52,,"0,58",,169,,12,,NA,,"10,6",,"78,5",,1310,,"3,04",
EM03041itkt,2801762,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,2",,67,,94,,53,,84,,230,,77,,"1,15",,200,,73,,NA,,"11,4",,79,,1441,,"2,31",
LM03015itkt,2801798,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,"15,3",,48,,91,,26,,76,,193,,85,,"1,79",,172,,52,,NA,,"9,4",,"79,8",,1289,,"2,78",
LM03014itkt,2801797,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,treated,2004,18,,65,,100,,52,,91,,243,,97,,"1,48",,245,,65,,NA,,"10,6",,"79,5",,1398,,"2,83",
EM02207itkt,2801792,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2004,"22,5",,103,,100,,69,,98,,268,,65,,"0,63",,250,,36,,NA,,"11,9",,"80,2",,1624,,"3,16",
EM03149itkt,2801774,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,1",,66,,91,,35,,94,,220,,54,,"0,81",,151,,24,,NA,,"10,2",,"81,7",,1324,,"2,56",
CF03342itkt,2801790,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,treated,2004,"16,8",,58,,97,,49,,88,,234,,75,,"1,31",,186,,64,,NA,,"9,7",,"79,8",,1451,,"2,99",
DI04017itkt,2801772,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,treated,2004,"22,6",,104,,88,,66,,86,,240,,72,,"0,7",,258,,70,,NA,,"10,5",,"81,6",,1469,,"2,73",
DI04019itkt,2801776,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,6",,95,,97,,59,,86,,242,,87,,"0,92",,308,,79,,NA,,"11,5",,"79,7",,1531,,"2,6",
LM03005itkt,2801766,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,treated,2004,"24,2",,119,,91,,36,,62,,189,,55,,"0,46",,223,,45,,NA,,"11,7",,81,,1434,,"1,6",
EM00074itkt,2801799,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2004,"15,3",,47,,100,,"78,7",,"85,9",,265,,109,,"2,32",,217,,90,,376,,"12,115",,NA,,1632,,"2,16",
EM00107itkt,2801771,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2004,17,,58,,88,,57,,97,,242,,122,,"2,08",,302,,81,,NA,,"11,8",,"81,9",,1503,,"2,68",
DI03015itkt,2801764,BTH_Clermont-Ferrand_2004_TECH,BTH_Clermont-Ferrand_2004_TECH,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,"12,2",,30,,100,,26,,"48,5",,175,,133,,"4,43",,183,,76,,369,,"12,83",,NA,,1087,,"3,24",
