observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
RE07015itkfi,2832324,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,74,,140,,"68,2",,"103,6",,"39,5",,"5,2",
DI08002itkfi,2832339,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,138,,"74,8",,"106,9",,"40,7",,4,
CF07018itkfi,2832334,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,86,,142,,"74,4",,"121,5",,"46,3",,"4,2",
Toisondoritkfi,2832329,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,78,,140,,"72,9",,"122,2",,"46,5",,4,
RE07019itkfi,2832327,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,140,,"75,8",,112,,"42,7",,"4,2",
RE07017itkfi,2832326,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,138,,"72,1",,"102,8",,"39,2",,"4,5",
DI08005itkfi,2832342,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,94,,140,,"67,6",,"105,5",,"40,2",,5,
DI08007itkfi,2832319,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,142,,"75,1",,100,,"38,1",,"4,2",
RE07012itkfi,2832322,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,91,,138,,"74,4",,"120,1",,"45,8",,5,
RE07006itkfi,2832346,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,87,,136,,"71,8",,"86,8",,"33,1",,"5,8",
Premioitkfi,2832317,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,136,,69,,"100,9",,"38,5",,"6,5",
RE07011itkfi,2832321,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,84,,134,,"67,6",,"85,6",,"32,6",,"6,5",
EM07085itkfi,2832320,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49461,gnpis_pui:holding-921_taxon-4898_accession-49461,EM07085,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,85,,136,,"73,4",,"101,8",,"38,8",,"5,5",
RE07013itkfi,2832323,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,140,,"73,6",,"107,6",,41,,"4,5",
Apacheitkfi,2832332,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,86,,136,,"71,2",,100,,"38,1",,"6,5",
Grapeliitkfi,2832328,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,101,,143,,"77,4",,"142,6",,"54,3",,"3,2",
EM07118itkfi,2832331,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,146,,"68,1",,"114,1",,"43,5",,"4,5",
Caphornitkfi,2832337,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,136,,"66,1",,"86,2",,"32,9",,7,
RE07002itkfi,2832348,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,87,,136,,"70,4",,"88,2",,"33,6",,"5,8",
CF07022itkfi,2832351,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,100,,140,,72,,"148,3",,"56,5",,"3,8",
DI08006itkfi,2832343,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49329,gnpis_pui:holding-921_taxon-4898_accession-49329,DI08006,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,91,,142,,"74,8",,"113,6",,"43,3",,"3,5",
CF07037itkfi,2832333,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,140,,"70,6",,"106,9",,"40,8",,"4,8",
DI08003itkfi,2832340,BTH_Lusignan_2008_SetB1,BTH_Lusignan_2008_SetB1,48341,gnpis_pui:holding-921_taxon-4898_accession-48341,DI08003,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,85,,138,,"72,2",,103,,"39,2",,"4,8",
