observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
CF04214itkt,2818511,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49393,https://doi.org/10.15454/RBB8O2,CF04214,VIRTUAL_TRIAL,,,,,,,,treated,2006,21,,89,,NA,,94,,NA,,"32,8",,NA,,"83,2",,NA,,210,,93,,"1,04",,314,,79,,389,,"12,8",,"83,3",,NA,,1300,,NA,
CF05070itkt,2818531,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49098,https://doi.org/10.15454/YQH6B1,CF05070,VIRTUAL_TRIAL,,,,,,,,treated,2006,"28,5",,165,,NA,,100,,NA,,"64,5",,NA,,"95,5",,NA,,260,,69,,"0,42",,309,,91,,419,,"14,4",,80,,NA,,1750,,NA,
CF05070itkfi,2818530,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49098,https://doi.org/10.15454/YQH6B1,CF05070,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"27,5",,153,,,,100,,,,"56,8",,,,94,,,,"250,8",,76,,"0,5",,335,,83,,425,,"13,8",,"79,5",,,,1720,,,
CF05086itkt,2818465,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49341,https://doi.org/10.15454/RKQK2G,CF05086,VIRTUAL_TRIAL,,,,,,,,treated,2006,"24,5",,122,,NA,,100,,NA,,"66,8",,NA,,"88,5",,NA,,"255,2",,86,,"0,7",,360,,76,,400,,"12,4",,"80,1",,NA,,1750,,NA,
CF05086itkfi,2818464,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49341,https://doi.org/10.15454/RKQK2G,CF05086,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"20,7",,87,,,,97,,,,"39,2",,,,"92,5",,,,"228,7",,70,,"0,8",,240,,52,,486,,"11,5",,"75,9",,,,1490,,,
CF05138itkt,2818523,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49473,https://doi.org/10.15454/MHX4J5,CF05138,VIRTUAL_TRIAL,,,,,,,,treated,2006,"19,1",,74,,NA,,79,,NA,,"8,5",,NA,,50,,NA,,"137,5",,95,,"1,28",,310,,73,,426,,"12,8",,"79,3",,NA,,800,,NA,
CF05138itkfi,2818522,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49473,https://doi.org/10.15454/MHX4J5,CF05138,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,18,,65,,,,100,,,,"8,5",,,,"47,2",,,,"155,8",,94,,"1,44",,270,,46,,402,,"12,1",,"77,6",,,,800,,,
EM04181itkt,2818513,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,treated,2006,"20,3",,84,,78,,NA,,63,,NA,,90,,NA,,231,,NA,,90,,"1,08",,250,,72,,400,,"13,5",,"70,6",,1670,,NA,,42,
EM04181itkfi,2818512,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
RE05108itkt,2818521,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,treated,2006,20,,81,,NA,,100,,NA,,26,,NA,,"87,4",,NA,,"213,4",,41,,"0,51",,141,,33,,324,,"13,3",,"80,7",,NA,,1300,,NA,
RE05108itkfi,2818520,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"23,6",,113,,,,100,,,,23,,,,"63,5",,,,"186,5",,36,,"0,32",,162,,26,,327,,"11,3",,"78,8",,,,1200,,,
RE05005itkt,2818441,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,treated,2006,"25,8",,135,,NA,,100,,NA,,"55,5",,NA,,"92,5",,NA,,248,,61,,"0,45",,239,,84,,301,,14,,"79,2",,NA,,1600,,NA,
RE05005itkfi,2818440,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"24,6",,123,,,,100,,,,"38,5",,,,"88,5",,,,227,,66,,"0,53",,240,,69,,299,,"12,7",,"77,9",,,,1660,,,
RE05038itkfi,2818500,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26902,https://doi.org/10.15454/JZRTIK,RE05038,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,18,,65,,,,100,,,,23,,,,"53,8",,,,"176,8",,81,,"1,23",,209,,39,,375,,10,,"76,8",,,,700,,,
RE05038itkt,2818501,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26902,https://doi.org/10.15454/JZRTIK,RE05038,VIRTUAL_TRIAL,,,,,,,,treated,2006,20,,81,,NA,,97,,NA,,"31,2",,NA,,"82,9",,NA,,"211,1",,89,,"1,09",,276,,66,,377,,"12,3",,"76,2",,NA,,1300,,NA,
RE05037itkt,2818475,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26901,https://doi.org/10.15454/WC63BJ,RE05037,VIRTUAL_TRIAL,,,,,,,,treated,2006,"20,7",,87,,NA,,100,,NA,,32,,NA,,"84,4",,NA,,"216,4",,88,,"1,01",,288,,73,,387,,"11,9",,"78,3",,NA,,1300,,NA,
RE05037itkfi,2818474,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26901,https://doi.org/10.15454/WC63BJ,RE05037,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"20,5",,85,,,,100,,,,29,,,,82,,,,211,,94,,"1,1",,281,,43,,333,,"11,8",,"78,3",,,,1000,,,
RE05011itkt,2818505,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26899,https://doi.org/10.15454/3NYQAY,RE05011,VIRTUAL_TRIAL,,,,,,,,treated,2006,"28,8",,168,,NA,,100,,NA,,54,,NA,,90,,NA,,244,,42,,"0,25",,226,,24,,340,,"12,5",,"79,4",,NA,,1550,,NA,
RE05011itkfi,2818504,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26899,https://doi.org/10.15454/3NYQAY,RE05011,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"30,8",,193,,,,100,,,,45,,,,72,,,,217,,37,,"0,19",,198,,8,,325,,"12,2",,"76,8",,,,1250,,,
RE05016itkt,2818525,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26900,https://doi.org/10.15454/YMFJQC,RE05016,VIRTUAL_TRIAL,,,,,,,,treated,2006,"22,6",,104,,NA,,100,,NA,,"37,2",,NA,,"88,5",,NA,,"225,8",,73,,"0,7",,252,,90,,419,,"11,7",,80,,NA,,1500,,NA,
RE05016itkfi,2818524,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26900,https://doi.org/10.15454/YMFJQC,RE05016,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"24,2",,119,,,,100,,,,54,,,,"88,5",,,,"242,5",,65,,"0,55",,248,,59,,436,,"10,7",,"78,2",,,,1400,,,
RE05050itkt,2818497,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26904,https://doi.org/10.15454/8AMC4Z,RE05050,VIRTUAL_TRIAL,,,,,,,,treated,2006,"25,4",,131,,NA,,100,,NA,,"58,8",,NA,,"87,4",,NA,,"246,2",,62,,"0,47",,213,,90,,401,,"12,9",,80,,NA,,1560,,NA,
RE05050itkfi,2818496,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26904,https://doi.org/10.15454/8AMC4Z,RE05050,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"25,2",,129,,,,100,,,,"52,5",,,,"87,4",,,,"239,9",,59,,"0,45",,202,,44,,423,,"12,1",,"78,1",,,,1500,,,
RE05047itkt,2818463,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,treated,2006,"21,6",,95,,NA,,100,,NA,,"56,2",,NA,,90,,NA,,"246,2",,88,,"0,93",,276,,87,,397,,13,,"81,8",,NA,,1700,,NA,
RE05047itkfi,2818462,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"22,5",,103,,,,100,,,,"33,5",,,,"92,5",,,,226,,81,,"0,78",,267,,62,,392,,11,,"79,9",,,,1400,,,
RE03111itkfi,2818552,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
RE03111itkt,2818553,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,treated,2006,"20,8",,88,,97,,NA,,58,,NA,,75,,NA,,230,,NA,,78,,"0,9",,220,,"64,5",,440,,"13,4",,"75,3",,1550,,NA,,40,
CF04046itkfi,2818506,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26983,https://doi.org/10.15454/Z7JXFB,CF04046,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"25,4",,131,,,,100,,,,"42,5",,,,"95,5",,,,238,,54,,"0,41",,227,,67,,368,,"11,5",,79,,,,1700,,,
CF04046itkt,2818507,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,26983,https://doi.org/10.15454/Z7JXFB,CF04046,VIRTUAL_TRIAL,,,,,,,,treated,2006,"27,1",,149,,NA,,100,,NA,,"43,4",,NA,,"87,4",,NA,,"230,8",,58,,"0,39",,267,,77,,395,,"12,3",,"80,6",,NA,,1630,,NA,
Soissonsitkfi,2818538,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"24,8",,125,,,,100,,,,"56,2",,,,97,,,,"253,2",,52,,"0,41",,245,,43,,333,,"11,8",,"77,6",,,,1700,,,
Soissonsitkt,2818539,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2006,"26,35",,141,,94,,100,,83,,"53,2",,90,,87,,267,,"240,2",,"62,5",,"0,45",,306,,68,,"372,5",,"12,65",,"79,5",,1750,,1600,,43,
AO06801itkt,2818481,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49266,gnpis_pui:holding-921_taxon-4898_accession-49266,AO06801,VIRTUAL_TRIAL,,,,,,,,treated,2006,"20,8",,88,,NA,,94,,NA,,"36,5",,NA,,"82,2",,NA,,"212,8",,87,,"0,99",,301,,68,,353,,"12,5",,"82,3",,NA,,1500,,NA,
AO06801itkfi,2818480,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,49266,gnpis_pui:holding-921_taxon-4898_accession-49266,AO06801,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"22,5",,103,,,,91,,,,"38,9",,,,"89,6",,,,"219,5",,63,,"0,61",,255,,44,,404,,"11,7",,80,,,,1530,,,
DI04017itkfi,2818494,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI04017itkt,2818495,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,treated,2006,"23,9",,116,,97,,NA,,16,,NA,,63,,NA,,176,,NA,,76,,"0,66",,233,,"60,5",,455,,"13,6",,"73,8",,1520,,NA,,46,
DI04024itkfi,2818532,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI04024itkt,2818533,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,treated,2006,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,17,,NA,,"12,5",,NA,,NA,,NA,,NA,
EM03193itkt,2818547,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27038,https://doi.org/10.15454/DPT3VI,EM03193,VIRTUAL_TRIAL,,,,,,,,treated,2006,"24,4",,121,,97,,NA,,90,,NA,,83,,NA,,270,,NA,,70,,"0,58",,241,,"69,5",,385,,"13,05",,"75,7",,1970,,NA,,40,
EM03193itkfi,2818546,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27038,https://doi.org/10.15454/DPT3VI,EM03193,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF04076itkt,2818439,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,treated,2006,"23,3",,110,,94,,NA,,34,,NA,,64,,NA,,192,,NA,,55,,"0,5",,144,,36,,366,,"12,7",,"76,2",,1460,,NA,,27,
CF04076itkfi,2818438,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
EM04241itkt,2818519,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,treated,2006,"20,3",,84,,88,,NA,,72,,NA,,85,,NA,,245,,NA,,95,,"1,14",,264,,"72,5",,390,,"13,15",,"80,3",,1650,,NA,,47,
EM04241itkfi,2818518,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO05001itkfi,2818470,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48798,https://doi.org/10.15454/YUL8X7,AO05001,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
AO05001itkt,2818471,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,48798,https://doi.org/10.15454/YUL8X7,AO05001,VIRTUAL_TRIAL,,,,,,,,treated,2006,"17,9",,65,,97,,NA,,61,,NA,,93,,NA,,251,,NA,,109,,"1,68",,285,,66,,409,,"12,25",,"78,5",,1570,,NA,,43,
RE05039itkt,2818491,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,treated,2006,"27,2",,150,,NA,,100,,NA,,"52,5",,NA,,"92,5",,NA,,245,,54,,"0,36",,240,,38,,280,,"12,7",,"75,5",,NA,,1500,,NA,
RE05039itkfi,2818490,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"25,1",,128,,,,100,,,,"52,5",,,,"87,4",,,,"239,9",,51,,"0,4",,202,,20,,339,,"12,2",,"74,9",,,,1500,,,
RE05074itkt,2818451,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27826,https://doi.org/10.15454/UVZHWO,RE05074,VIRTUAL_TRIAL,,,,,,,,treated,2006,"27,6",,155,,NA,,100,,NA,,"52,5",,NA,,"80,8",,NA,,"233,3",,35,,"0,23",,151,,30,,294,,12,,"77,5",,NA,,1500,,NA,
RE05074itkfi,2818450,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27826,https://doi.org/10.15454/UVZHWO,RE05074,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"29,1",,172,,,,100,,,,"42,8",,,,"77,8",,,,"220,5",,33,,"0,19",,150,,-4,,331,,"11,6",,77,,,,1400,,,
EM04145itkt,2818487,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,treated,2006,"23,3",,110,,94,,NA,,61,,NA,,79,,NA,,234,,NA,,57,,"0,52",,200,,23,,409,,"13,4",,"78,4",,1675,,NA,,39,
EM04145itkfi,2818486,BTH_Estrées-Mons_2006_TECH,BTH_Estrées-Mons_2006_TECH,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
