observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
AO13047itkt,2878679,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,159,,"12,1",,"83,2",,"115,3",,,,"112,1",,,,,,7,
DI13005itkfi,2878672,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,93,,1,,162,,"10,7",,"75,7",,"114,1",,3,,"84,1",,1,,3,,"5,5",
RE12100itkt,2878655,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,85,,,,158,,"12,6",,"83,3",,"102,3",,,,"99,5",,,,,,"6,5",
AO13031itkfi,2878716,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61106,https://doi.org/10.15454/3H61CU,AO13031,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,80,,1,,156,,"11,6",,"81,5",,108,,5,,"79,7",,1,,7,,3,
AO13031itkt,2878717,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61106,https://doi.org/10.15454/3H61CU,AO13031,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,158,,"12,6",,"83,6",,"104,7",,,,"101,8",,,,,,"5,5",
CF12372itkfi,2878720,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61717,https://doi.org/10.15454/ONKOGJ,CF12372,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,92,,"1,5",,159,,"12,2",,"78,5",,"101,7",,3,,75,,1,,"5,5",,7,
Bermudeitkt,2878667,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,162,,"11,5",,"81,9",,"100,6",,,,"97,8",,,,,,"3,5",
CF12372itkt,2878721,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61717,https://doi.org/10.15454/ONKOGJ,CF12372,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,86,,,,159,,"12,9",,83,,"84,7",,,,"82,3",,,,,,"7,5",
AO13041itkfi,2878692,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61254,https://doi.org/10.15454/TWWXEK,AO13041,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,83,,1,,160,,"11,2",,78,,"120,2",,"4,5",,"88,6",,2,,3,,6,
EM12340itkfi,2878726,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,74,,1,,160,,"12,7",,"78,7",,"116,1",,1,,"85,6",,1,,"5,5",,4,
EM12273itkt,2878703,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,62019,https://doi.org/10.15454/HJW1L8,EM12273,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,86,,,,158,,"13,1",,"81,8",,"94,6",,,,"91,9",,,,,,4,
AO13041itkt,2878693,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61254,https://doi.org/10.15454/TWWXEK,AO13041,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,162,,12,,81,,"102,4",,,,"99,5",,,,,,7,
RE12100itkfi,2878654,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,88,,1,,158,,12,,"80,6",,"110,1",,3,,"81,2",,1,,4,,4,
AO13042itkfi,2878688,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61269,https://doi.org/10.15454/CHX9GO,AO13042,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,86,,1,,159,,"10,5",,"77,6",,"110,8",,"2,5",,"81,7",,1,,8,,"5,5",
EM12273itkfi,2878702,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,62019,https://doi.org/10.15454/HJW1L8,EM12273,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,93,,1,,156,,"12,3",,"76,2",,"97,8",,2,,"72,2",,1,,9,,4,
DI13005itkt,2878673,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,93,,,,163,,"11,7",,80,,"99,9",,,,"97,1",,,,,,"8,5",
AO13042itkt,2878689,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61269,https://doi.org/10.15454/CHX9GO,AO13042,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,162,,"11,6",,"80,8",,"111,8",,,,"108,7",,,,,,6,
AO13043itkfi,2878656,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61286,https://doi.org/10.15454/F0IUDT,AO13043,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,74,,1,,161,,"11,1",,"76,2",,"110,7",,5,,"81,6",,1,,5,,"5,5",
EM12252itkfi,2878706,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,62002,https://doi.org/10.15454/XMLVLJ,EM12252,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,74,,1,,158,,"11,9",,80,,"100,8",,"1,5",,"74,3",,1,,7,,2,
AO13046itkt,2878719,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61333,https://doi.org/10.15454/JD3ICY,AO13046,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,162,,"11,8",,"79,2",,"97,1",,,,"94,4",,,,,,"7,5",
AO13043itkt,2878657,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61286,https://doi.org/10.15454/F0IUDT,AO13043,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,162,,"12,4",,"80,4",,104,,,,"101,1",,,,,,6,
Bermudeitkfi,2878666,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,83,,1,,159,,"10,9",,"77,2",,"112,6",,3,,83,,1,,7,,2,
AO13046itkfi,2878718,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61333,https://doi.org/10.15454/JD3ICY,AO13046,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,92,,1,,162,,"11,6",,"75,8",,"105,3",,1,,"77,7",,1,,5,,"4,5",
CF12376itkt,2878725,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,71,,,,158,,"12,7",,"83,2",,"97,2",,,,"94,5",,,,,,"4,5",
EM12359itkt,2878699,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,48644,https://doi.org/10.15454/BZ52A8,EM12359,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,158,,"12,9",,82,,"108,9",,,,"105,9",,,,,,"3,5",
RE12071itkfi,2878700,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61543,https://doi.org/10.15454/8TKSMS,RE12071,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,93,,1,,162,,"12,2",,"78,5",,"111,4",,"3,5",,"82,2",,1,,"3,5",,2,
EM12252itkt,2878707,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,62002,https://doi.org/10.15454/XMLVLJ,EM12252,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,72,,,,158,,"12,1",,"82,7",,"98,8",,,,"96,1",,,,,,3,
Apacheitkt,2878695,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,72,,,,158,,"11,6",,"80,5",,"97,2",,,,"94,5",,,,,,3,
EM12359itkfi,2878698,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,48644,https://doi.org/10.15454/BZ52A8,EM12359,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,81,,1,,157,,12,,"81,1",,"109,5",,2,,"80,8",,1,,"6,5",,"3,5",
RE12071itkt,2878701,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61543,https://doi.org/10.15454/8TKSMS,RE12071,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,88,,,,165,,"13,5",,"79,6",,"96,3",,,,"93,6",,,,,,"5,5",
AO13028itkt,2878665,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61053,https://doi.org/10.15454/MLAKF0,AO13028,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,83,,,,158,,"12,4",,"82,5",,103,,,,"100,1",,,,,,"6,5",
RE12080itkfi,2878708,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,158,,"12,1",,"78,9",,"112,4",,1,,"82,9",,1,,6,,"2,5",
RE12080itkt,2878709,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"12,5",,"81,6",,"91,8",,,,"89,3",,,,,,4,
Apacheitkfi,2878694,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,78,,1,,157,,"10,6",,"78,7",,"94,8",,"1,5",,"69,9",,1,,"8,5",,"2,5",
AO13028itkfi,2878664,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61053,https://doi.org/10.15454/MLAKF0,AO13028,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,86,,1,,155,,"11,6",,"79,8",,"99,6",,4,,"73,5",,1,,"7,5",,"4,5",
AO13030itkfi,2878670,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,79,,1,,156,,"11,3",,"77,4",,"106,7",,1,,"78,7",,1,,9,,2,
CF12307itkt,2878681,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61676,https://doi.org/10.15454/KFG2VK,CF12307,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,156,,"12,1",,"80,2",,97,,,,"94,3",,,,,,"4,5",
RE12068itkfi,2878658,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49026,https://doi.org/10.15454/MZDFOJ,RE12068,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,98,,1,,164,,"11,7",,"79,1",,"108,6",,"2,5",,"80,1",,1,,4,,4,
RE12095itkt,2878723,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61619,https://doi.org/10.15454/JV6VFM,RE12095,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,158,,"13,4",,"82,7",,"80,3",,,,"78,1",,,,,,4,
RE12095itkfi,2878722,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61619,https://doi.org/10.15454/JV6VFM,RE12095,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,155,,"12,7",,"80,6",,"89,1",,6,,"65,7",,1,,"3,5",,2,
Solehioitkt,2878697,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,27088,https://doi.org/10.15454/E4TDMS,SOLEHIO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,156,,"12,4",,80,,"100,4",,,,"97,6",,,,,,6,
CF12376itkfi,2878724,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,156,,"11,1",,"81,6",,"102,3",,"7,5",,"75,4",,4,,"7,5",,2,
RE12068itkt,2878659,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49026,https://doi.org/10.15454/MZDFOJ,RE12068,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,90,,,,166,,"12,8",,80,,"85,6",,,,"83,3",,,,,,7,
CF12307itkfi,2878680,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61676,https://doi.org/10.15454/KFG2VK,CF12307,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,154,,"11,1",,"77,4",,"105,1",,4,,"77,5",,"1,5",,"6,5",,"3,5",
DI13006itkt,2878675,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,74,,,,158,,12,,"82,5",,"105,5",,,,"102,6",,,,,,"2,5",
CF12278itkfi,2878714,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61646,https://doi.org/10.15454/XUD1JH,CF12278,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,88,,1,,159,,"11,6",,"75,5",,"103,9",,"3,5",,"76,7",,1,,8,,"4,5",
CF12278itkt,2878715,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61646,https://doi.org/10.15454/XUD1JH,CF12278,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,160,,"12,9",,"80,7",,"95,1",,,,"92,4",,,,,,5,
Solehioitkfi,2878696,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,27088,https://doi.org/10.15454/E4TDMS,SOLEHIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,86,,1,,154,,"11,6",,"79,3",,"110,2",,"3,5",,"81,2",,"1,5",,"7,5",,4,
RE12097itkfi,2878728,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61633,https://doi.org/10.15454/QMBOQP,RE12097,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,97,,1,,158,,"12,8",,"80,9",,"99,6",,1,,"73,5",,"5,5",,3,,3,
RE12097itkt,2878729,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61633,https://doi.org/10.15454/QMBOQP,RE12097,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,85,,,,160,,"13,9",,"82,8",,"97,8",,,,95,,,,,,"5,5",
RE12087itkfi,2878676,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61603,https://doi.org/10.15454/P7UTSC,RE12087,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,85,,1,,158,,"12,5",,80,,"109,1",,3,,"80,5",,1,,"3,5",,"4,5",
RE12087itkt,2878677,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61603,https://doi.org/10.15454/P7UTSC,RE12087,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,159,,"12,2",,"82,8",,"98,2",,,,"95,5",,,,,,"6,5",
AO13027itkt,2878669,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,158,,"12,6",,"83,2",,"108,1",,,,"105,1",,,,,,"5,5",
AO13027itkfi,2878668,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,85,,1,,156,,"11,7",,78,,"105,4",,3,,"77,7",,"1,5",,8,,"4,5",
Altigoitkt,2878711,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,156,,"12,3",,"81,5",,95,,,,"92,3",,,,,,4,
AO13045itkt,2878683,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,161,,"11,6",,"81,2",,"109,4",,,,"106,3",,,,,,"2,5",
CF12300itkfi,2878690,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61661,https://doi.org/10.15454/6WYD8D,CF12300,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,152,,"12,4",,82,,"99,1",,1,,"73,1",,1,,9,,2,
Altigoitkfi,2878710,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,84,,1,,154,,"11,6",,"78,3",,"94,6",,1,,"69,8",,1,,"7,5",,"3,5",
CF12300itkt,2878691,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61661,https://doi.org/10.15454/6WYD8D,CF12300,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,68,,,,154,,"13,1",,"84,6",,"89,1",,,,"86,6",,,,,,"1,5",
AO13047itkfi,2878678,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,80,,1,,158,,"11,1",,"79,9",,115,,4,,"84,8",,1,,4,,4,
Pakitoitkt,2878687,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,158,,"11,4",,"81,3",,"107,3",,,,"104,3",,,,,,"5,5",
AO13045itkfi,2878682,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,3,,81,,1,,159,,"11,1",,"77,3",,"110,9",,"3,5",,"81,8",,1,,"6,5",,"2,5",
Pakitoitkfi,2878686,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,78,,1,,158,,"10,6",,"78,8",,"98,1",,1,,"72,3",,1,,9,,5,
CF12340itkt,2878661,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61689,https://doi.org/10.15454/1WJFDJ,CF12340,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,94,,,,160,,"12,8",,"83,9",,"101,8",,,,"98,9",,,,,,"6,5",
DI13006itkfi,2878674,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,80,,2,,158,,"10,8",,"80,2",,"110,2",,6,,"81,2",,"2,5",,"4,5",,"3,5",
CF12340itkfi,2878660,BTH_Estrées-Mons_2013_SetB3,BTH_Estrées-Mons_2013_SetB3,61689,https://doi.org/10.15454/1WJFDJ,CF12340,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,92,,1,,160,,12,,"77,5",,"110,2",,"2,5",,"81,2",,"1,5",,"7,5",,5,
