observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
2,2834139,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"88,03",,"2,5",
2,2834135,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"85,97",,3,
1,2834134,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48398,gnpis_pui:holding-921_taxon-4898_accession-48398,CF07259,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"86,14",,1,
1,2834154,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"87,94",,1,
2,2834155,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48597,gnpis_pui:holding-921_taxon-4898_accession-48597,AO08817,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"91,88",,2,
1,2834132,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"67,92",,1,
2,2834133,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"80,61",,5,
2,2834177,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"73,03",,8,
1,2834176,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"71,77",,1,
1,2834170,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"83,89",,1,
2,2834171,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"88,4",,"5,5",
2,2834169,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"93,78",,1,
1,2834168,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49017,gnpis_pui:holding-921_taxon-4898_accession-49017,CF07208,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"90,15",,1,
1,2834158,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"76,97",,1,
2,2834159,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49223,gnpis_pui:holding-921_taxon-4898_accession-49223,DI08022,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"76,77",,5,
2,2834127,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"90,56",,2,
1,2834126,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"88,98",,1,
2,2834123,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"62,4",,"3,5",
1,2834122,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48963,gnpis_pui:holding-921_taxon-4898_accession-48963,RE07113,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"68,33",,1,
1,2834160,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"75,16",,1,
2,2834161,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"72,23",,"8,5",
2,2834121,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"70,27",,"7,5",
1,2834120,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"71,8",,1,
1,2834124,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48859,gnpis_pui:holding-921_taxon-4898_accession-48859,RE07112,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"70,4",,1,
2,2834125,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48859,gnpis_pui:holding-921_taxon-4898_accession-48859,RE07112,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"85,72",,"8,5",
2,2834145,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"84,16",,"1,5",
1,2834144,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"82,69",,1,
2,2834165,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"76,66",,4,
1,2834164,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"77,54",,1,
2,2834163,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49557,gnpis_pui:holding-921_taxon-4898_accession-49557,DI08020,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"73,24",,"7,5",
1,2834162,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49557,gnpis_pui:holding-921_taxon-4898_accession-49557,DI08020,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"76,57",,1,
1,2834148,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48483,gnpis_pui:holding-921_taxon-4898_accession-48483,RE07096,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"70,64",,1,
1,2834114,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27270,https://doi.org/10.15454/JKW4SM,RE07114,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"72,66",,1,
2,2834143,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27307,https://doi.org/10.15454/CSESMY,RE07093,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"82,89",,"2,5",
1,2834142,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27307,https://doi.org/10.15454/CSESMY,RE07093,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"86,3",,1,
2,2834105,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48742,gnpis_pui:holding-921_taxon-4898_accession-48742,RE07115,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"69,68",,8,
1,2834104,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48742,gnpis_pui:holding-921_taxon-4898_accession-48742,RE07115,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"73,12",,1,
1,2834166,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49033,gnpis_pui:holding-921_taxon-4898_accession-49033,AO08515,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"79,83",,1,
2,2834167,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49033,gnpis_pui:holding-921_taxon-4898_accession-49033,AO08515,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"75,97",,"6,5",
2,2834113,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48492,gnpis_pui:holding-921_taxon-4898_accession-48492,CF07292,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"82,54",,"1,5",
1,2834112,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48492,gnpis_pui:holding-921_taxon-4898_accession-48492,CF07292,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"76,67",,1,
2,2834107,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48701,gnpis_pui:holding-921_taxon-4898_accession-48701,DI08017,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"94,84",,"4,5",
1,2834106,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,48701,gnpis_pui:holding-921_taxon-4898_accession-48701,DI08017,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"87,17",,1,
1,2834116,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"84,37",,1,
2,2834117,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"84,79",,"7,5",
2,2834131,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"82,97",,4,
1,2834130,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"77,72",,1,
1,2834110,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"75,7",,1,
2,2834111,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"76,15",,7,
1,2834136,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"85,41",,1,
2,2834137,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"84,49",,"1,5",
1,2834118,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"78,75",,1,
2,2834119,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"81,04",,1,
1,2834140,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49499,gnpis_pui:holding-921_taxon-4898_accession-49499,RE07092,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"82,54",,1,
2,2834141,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,49499,gnpis_pui:holding-921_taxon-4898_accession-49499,RE07092,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"82,21",,3,
2,2834151,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"80,55",,"1,5",
1,2834150,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,26123,https://doi.org/10.15454/R5VJW6,SANKARA,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"81,47",,1,
1,2834102,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"85,19",,1,
2,2834103,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"85,9",,1,
2,2834175,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27737,https://doi.org/10.15454/7VD1UN,LYRIK,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"98,66",,1,
1,2834174,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27737,https://doi.org/10.15454/7VD1UN,LYRIK,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"89,8",,1,
2,2834153,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"83,02",,2,
1,2834152,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"83,21",,1,
2,2834109,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"87,5",,3,
1,2834108,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"84,39",,1,
2,2834147,BTH_Dijon_2008_SetB3,BTH_Dijon_2008_SetB3,27266,https://doi.org/10.15454/PYG05B,RE07095,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"87,97",,"2,5",
