observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Koreliitkfi,2860033,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,84,,131,,"84,2",,"100,1",,"63,7",,1,
DI11012itkfi,2860051,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,83,,129,,"82,2",,"106,9",,68,,1,
RE10072itkfi,2860028,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,49343,https://doi.org/10.15454/4TBCLY,RE10072,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,86,,131,,79,,"96,5",,"61,4",,1,
EM10322itkfi,2860042,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,61572,https://doi.org/10.15454/DD34MP,EM10322,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,129,,79,,98,,"62,4",,1,
CF10108itkfi,2860021,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,61973,https://doi.org/10.15454/I6GJS6,CF10108,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,73,,129,,"79,2",,"89,1",,"56,7",,1,
DI11014itkfi,2860052,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,86,,130,,"81,4",,"103,2",,"65,6",,1,
DI11008itkfi,2860034,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,60898,https://doi.org/10.15454/RMGL42,DI11008,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,132,,"79,4",,"86,3",,"54,9",,1,
Premioitkfi,2860018,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,126,,"79,8",,"102,1",,"64,9",,1,
AO11013itkfi,2860020,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,129,,80,,"101,5",,"64,6",,1,
CF10185itkfi,2860057,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,62036,https://doi.org/10.15454/BSSAED,CF10185,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,132,,80,,"93,6",,"59,5",,1,
CF10140itkfi,2860030,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,62004,https://doi.org/10.15454/WDXEQE,CF10140,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,133,,"77,6",,"88,3",,"56,2",,1,
DI11013itkfi,2860050,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,130,,"82,6",,"99,1",,63,,1,
Apacheitkfi,2860036,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,124,,"80,5",,"100,9",,"64,2",,1,
RE10057itkfi,2860022,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,48915,https://doi.org/10.15454/QZGDLK,RE10057,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,88,,130,,"79,6",,"93,4",,"59,4",,1,
AO11008itkfi,2860040,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,49376,https://doi.org/10.15454/DLSQIN,AO11008,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,126,,"79,2",,"91,9",,"58,5",,1,
CF10180itkfi,2860055,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,62021,https://doi.org/10.15454/OKKASS,CF10180,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,86,,129,,"81,2",,"103,2",,"65,6",,1,
AO11014itkfi,2860023,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,128,,"81,3",,"104,7",,"66,6",,1,
RE10060itkfi,2860045,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,48417,https://doi.org/10.15454/FWPPIV,RE10060,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,132,,"79,9",,"92,7",,59,,1,
CF10186itkfi,2860056,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,62066,https://doi.org/10.15454/DDMJZQ,CF10186,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,88,,128,,"78,4",,"102,7",,"65,4",,1,
DI11010itkfi,2860049,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,76,,130,,"81,5",,"93,9",,"59,8",,1,
RE10050itkfi,2860025,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,61869,https://doi.org/10.15454/ZWYREX,RE10050,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,75,,132,,"74,7",,"87,9",,"55,9",,1,
Bermudeitkfi,2860027,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,130,,"81,4",,95,,"60,4",,1,
RE10063itkfi,2860046,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,61927,https://doi.org/10.15454/SHFTXF,RE10063,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,84,,132,,"79,2",,95,,"60,4",,1,
EM10317itkfi,2860024,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,132,,77,,"94,7",,"60,3",,1,
Altigoitkfi,2860041,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,127,,"78,4",,"102,1",,"64,9",,1,
Attlassitkfi,2860047,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,128,,"79,6",,"97,3",,"61,9",,1,
DI11011itkfi,2860048,BTH_Lusignan_2011_SetB2,BTH_Lusignan_2011_SetB2,60948,https://doi.org/10.15454/MPMTXE,DI11011,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,75,,131,,"82,4",,"92,2",,"58,7",,1,
