observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF07311itkfi,2834602,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"46,4",,,,"10,26",,76,,"119,4",,1,,94,,1,,3,,1,
AO08813itkt,2834627,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,51,,136,,"11,13",,"78,1",,"102,7",,,,"118,6",,,,,,1,
DI08018itkt,2834611,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"41,2",,142,,"9,78",,"76,8",,"93,8",,,,"108,3",,,,,,"6,5",
AO08813itkfi,2834626,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48777,gnpis_pui:holding-921_taxon-4898_accession-48777,AO08813,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"43,8",,,,"9,6",,"76,4",,"102,7",,1,,"80,8",,3,,"2,5",,1,
DI08021itkt,2834659,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"51,6",,143,,"12,42",,"76,2",,"90,6",,,,"104,6",,,,,,2,
CF07311itkt,2834603,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"49,2",,136,,"11,26",,"77,4",,"111,8",,,,"129,1",,,,,,1,
DI08018itkfi,2834610,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49132,gnpis_pui:holding-921_taxon-4898_accession-49132,DI08018,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"38,5",,,,"9,18",,"75,6",,"108,8",,1,,"85,7",,1,,1,,3,
DI08023itkfi,2834654,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49693,gnpis_pui:holding-921_taxon-4898_accession-49693,DI08023,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"38,1",,,,"9,85",,"71,8",,"92,1",,1,,"72,5",,1,,1,,2,
RE07095itkt,2834641,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"51,3",,142,,"10,5",,"75,3",,109,,,,"125,9",,,,,,1,
CF07315itkfi,2834620,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"46,7",,,,"9,74",,"75,6",,"119,4",,1,,94,,1,,3,,1,
RE07098itkt,2834625,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"48,8",,136,,"10,97",,"76,8",,"105,1",,,,"121,3",,,,,,1,
RE07100itkt,2834615,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"51,2",,138,,"11,29",,"73,8",,"91,1",,,,"105,2",,,,,,4,
RE07098itkfi,2834624,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49623,gnpis_pui:holding-921_taxon-4898_accession-49623,RE07098,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"47,1",,,,"9,91",,"75,6",,124,,1,,"97,6",,1,,"2,5",,1,
RE07095itkfi,2834640,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,48,,,,"9,75",,"74,9",,"120,3",,1,,"94,7",,1,,"1,5",,1,
DI08015itkt,2834605,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"45,6",,141,,11,,"77,6",,"95,4",,,,"110,1",,,,,,3,
DI08015itkfi,2834604,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49358,gnpis_pui:holding-921_taxon-4898_accession-49358,DI08015,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"39,7",,,,"10,66",,74,,"99,7",,1,,"78,5",,1,,3,,"1,5",
DI08016itkt,2834671,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,44,,141,,"11,6",,"75,9",,"89,3",,,,"103,1",,,,,,5,
DI08016itkfi,2834670,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48410,gnpis_pui:holding-921_taxon-4898_accession-48410,DI08016,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"38,7",,,,"10,34",,"74,2",,"99,6",,1,,"78,4",,1,,2,,"1,5",
CF06199itkt,2834651,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48761,gnpis_pui:holding-921_taxon-4898_accession-48761,CF06199,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"56,6",,136,,"10,89",,"69,4",,"97,1",,,,"112,2",,,,,,"3,5",
CF07278itkt,2834639,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"49,4",,134,,"11,82",,"78,4",,97,,,,"111,9",,,,,,1,
Apacheitkfi,2834630,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"40,2",,,,"9,97",,"75,1",,"94,9",,1,,"74,7",,1,,5,,1,
CF06199itkfi,2834650,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48761,gnpis_pui:holding-921_taxon-4898_accession-48761,CF06199,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,"47,6",,,,"10,22",,"65,5",,"101,1",,1,,"79,5",,1,,3,,1,
DI08021itkfi,2834658,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49426,gnpis_pui:holding-921_taxon-4898_accession-49426,DI08021,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,51,,,,"10,93",,"76,4",,"111,2",,1,,"87,5",,1,,1,,"1,5",
CF07315itkt,2834621,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48659,gnpis_pui:holding-921_taxon-4898_accession-48659,CF07315,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"49,6",,136,,"11,29",,"77,8",,"104,5",,,,"120,7",,,,,,1,
Apacheitkt,2834631,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"46,7",,136,,"11,23",,"77,6",,"99,1",,,,"114,5",,,,,,1,
CF07278itkfi,2834638,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48863,gnpis_pui:holding-921_taxon-4898_accession-48863,CF07278,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"48,6",,,,"11,14",,"77,9",,"111,5",,1,,"87,7",,1,,3,,1,
RE07089itkt,2834667,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"48,8",,136,,"11,07",,"76,2",,"102,6",,,,"118,5",,,,,,1,
CF07296itkt,2834613,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"52,7",,136,,"10,73",,"74,6",,107,,,,"123,5",,,,,,1,
RE07100itkfi,2834614,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48772,gnpis_pui:holding-921_taxon-4898_accession-48772,RE07100,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"46,8",,,,"10,11",,"73,2",,"114,9",,1,,"90,4",,1,,"1,5",,1,
RE07089itkfi,2834666,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"44,3",,,,"10,69",,"73,9",,"111,5",,1,,"87,7",,1,,"3,5",,1,
CF07296itkfi,2834612,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49527,gnpis_pui:holding-921_taxon-4898_accession-49527,CF07296,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,41,,,,"10,46",,"68,4",,"104,6",,"1,5",,"82,3",,1,,"3,5",,1,
RE07096itkt,2834643,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48483,gnpis_pui:holding-921_taxon-4898_accession-48483,RE07096,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,48,,140,,"11,84",,"76,7",,"101,9",,,,"117,7",,,,,,2,
RE07112itkt,2834619,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,48859,gnpis_pui:holding-921_taxon-4898_accession-48859,RE07112,VIRTUAL_TRIAL,,,,,,,,treated,2008,102,,"52,8",,146,,"10,32",,"74,2",,"104,3",,,,"120,5",,,,,,"7,5",
CF07267itkt,2834665,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"51,7",,136,,"11,2",,"75,6",,"113,2",,,,"130,7",,,,,,1,
RE07092itkfi,2834634,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,49499,gnpis_pui:holding-921_taxon-4898_accession-49499,RE07092,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"45,2",,,,"9,91",,"69,5",,"122,1",,1,,"96,1",,1,,2,,1,
CF07267itkfi,2834664,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"46,6",,,,"9,76",,"75,8",,"125,1",,1,,"98,5",,1,,2,,1,
Mendelitkfi,2834632,BTH_Le_Moulon_2008_SetB3,BTH_Le_Moulon_2008_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,80,,"48,6",,,,"9,91",,"72,2",,"106,5",,1,,"83,8",,1,,3,,1,
