observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
AO03002itkt,2792321,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48579,gnpis_pui:holding-921_taxon-4898_accession-48579,AO03002,VIRTUAL_TRIAL,,,,,,,,treated,2003,"23,3",,110,,91,,"62,7",,"92,6",,246,,70,,"0,64",,225,,NA,,461,,"13,55",,NA,,1700,,NA,
DI02006itkt,2792345,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,5",,102,,100,,"25,9",,"85,5",,211,,101,,"0,98",,388,,NA,,440,,"15,1",,NA,,1792,,NA,
DI01022itkt,2792342,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,treated,2003,19,,74,,94,,"75,4",,"98,5",,268,,69,,"0,93",,216,,NA,,415,,"14,54",,NA,,1812,,NA,
EM00264itkt,2792360,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,treated,2003,"23,6",,113,,91,,"51,3",,"89,3",,232,,63,,"0,56",,235,,NA,,398,,"14,18",,NA,,1607,,NA,
AO03004itkt,2792324,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48916,gnpis_pui:holding-921_taxon-4898_accession-48916,AO03004,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,1",,99,,97,,62,,"88,5",,248,,100,,"1,01",,354,,NA,,486,,"14,54",,NA,,1782,,NA,
CF01185itkt,2792361,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26425,https://doi.org/10.15454/LCAXP3,CF01185,VIRTUAL_TRIAL,,,,,,,,treated,2003,"19,6",,78,,82,,74,,44,,200,,47,,"0,61",,154,,22,,312,,"11,8",,"79,1",,1756,,"2,27",
EM02024itkt,2792363,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,treated,2003,"19,9",,80,,85,,89,,68,,241,,97,,"1,21",,325,,89,,590,,"14,3",,"80,6",,2126,,"2,31",
CF03426itkt,2792334,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48618,https://doi.org/10.15454/XWEHGT,CF03426,VIRTUAL_TRIAL,,,,,,,,treated,2003,"28,1",,160,,55,,47,,51,,152,,53,,"0,33",,219,,82,,404,,"13,7",,"78,1",,1420,,"2,13",
EM01214itkt,2792344,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,treated,2003,"18,2",,67,,100,,88,,66,,254,,54,,"0,8",,158,,28,,370,,"12,2",,"79,1",,1905,,"2,44",
EM01271itkt,2792340,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,9",,106,,76,,78,,60,,214,,68,,"0,64",,251,,83,,450,,"12,3",,79,,1964,,"2,04",
EM02096itkt,2792332,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,treated,2003,"24,2",,119,,82,,83,,69,,234,,73,,"0,61",,316,,60,,440,,"13,9",,82,,1921,,"3,17",
Skerzzoitkt,2792365,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Tamaroitkt,2792370,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,treated,2003,"27,2",,150,,67,,86,,66,,219,,81,,"0,54",,434,,NA,,520,,NA,,"82,9",,1941,,NA,
CF02170itkt,2792339,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,treated,2003,"27,1",,149,,52,,53,,52,,157,,36,,"0,24",,135,,30,,371,,13,,"80,2",,1439,,"3,37",
CF02252itkt,2792355,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,treated,2003,"20,7",,87,,85,,91,,65,,241,,60,,"0,69",,220,,77,,445,,"14,4",,"78,7",,2149,,"2,13",
CF02266itkt,2792328,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,treated,2003,"25,3",,130,,85,,80,,58,,223,,61,,"0,47",,248,,80,,472,,14,,"78,9",,1855,,"2,37",
CF02283itkt,2792371,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26424,https://doi.org/10.15454/EQGEJX,CF02283,VIRTUAL_TRIAL,,,,,,,,treated,2003,"24,3",,120,,100,,81,,64,,245,,49,,"0,41",,209,,76,,390,,"13,2",,"77,3",,1969,,"1,88",
DI03011itkt,2792326,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,treated,2003,"16,5",,56,,97,,78,,59,,234,,63,,"1,13",,164,,26,,355,,"13,3",,"80,1",,1871,,"2,87",
DI03008itkt,2792346,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,treated,2003,"15,5",,49,,97,,71,,63,,231,,61,,"1,24",,138,,35,,NA,,"12,8",,"79,7",,1849,,"3,02",
EM02209itkt,2792359,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,treated,2003,"27,4",,152,,70,,85,,63,,218,,44,,"0,29",,201,,36,,379,,"12,8",,"77,9",,1914,,"3,26",
EM02231itkt,2792335,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,2",,91,,64,,82,,60,,206,,61,,"0,67",,236,,32,,419,,"13,8",,"75,1",,1806,,"3,18",
EM02065itkt,2792353,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,treated,2003,"20,8",,88,,85,,73,,59,,217,,71,,"0,8",,257,,88,,502,,"13,4",,"82,1",,1718,,"2,06",
EM02233itkt,2792336,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,6",,95,,85,,91,,58,,233,,59,,"0,62",,232,,35,,232,,"12,9",,"77,3",,1993,,"3,15",
CF02093itkt,2792357,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,4",,93,,97,,72,,62,,231,,47,,"0,51",,170,,24,,360,,"12,9",,"76,1",,1760,,"3,04",
EM02026itkt,2792366,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26411,https://doi.org/10.15454/CYWIQW,EM02026,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,6",,95,,85,,82,,63,,230,,89,,"0,93",,351,,98,,570,,"14,8",,79,,1994,,"2,29",
EM01023itkt,2792352,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,treated,2003,22,,98,,70,,56,,55,,182,,45,,"0,46",,145,,33,,335,,"11,9",,"81,2",,1650,,"2,4",
DI03012itkt,2792325,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,treated,2003,"23,4",,111,,76,,75,,67,,218,,88,,"0,8",,302,,88,,482,,14,,80,,1761,,"2,92",
CF01046itkt,2792364,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,treated,2003,"18,6",,70,,85,,63,,61,,209,,46,,"0,65",,138,,33,,380,,"12,3",,"80,5",,1663,,"1,98",
Rytmicitkt,2792341,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,5",,94,,97,,"86,2",,"69,7",,253,,82,,"0,87",,263,,NA,,496,,"14,62",,NA,,1790,,NA,
CF01085itkt,2792347,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,5",,94,,100,,"83,8",,"85,2",,269,,89,,"0,95",,289,,NA,,502,,"14,31",,NA,,1675,,NA,
EM99017itkt,2792374,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,28764,https://doi.org/10.15454/QT2EUR,EM99017,VIRTUAL_TRIAL,,,,,,,,treated,2003,"14,8",,44,,100,,"79,9",,97,,277,,46,,"1,04",,91,,NA,,401,,"13,95",,NA,,1835,,NA,
CF02143itkt,2792373,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26420,https://doi.org/10.15454/UMTUQX,CF02143,VIRTUAL_TRIAL,,,,,,,,treated,2003,"25,2",,129,,82,,72,,63,,216,,45,,"0,35",,198,,24,,323,,13,,"77,8",,1654,,"2,89",
CF01014itkt,2792331,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26418,https://doi.org/10.15454/QCJETR,CF01014,VIRTUAL_TRIAL,,,,,,,,treated,2003,"28,1",,160,,73,,68,,57,,198,,43,,"0,27",,212,,32,,395,,"12,7",,"80,8",,1723,,"2,81",
CF02092itkt,2792358,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26419,https://doi.org/10.15454/KRA5IT,CF02092,VIRTUAL_TRIAL,,,,,,,,treated,2003,24,,117,,97,,64,,57,,218,,48,,"0,41",,192,,24,,395,,"12,8",,"78,6",,1593,,"3,04",
DI02001itkt,2792329,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,5",,94,,82,,79,,64,,224,,87,,"0,92",,308,,99,,404,,13,,"83,6",,1796,,"2,99",
Soissonsitkt,2792369,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,9",,"97,5",,88,,"83,95",,"76,1",,"247,5",,"73,5",,"0,76",,"286,5",,73,,395,,"13,68",,83,,1821,,"1,53",
RE02101itkt,2792330,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26099,https://doi.org/10.15454/SIGZUF,RE02101,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,9",,106,,94,,"37,7",,"88,5",,220,,74,,"0,69",,271,,NA,,421,,"14,65",,NA,,1712,,NA,
EM02207itkt,2792354,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2003,"24,2",,119,,58,,84,,52,,194,,46,,"0,39",,175,,45,,382,,13,,"78,9",,1854,,"3,34",
EM99006itkt,2792372,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,28759,https://doi.org/10.15454/1BMHCN,EM99006,VIRTUAL_TRIAL,,,,,,,,treated,2003,"20,7",,87,,100,,88,,"98,5",,286,,65,,"0,75",,212,,NA,,464,,"14,24",,NA,,1887,,NA,
EM00074itkt,2792349,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,8",,105,,97,,"85,9",,"91,5",,274,,56,,"0,53",,209,,NA,,453,,"13,43",,NA,,1830,,NA,
EM00107itkt,2792362,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,9",,106,,97,,"50,9",,"75,2",,223,,65,,"0,61",,227,,NA,,461,,"13,81",,NA,,1530,,NA,
DI03015itkt,2792327,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2003,"19,4",,76,,97,,81,,66,,244,,98,,"1,29",,299,,81,,480,,"13,6",,"80,3",,1960,,"4,33",
RE02162itkt,2792367,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,26101,https://doi.org/10.15454/FFIEB9,RE02162,VIRTUAL_TRIAL,,,,,,,,treated,2003,"24,3",,120,,64,,65,,65,,194,,61,,"0,51",,248,,84,,418,,"14,9",,"78,4",,1721,,"2,24",
AO03003itkt,2792322,BTH_Clermont-Ferrand_2003_TECH,BTH_Clermont-Ferrand_2003_TECH,48378,gnpis_pui:holding-921_taxon-4898_accession-48378,AO03003,VIRTUAL_TRIAL,,,,,,,,treated,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
