observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
2,2822861,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48404,gnpis_pui:holding-921_taxon-4898_accession-48404,EM06064,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,34",,"79,2",,"61,39",,5,
2,2822799,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48964,gnpis_pui:holding-921_taxon-4898_accession-48964,RE06057,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,92",,"64,2",,"73,06",,"6,5",
1,2822798,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48964,gnpis_pui:holding-921_taxon-4898_accession-48964,RE06057,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,42",,"64,2",,"70,71",,"3,5",
2,2822797,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48964,gnpis_pui:holding-921_taxon-4898_accession-48964,RE06057,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,64",,"77,7",,"65,65",,4,
1,2822796,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48964,gnpis_pui:holding-921_taxon-4898_accession-48964,RE06057,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,07",,"63,6",,"55,45",,1,
2,2822879,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48727,gnpis_pui:holding-921_taxon-4898_accession-48727,RE06008,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,1",,"70,5",,"76,11",,"6,5",
2,2822877,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48727,gnpis_pui:holding-921_taxon-4898_accession-48727,RE06008,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,8",,84,,"68,26",,"6,5",
1,2822878,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48727,gnpis_pui:holding-921_taxon-4898_accession-48727,RE06008,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,46",,"72,9",,67,,1,
1,2822876,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48727,gnpis_pui:holding-921_taxon-4898_accession-48727,RE06008,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,91",,"71,2",,"58,93",,1,
2,2822831,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27756,https://doi.org/10.15454/PILE9C,AO07127,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,71",,"76,3",,99,,5,
2,2822829,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27756,https://doi.org/10.15454/PILE9C,AO07127,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,45",,"85,8",,"76,14",,"2,5",
1,2822828,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27756,https://doi.org/10.15454/PILE9C,AO07127,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,76",,"74,7",,"75,46",,1,
1,2822830,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27756,https://doi.org/10.15454/PILE9C,AO07127,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,2",,"74,8",,"94,02",,1,
1,2822874,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48830,gnpis_pui:holding-921_taxon-4898_accession-48830,RE06025,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,04",,"74,9",,"72,87",,"1,5",
2,2822873,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48830,gnpis_pui:holding-921_taxon-4898_accession-48830,RE06025,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,83",,"84,3",,"68,35",,"4,5",
2,2822875,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48830,gnpis_pui:holding-921_taxon-4898_accession-48830,RE06025,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,8",,"73,7",,"82,44",,"4,5",
1,2822872,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48830,gnpis_pui:holding-921_taxon-4898_accession-48830,RE06025,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,23",,"73,2",,"61,76",,1,
1,2822770,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27802,https://doi.org/10.15454/5XXKDL,DI07001,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,67",,"66,3",,"71,32",,"1,5",
2,2822769,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27802,https://doi.org/10.15454/5XXKDL,DI07001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,65",,"63,7",,"65,95",,"3,5",
1,2822768,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27802,https://doi.org/10.15454/5XXKDL,DI07001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,64",,"62,9",,"65,09",,"2,5",
2,2822771,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27802,https://doi.org/10.15454/5XXKDL,DI07001,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,98",,"66,4",,"80,9",,4,
2,2822761,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,37",,"69,2",,"52,44",,4,
1,2822762,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,28",,"74,1",,"84,33",,3,
1,2822760,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,67",,"69,9",,"55,18",,2,
2,2822763,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27814,https://doi.org/10.15454/ZBYAJC,EM06017,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,58",,"73,4",,"85,95",,"6,5",
1,2822914,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49009,gnpis_pui:holding-921_taxon-4898_accession-49009,EM06035,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,39",,"76,4",,NA,,1,
2,2822913,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49009,gnpis_pui:holding-921_taxon-4898_accession-49009,EM06035,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,74",,"70,2",,"47,23",,4,
1,2822912,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49009,gnpis_pui:holding-921_taxon-4898_accession-49009,EM06035,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,9",,"72,8",,"51,61",,1,
2,2822915,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49009,gnpis_pui:holding-921_taxon-4898_accession-49009,EM06035,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,61",,"72,2",,"64,61",,"6,5",
2,2822847,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,37",,"70,7",,"74,42",,7,
1,2822844,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,07",,"72,2",,"68,42",,"1,5",
1,2822846,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,76",,"69,7",,"76,76",,1,
2,2822845,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,3",,"72,4",,"68,26",,"4,5",
2,2822843,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,77",,"71,4",,"76,11",,"5,5",
1,2822842,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,95",,"74,9",,"72,41",,1,
2,2822841,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,67",,"71,2",,"64,84",,"4,5",
1,2822840,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,65",,"69,8",,"60,54",,1,
1,2822772,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,46",,"72,8",,"61,76",,"3,5",
2,2822775,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"14,01",,"71,2",,"69,04",,7,
1,2822774,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"14,69",,"71,4",,"53,11",,3,
2,2822773,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"14,11",,"73,7",,"64,87",,5,
1,2822892,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,37",,"73,8",,"57,48",,4,
2,2822895,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,82",,"75,5",,"80,66",,6,
1,2822894,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,13",,"76,2",,"75,81",,4,
2,2822893,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,74",,"74,1",,"58,72",,4,
1,2822834,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,83",,"65,7",,"51,71",,1,
1,2822832,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,3",,"64,8",,"45,21",,1,
2,2822835,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,3",,"67,6",,"62,56",,7,
2,2822833,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,38",,68,,"52,8",,"4,5",
2,2822795,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,44",,"69,8",,"73,45",,3,
1,2822792,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"13,03",,"68,7",,"61,01",,1,
2,2822793,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"13,06",,"68,3",,"57,12",,"4,5",
1,2822794,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,36",,"69,3",,"69,42",,1,
2,2822855,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,68",,"74,7",,"76,27",,"6,5",
1,2822854,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"13,03",,"76,8",,"62,99",,1,
1,2822852,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,72",,"69,7",,"46,82",,1,
1,2822812,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,74",,"75,8",,"60,87",,3,
1,2822814,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,27",,"76,7",,"73,8",,"1,5",
2,2822815,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,92",,"74,8",,"79,66",,6,
2,2822813,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,81",,74,,"61,2",,4,
2,2822865,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"12,1",,"72,8",,"71,02",,2,
1,2822864,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,89",,"72,7",,"76,39",,1,
1,2822866,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,79",,"74,3",,"73,49",,1,
2,2822867,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,96",,"72,2",,"78,58",,3,
1,2822886,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,75",,"72,8",,"69,01",,3,
2,2822885,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,45",,"74,8",,"71,59",,7,
2,2822887,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,34",,"71,7",,"72,41",,"7,5",
1,2822884,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"12,19",,74,,"66,67",,"3,5",
1,2822806,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27828,https://doi.org/10.15454/PRTXZC,RE06050,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,18",,"71,3",,"86,35",,1,
2,2822805,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27828,https://doi.org/10.15454/PRTXZC,RE06050,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,29",,"70,1",,"71,77",,2,
2,2822807,BTH_Estrées-Mons_2007_SetB1,BTH_Estrées-Mons_2007_SetB1,27828,https://doi.org/10.15454/PRTXZC,RE06050,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"12,18",,"68,9",,"77,76",,3,
