observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
EM03067,2799880,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,48874,gnpis_pui:holding-921_taxon-4898_accession-48874,EM03067,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,5,,2,,1,
LM03012,2799892,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49456,gnpis_pui:holding-921_taxon-4898_accession-49456,LM03012,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,2,,1,,8,
Charger,2799902,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Caphorn,2799900,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
CF03125,2799911,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,48636,gnpis_pui:holding-921_taxon-4898_accession-48636,CF03125,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",,1,,2,,1,,1,
RE02072,2799906,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49136,https://doi.org/10.15454/GVNGUK,RE02072,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,5,,3,,2,
EM03030,2799907,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49101,gnpis_pui:holding-921_taxon-4898_accession-49101,EM03030,VIRTUAL_TRIAL,,,,,,,,2004,4,,1,,2,,2,,1,
CF03167,2799905,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,2,,2,,4,
CF03102,2799898,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,2004,8,,1,,2,,4,,1,
CF03226,2799895,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,2004,6,,1,,5,,1,,2,
RE03111,2799914,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,2004,5,,1,,5,,3,,3,
RE03094,2799918,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,2004,6,,1,,2,,1,,1,
Isengrain,2799913,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
EM03028,2799881,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,3,,1,,2,
EM03041,2799875,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,2,,2,,1,
LM03015,2799885,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,2,,1,,1,
LM03014,2799908,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,2,,3,,2,
CF03139,2799882,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,48502,gnpis_pui:holding-921_taxon-4898_accession-48502,CF03139,VIRTUAL_TRIAL,,,,,,,,2004,"4,5",,1,,5,,3,,1,
DI04011,2799890,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,48536,gnpis_pui:holding-921_taxon-4898_accession-48536,DI04011,VIRTUAL_TRIAL,,,,,,,,2004,5,,1,,5,,1,,1,
EM03025,2799877,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49110,gnpis_pui:holding-921_taxon-4898_accession-49110,EM03025,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,5,,5,,1,
CF03124,2799910,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49408,gnpis_pui:holding-921_taxon-4898_accession-49408,CF03124,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,2,,1,,3,
DI04008,2799916,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49427,gnpis_pui:holding-921_taxon-4898_accession-49427,DI04008,VIRTUAL_TRIAL,,,,,,,,2004,"8,5",,1,,5,,4,,1,
EM03069,2799883,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49555,gnpis_pui:holding-921_taxon-4898_accession-49555,EM03069,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,2,,1,,2,
Oratorio,2799909,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Farandole,2799901,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
RE03136,2799915,BTH_Rennes_200_SetB2_PIETIN-VERSE,BTH_Rennes_2004_SetB2_PIETIN-VERSE,49407,gnpis_pui:holding-921_taxon-4898_accession-49407,RE03136,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,5,,2,,1,
