observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Folkloritknt,2873571,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,102,,,,147,,,,"77,7",,116,,1,,"94,5",,1,,"2,5",,1,
Bermudeitkt,2873587,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,"57,5",,147,,"8,8",,"79,2",,"97,9",,,,"86,4",,,,,,1,
DI11002itkfi,2873621,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"60,1",,147,,"9,1",,75,,"102,2",,,,"78,9",,,,,,,
Folkloritkt,2873572,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,"58,5",,148,,"9,4",,77,,"101,9",,,,90,,,,,,1,
Folkloritkfi,2873570,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"56,5",,146,,"9,3",,"76,1",,"114,4",,,,"88,3",,,,,,,
AO11013itkt,2873566,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,"59,2",,148,,"9,2",,"77,4",,"101,6",,,,"89,7",,,,,,1,
DI11002itkt,2873623,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,"58,8",,146,,"8,6",,"74,6",,"78,1",,,,"68,9",,,,,,1,
DI11012itkt,2873671,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,"49,1",,149,,"8,4",,"80,2",,87,,,,"76,8",,,,,,1,
DI11014itkt,2873674,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,"50,1",,150,,9,,"77,9",,"98,8",,,,"87,2",,,,,,1,
RE10039itkt,2873596,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,52,,148,,"9,1",,"76,3",,"95,6",,,,"84,4",,,,,,1,
RE10039itknt,2873595,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,95,,,,148,,,,"75,4",,"105,6",,1,,86,,"1,5",,2,,1,
RE10039itkfi,2873594,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"52,5",,146,,"9,4",,"74,9",,"108,1",,,,"83,4",,,,,,,
AO11013itkfi,2873564,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"59,6",,147,,"9,6",,"76,7",,"109,7",,,,"84,7",,,,,,,
DI11013itknt,2873667,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,148,,,,80,,"102,3",,1,,"83,4",,"6,5",,3,,1,
DI11014itknt,2873673,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,100,,,,150,,,,"78,8",,"107,8",,1,,"87,8",,"1,5",,"5,5",,1,
Apacheitknt,2873613,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,95,,,,146,,,,"77,9",,"98,8",,1,,"80,5",,1,,"8,5",,1,
Bermudeitknt,2873586,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,95,,,,148,,,,"79,2",,"101,2",,2,,"82,4",,1,,"7,5",,1,
DI11013itkt,2873668,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,47,,149,,"8,4",,80,,100,,,,"88,3",,,,,,1,
AO11013itknt,2873565,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,95,,,,147,,,,"78,7",,"110,7",,1,,"90,2",,1,,4,,1,
Apacheitkfi,2873612,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"46,2",,142,,"8,8",,"76,2",,"93,7",,,,"72,3",,,,,,,
DI11013itkfi,2873666,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,47,,148,,"8,2",,"79,1",,"102,3",,,,"78,9",,,,,,,
Apacheitkt,2873614,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,"46,4",,146,,"9,1",,"77,1",,"93,9",,,,"82,9",,,,,,1,
AO12014itknt,2873592,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,98,,,,146,,,,"70,2",,"57,4",,1,,"46,8",,8,,NA,,3,
DI11014itkfi,2873672,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,51,,148,,"8,9",,"78,7",,"102,1",,,,"78,8",,,,,,,
Lyrikitknt,2873679,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,102,,,,150,,,,"78,3",,"121,4",,1,,"98,9",,2,,"2,5",,1,
RE10042itknt,2873634,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2013,95,,,,152,,,,"78,8",,89,,"1,5",,"72,5",,2,,2,,1,
AO13009itkt,2873590,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49308,https://doi.org/10.15454/X9GHDQ,AO13009,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,"51,2",,146,,"9,3",,"78,1",,"106,6",,,,94,,,,,,1,
AO12035itkfi,2873630,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49348,https://doi.org/10.15454/NFBGKG,AO12035,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,58,,146,,"8,9",,"79,9",,"107,1",,,,"82,7",,,,,,,
Lyrikitkt,2873680,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,"51,2",,150,,"8,9",,"78,3",,"110,6",,,,"97,6",,,,,,1,
AO13009itkfi,2873588,BTH_Rennes_2013_SetA1,BTH_Rennes_2013_SetA1,49308,https://doi.org/10.15454/X9GHDQ,AO13009,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,,,"52,9",,146,,"9,3",,"77,4",,"124,6",,,,"96,2",,,,,,,
