observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
AO08112itkt,2835346,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"37,25",,NA,,"71,5",,NA,,"208,75",,NA,,NA,,NA,,64,,229,,"10,3",,"80,6",,NA,,1500,,NA,
CF06136itkt,2835384,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,treated,2008,17,,59,,100,,NA,,39,,NA,,87,,NA,,226,,NA,,90,,"1,55",,185,,57,,207,,12,,NA,,1568,,NA,,36,
CF07002itkt,2835380,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,97,,NA,,44,,NA,,97,,NA,,238,,NA,,NA,,NA,,75,,318,,"11,5",,"81,8",,NA,,1650,,NA,
CF05162itkt,2835349,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2008,"20,3",,84,,97,,NA,,36,,NA,,87,,NA,,220,,NA,,95,,"1,14",,241,,44,,412,,"12,2",,NA,,1525,,NA,,41,
AO07210itkt,2835341,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,treated,2008,"20,9",,89,,91,,NA,,46,,NA,,93,,NA,,230,,NA,,73,,"0,83",,208,,21,,390,,"12,1",,NA,,1600,,NA,,30,
CF07021itkt,2835376,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27789,https://doi.org/10.15454/BTYEVM,CF07021,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"47,1",,NA,,94,,NA,,"241,1",,NA,,NA,,NA,,23,,318,,"11,2",,"81,7",,NA,,1470,,NA,
AO07302itkt,2835371,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,treated,2008,21,,89,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,73,,"0,82",,272,,20,,324,,"11,6",,NA,,NA,,NA,,20,
AO08107itkt,2835369,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"47,25",,NA,,"80,5",,NA,,"227,75",,NA,,NA,,NA,,57,,246,,"10,8",,"77,8",,NA,,1400,,NA,
CF07018itkt,2835355,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"28,4",,NA,,"72,38",,NA,,"200,78",,NA,,NA,,NA,,56,,348,,"11,2",,81,,NA,,1280,,NA,
RE07114itkt,2835338,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27270,https://doi.org/10.15454/JKW4SM,RE07114,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"46,5",,NA,,94,,NA,,"240,5",,NA,,NA,,NA,,59,,364,,"11,6",,"80,5",,NA,,1300,,NA,
RE06134itkt,2835343,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27268,https://doi.org/10.15454/K6RWJK,RE06134,VIRTUAL_TRIAL,,,,,,,,treated,2008,"23,1",,108,,94,,NA,,56,,NA,,88,,NA,,238,,NA,,67,,"0,62",,223,,19,,350,,"12,4",,NA,,1720,,NA,,31,
RE07019itkt,2835340,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"23,75",,NA,,79,,NA,,"202,75",,NA,,NA,,NA,,59,,348,,"10,6",,"80,6",,NA,,1150,,NA,
RE07093itkt,2835354,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,26,,NA,,"80,5",,NA,,"206,5",,NA,,NA,,NA,,23,,311,,"11,4",,"80,4",,NA,,1000,,NA,
Hendrixitkt,2835332,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2008,20,,81,,91,,NA,,52,,NA,,82,,NA,,225,,NA,,115,,"1,42",,321,,70,,399,,"11,8",,NA,,1565,,NA,,50,
Folkloritkt,2835335,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2008,"17,1",,59,,100,,NA,,39,,NA,,85,,NA,,224,,NA,,108,,"1,83",,208,,67,,427,,"11,9",,"79,9",,1423,,NA,,39,
RE07012itkt,2835337,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27269,https://doi.org/10.15454/N0JGJL,RE07012,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"69,6",,NA,,91,,NA,,"260,6",,NA,,NA,,NA,,68,,260,,"12,8",,"80,8",,NA,,1920,,NA,
RE06060itkt,2835374,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,treated,2008,"24,3",,120,,88,,NA,,36,,NA,,75,,NA,,199,,NA,,47,,"0,39",,172,,22,,332,,"11,7",,NA,,1525,,NA,,21,
RE07040itkt,2835375,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"24,5",,NA,,"80,5",,NA,,205,,NA,,NA,,NA,,27,,304,,"11,3",,"79,6",,NA,,1150,,NA,
RE06127itkt,2835364,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27267,https://doi.org/10.15454/TBKWQN,RE06127,VIRTUAL_TRIAL,,,,,,,,treated,2008,"24,5",,122,,97,,NA,,51,,NA,,96,,NA,,244,,NA,,71,,"0,59",,241,,17,,410,,"12,7",,NA,,1650,,NA,,32,
Apacheitkt,2835353,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2008,24,,117,,91,,100,,77,,"49,88",,88,,94,,256,,"243,88",,71,,"0,61",,223,,"58,5",,"366,5",,"11,75",,"80,6",,1645,,1600,,36,
CF07022itkt,2835379,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,97,,NA,,"36,35",,NA,,"92,5",,NA,,"225,85",,NA,,NA,,NA,,53,,330,,"11,1",,"80,8",,NA,,1520,,NA,
Toisondoritkt,2835334,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2008,"16,8",,57,,94,,100,,78,,"25,25",,76,,"57,75",,248,,183,,91,,"1,6",,207,,65,,367,,"11,5",,"80,25",,1560,,900,,34,
Flamenkoitkt,2835360,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2008,"21,1",,90,,97,,NA,,80,,NA,,97,,NA,,274,,NA,,89,,"0,99",,259,,74,,372,,"12,2",,78,,1588,,NA,,48,
Lyrikitkt,2835383,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2008,"19,5",,77,,97,,NA,,72,,NA,,97,,NA,,266,,NA,,89,,"1,16",,244,,39,,378,,"10,9",,NA,,1643,,NA,,36,
Musikitkt,2835342,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2008,"22,1",,99,,97,,NA,,77,,NA,,97,,NA,,271,,NA,,88,,"0,89",,270,,61,,402,,"11,7",,"79,8",,1578,,NA,,42,
Karillonitkt,2835363,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2008,"17,4",,61,,91,,NA,,68,,NA,,91,,NA,,250,,NA,,91,,"1,49",,191,,63,,326,,"11,2",,NA,,1575,,NA,,30,
Ghaytaitkt,2835370,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2008,"20,8",,88,,94,,NA,,34,,NA,,97,,NA,,225,,NA,,105,,"1,21",,310,,71,,451,,"12,1",,NA,,1488,,NA,,49,
Grapeliitkt,2835345,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"34,5",,NA,,"92,5",,NA,,227,,NA,,NA,,NA,,23,,309,,"10,4",,"81,5",,NA,,1200,,NA,
EM06307itkt,2835350,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2008,"21,1",,90,,94,,NA,,54,,NA,,84,,NA,,232,,NA,,52,,"0,58",,138,,42,,404,,"11,2",,NA,,1513,,NA,,29,
CF07311itkt,2835351,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,7,,NA,,87,,NA,,194,,NA,,NA,,NA,,20,,309,,"11,4",,"80,8",,NA,,1200,,NA,
RE06048itkt,2835372,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,treated,2008,"23,7",,114,,84,,NA,,32,,NA,,95,,NA,,211,,NA,,48,,"0,42",,185,,23,,365,,"12,5",,NA,,1485,,NA,,29,
RE07095itkt,2835356,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,26,,NA,,63,,NA,,189,,NA,,NA,,NA,,35,,390,,"11,6",,"79,7",,NA,,1000,,NA,
CF07143itkt,2835365,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,32,,NA,,"59,5",,NA,,"191,5",,NA,,NA,,NA,,65,,278,,"10,5",,81,,NA,,1350,,NA,
RE07089itkt,2835378,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"26,75",,NA,,"80,5",,NA,,"207,25",,NA,,NA,,NA,,23,,317,,"11,4",,"79,6",,NA,,1250,,NA,
Soissonsitkt,2835377,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2008,"23,5",,112,,97,,100,,81,,"30,5",,94,,"72,38",,272,,"202,88",,86,,"0,77",,319,,65,,"333,5",,"11,7",,"81,5",,1630,,1400,,42,
AO07127itkt,2835352,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2008,"21,9",,97,,91,,NA,,31,,NA,,66,,NA,,188,,NA,,58,,"0,6",,194,,28,,382,,"12,2",,NA,,1550,,NA,,29,
CF07193itkt,2835347,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"27,5",,NA,,80,,NA,,"207,5",,NA,,NA,,NA,,63,,321,,"11,1",,"81,1",,NA,,1300,,NA,
CF07267itkt,2835344,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,20,,NA,,94,,NA,,214,,NA,,NA,,NA,,17,,288,,"11,4",,80,,NA,,1200,,NA,
DI07001itkt,2835339,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,treated,2008,"16,8",,57,,94,,NA,,53,,NA,,74,,NA,,221,,NA,,135,,"2,37",,309,,50,,383,,"12,1",,NA,,1460,,NA,,50,
EM06017itkt,2835336,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2008,"23,5",,112,,91,,NA,,59,,NA,,85,,NA,,235,,NA,,58,,"0,61",,257,,24,,377,,"12,1",,NA,,1640,,NA,,35,
EM06233itkt,2835382,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2008,"21,8",,96,,88,,NA,,64,,NA,,86,,NA,,238,,NA,,68,,"0,71",,251,,18,,363,,"12,6",,NA,,1645,,NA,,37,
EM06229itkt,2835358,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2008,"24,8",,125,,88,,NA,,34,,NA,,94,,NA,,216,,NA,,60,,"0,48",,255,,28,,366,,"12,4",,NA,,1493,,NA,,32,
EM06110itkt,2835357,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2008,"24,5",,122,,78,,NA,,25,,NA,,64,,NA,,167,,NA,,44,,"0,36",,152,,26,,313,,"11,9",,NA,,1430,,NA,,25,
EM06094itkt,2835368,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2008,"18,6",,70,,94,,NA,,57,,NA,,90,,NA,,241,,NA,,92,,"1,31",,220,,50,,398,,12,,NA,,1525,,NA,,36,
CF07141itkt,2835367,BTH_Le_Moulon_2008_TECH,BTH_Le_Moulon_2008_TECH,27903,https://doi.org/10.15454/EWNN9Q,CF07141,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,97,,NA,,"51,15",,NA,,94,,NA,,"242,15",,NA,,NA,,NA,,58,,371,,"11,8",,"81,2",,NA,,1530,,NA,
