observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
CF10044,2859020,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,61910,https://doi.org/10.15454/6ALI6N,CF10044,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,1,,5,,4,,4,
CF10042,2859021,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,61896,https://doi.org/10.15454/RC9XEF,CF10042,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,3,,5,,6,,4,
CF10049,2859023,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,61926,https://doi.org/10.15454/MF4LV7,CF10049,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,5,,4,,1,
DI11007,2859048,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60869,https://doi.org/10.15454/9MOW8S,DI11007,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,6,,2,,3,,4,
AO11003,2859043,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,61239,https://doi.org/10.15454/0PMNJ1,AO11003,VIRTUAL_TRIAL,,,,,,,,2011,3,,4,,5,,9,,1,
RE10043,2859045,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,61835,https://doi.org/10.15454/AIL0TR,RE10043,VIRTUAL_TRIAL,,,,,,,,2011,"6,5",,1,,5,,8,,1,
Barok,2859018,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,4,,5,,3,,1,
CF10039,2859041,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,61867,https://doi.org/10.15454/4DSGY4,CF10039,VIRTUAL_TRIAL,,,,,,,,2011,4,,4,,5,,4,,2,
RE10040,2859047,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,49526,https://doi.org/10.15454/U0AWKP,RE10040,VIRTUAL_TRIAL,,,,,,,,2011,3,,3,,5,,4,,3,
RE10039,2859037,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,2,,3,,1,
Premio,2859019,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,5,,3,,1,
Apache,2859029,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2011,2,,6,,5,,5,,1,
Attlass,2859054,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,3,,6,,1,
RE10042,2859055,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,2011,"5,5",,1,,5,,3,,1,
DI11001,2859035,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60768,https://doi.org/10.15454/65LNUJ,DI11001,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,3,,3,,4,
DI11003,2859034,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60803,https://doi.org/10.15454/MGXCTF,DI11003,VIRTUAL_TRIAL,,,,,,,,2011,"2,5",,4,,2,,3,,3,
DI11002,2859033,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,2011,6,,4,,5,,4,,6,
DI11004,2859031,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60820,https://doi.org/10.15454/ARVEL8,DI11004,VIRTUAL_TRIAL,,,,,,,,2011,"7,5",,1,,5,,2,,6,
DI11005,2859032,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60836,https://doi.org/10.15454/5MVGNV,DI11005,VIRTUAL_TRIAL,,,,,,,,2011,"6,5",,1,,2,,4,,1,
DI11006,2859046,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,60853,https://doi.org/10.15454/XG0SIN,DI11006,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,4,,2,,4,,3,
Altigo,2859040,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2011,"3,5",,1,,5,,5,,6,
Bermude,2859022,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2011,6,,4,,2,,6,,4,
AO11001,2859042,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,2011,7,,1,,5,,9,,4,
AO11002,2859051,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,2011,7,,1,,5,,9,,4,
AO11005,2859038,BTH_Rennes_2011_SetB1_PIETIN-VERSE,BTH_Rennes_2011_SetB1_PIETIN-VERSE,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,2011,6,,1,,2,,4,,6,
