,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,L9,L11,L13,W9,W11,W13,L14,W14,Check
624,WD1059,3351671,Deb13,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1059,,3.0,17.0,"REPLICATE>BLOCK>PLOT:WD1059,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,3486.9783153536,237.3677117647,"77,8867322419","80,8445197044",8.2769606369,240,292,133,"-2,95778746250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,3134water_regimerainfed,3336697,Deb13,127528,https://doi.org/10.15454/OAENUW,F04401_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,336.3757312605,71.603615932,72.9751145441,223.4812265944,2069.6336150794,267.9937072166,115.8085843436,,,2013,17.043221026,19.1934866505,13.74511083,224.011,172.872,777.151,-76.0416666667,-49.8257575758,30.8710195909,33.1772010586,25.9100845486,,,,,,,,,,,,,,,,
626,WD3158,3352362,Deb13,127528,https://doi.org/10.15454/OAENUW,F04401_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3158,,32.0,11.0,"REPLICATE>BLOCK>PLOT:WD3158,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,1856.9605765265,272.8198235294,"71,3157238594","72,8469300201",5.0661565679,221,264,111,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,WD2025,3351921,Deb13,127528,https://doi.org/10.15454/OAENUW,F04401_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2025,,14.0,18.0,"REPLICATE>BLOCK>PLOT:WD2025,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,2801.1844635471,279.0423176471,"72,8469300201","74,4667327846",7.8164900487,232,285,120,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,WD1214,3351848,Deb13,127528,https://doi.org/10.15454/OAENUW,F04401_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1214,,11.0,4.0,"REPLICATE>BLOCK>PLOT:WD1214,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2400.4056275352,261.0934588235,"71,3157238594","72,8469300201",6.2673020787,218,262,114,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,3135water_regimerainfed,3336698,Deb13,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,368.0219204254,71.0810133057,71.8499608784,232.5260338697,2226.2043804576,280.6566999963,100.7327532736,,,2013,17.1281171402,18.9940689189,13.6994891988,210.997,194.592,778.423,-74.9841269841,-49.6044776119,30.8847788219,33.0516580581,25.7429675066,,,,,,,,,,,,,,,,
630,WD3214,3352426,Deb13,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3214,,35.0,4.0,"REPLICATE>BLOCK>PLOT:WD3214,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1512.8946560085,281.5020470588,"72,8469300201","72,8469300201",4.2588294265,208,255,93,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,WD2110,3352018,Deb13,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2110,,18.0,17.0,"REPLICATE>BLOCK>PLOT:WD2110,REPLICATE>BLOCK:30,REPLICATE:2",rainfed,2275.0096632938,303.14248,"69,944300775","71,3157238594",6.8965207135,235,285,103,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,WD1098,3351715,Deb13,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1098,,5.0,14.0,"REPLICATE>BLOCK>PLOT:WD1098,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2596.5041487367,295.0823835294,"69,944300775","71,3157238594",7.6618263305,252,304,104,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,3136water_regimerainfed,3336699,Deb13,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,304.2086903844,79.2357288056,75.6617220698,219.629835708,2917.8146841057,277.4213206512,112.4890091802,,,2013,17.1281171402,19.263797356,13.4769056245,210.997,136.666,749.817,-82.9057971014,-46.0205128205,30.8847788219,33.3128781294,25.4405506301,,,,,,,,,,,,,,,,
634,WD3248,3352465,Deb13,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3248,,36.0,5.0,"REPLICATE>BLOCK>PLOT:WD3248,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,2345.1162027747,235.3347,"79,3596071495","77,8867322419",5.5188721805,208,262,104,"1,47287490760",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,WD2155,3352069,Deb13,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2155,,20.0,14.0,"REPLICATE>BLOCK>PLOT:WD2155,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,3159.0975125005,245.2390305882,"79,3596071495","74,4667327846",7.747340115,223,280,120,"4,89287436490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,WD1069,3351682,Deb13,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1069,,4.0,16.0,"REPLICATE>BLOCK>PLOT:WD1069,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,3357.9060098123,228.1435576471,"79,3596071495","74,4667327846",7.6608462332,235,304,113,"4,89287436490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,3137water_regimerainfed,3336700,Deb13,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,329.9789062106,73.3711812621,74.067996294,219.7388442244,2451.7760969432,269.9098152378,122.1263502206,,,2013,17.4573246566,19.0024542994,13.5729867829,193.022,169.688,761.378,-77.6014492754,-47.9722222222,31.1764864615,33.0207891412,25.5951513086,,,,,,,,,,,,,,,,
638,WD3112,3352309,Deb13,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3112,,30.0,15.0,"REPLICATE>BLOCK>PLOT:WD3112,REPLICATE>BLOCK:30,REPLICATE:3",rainfed,2013.2285801934,271.6644329412,"72,8469300201","74,4667327846",5.4692260062,215,260,120,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,WD2120,3352029,Deb13,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2120,,18.0,7.0,"REPLICATE>BLOCK>PLOT:WD2120,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2",rainfed,3031.9160051314,261.5917917647,"74,4667327846","72,8469300201",7.9312434026,232,290,125,"1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,WD1178,3351807,Deb13,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1178,,9.0,10.0,"REPLICATE>BLOCK>PLOT:WD1178,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,2524.7110416335,263.9491764706,"72,8469300201","74,4667327846",6.6639540027,230,280,121,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,3138water_regimerainfed,3336701,Deb13,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,325.6352424275,68.906596445,69.5884579759,200.54411141,2369.6083586152,244.1601421157,96.5259707061,,,2013,17.7485552727,18.1515588597,13.9427080783,156.974,173.051,818.514,-64.696969697,-52.0869565217,31.2598265972,32.4315689992,26.0258421532,,,,,,,,,,,,,,,,
642,WD3025,3352210,Deb13,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3025,,26.0,18.0,"REPLICATE>BLOCK>PLOT:WD3025,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,2290.3768024742,252.2304564706,"69,944300775","71,3157238594",5.7770278638,200,245,95,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,WD2207,3352129,Deb13,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2207,,22.0,4.0,"REPLICATE>BLOCK>PLOT:WD2207,REPLICATE>BLOCK:10,REPLICATE:2",rainfed,2662.0717694549,252.5710376471,"68,5100680312","68,5100680312",6.723622291,199,246,102,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,WD1096,3351713,Deb13,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1096,,5.0,12.0,"REPLICATE>BLOCK>PLOT:WD1096,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2892.4140339041,257.1472070588,"69,944300775","69,944300775",7.4377619048,201,246,99,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,WD3013,3352196,Deb13,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3013,,25.0,13.0,"REPLICATE>BLOCK>PLOT:WD3013,REPLICATE>BLOCK:13,REPLICATE:2,REPLICATE:3",rainfed,1086.1301183882,244.2924,"72,8469300201","72,8469300201",2.6533333333,202,250,85,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,WD2046,3351945,Deb13,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2046,,15.0,4.0,"REPLICATE>BLOCK>PLOT:WD2046,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,3123.3038838173,256.1459458824,"74,4667327846","72,8469300201",8.000216276,191,230,93,"1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,WD1238,3351875,Deb13,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1238,,12.0,15.0,"REPLICATE>BLOCK>PLOT:WD1238,REPLICATE>BLOCK:36,REPLICATE:1",rainfed,3287.5142314129,230.1322164706,"74,4667327846","74,4667327846",7.5656293675,211,250,107,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,3139water_regimerainfed,3336702,Deb13,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,299.6385776843,73.7612627668,72.9661345225,197.024670788,2435.3140663997,239.118934537,94.8283081249,,,2013,17.1714112358,18.8639909199,13.6994891988,191.451,152.643,778.423,-73.9772727273,-49.6044776119,30.9278346639,32.9081506216,25.7429675066,,,,,,,,,,,,,,,,
649,3140water_regimerainfed,3336703,Deb13,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,265.7975704225,73.2653163659,75.4768450168,207.16221875,2339.9836275474,252.2336836888,101.3832648781,,,2013,17.7485552727,18.7579718418,13.4769056245,156.974,189.687,749.817,-77.9230769231,-46.0205128205,31.2598265972,32.9465454372,25.4405506301,,,,,,,,,,,,,,,,
650,WD3229,3352443,Deb13,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3229,,35.0,19.0,"REPLICATE>BLOCK>PLOT:WD3229,REPLICATE>BLOCK:35,REPLICATE:3",rainfed,1092.3959822429,200.6875305882,"72,8469300201","76,1611877157",2.192302521,176,220,80,"-3,31425769560",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,WD2014,3351908,Deb13,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2014,,13.0,14.0,"REPLICATE>BLOCK>PLOT:WD2014,REPLICATE>BLOCK:13,REPLICATE:2",rainfed,2697.863782405,214.3540541176,"74,4667327846","76,1611877157",5.7829803922,209,254,100,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,WD1090,3351706,Deb13,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1090,,5.0,6.0,"REPLICATE>BLOCK>PLOT:WD1090,REPLICATE>BLOCK:5,REPLICATE:1",rainfed,2683.9208938779,201.63072,"72,8469300201","74,4667327846",5.4116090226,222,260,120,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,3141water_regimerainfed,3336704,Deb13,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,304.9554357103,72.310898442,74.0940411269,206.3063123187,2636.2580889106,258.787779261,104.3420577561,,,2013,18.1542415055,18.4547413894,13.6062539472,129.4,189.917,769.816,-71.5308641975,-47.9722222222,31.2611413389,32.8804530733,25.6072967577,,,,,,,,,,,,,,,,
654,WD3242,3352458,Deb13,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3242,,36.0,11.0,"REPLICATE>BLOCK>PLOT:WD3242,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,1447.4213076004,226.5989011765,"71,3157238594","74,4667327846",3.2798407784,192,240,85,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,WD2172,3352089,Deb13,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2172,,21.0,4.0,"REPLICATE>BLOCK>PLOT:WD2172,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2",rainfed,3002.7233319145,241.2832929412,"74,4667327846","74,4667327846",7.2450697332,212,260,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,WD1152,3351777,Deb13,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1152,,8.0,17.0,"REPLICATE>BLOCK>PLOT:WD1152,REPLICATE>BLOCK:32,REPLICATE:1",rainfed,3356.4544995252,240.03126,"71,3157238594","72,8469300201",8.0565400265,205,268,112,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,3142water_regimerainfed,3336705,Deb13,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,310.3705967431,70.2408323087,70.5449585525,218.5044494173,2022.4837782152,259.2433215479,112.0513582671,,,2013,18.1398775868,18.242198133,13.8006493338,144.992,173.967,799.048,-66.1388888889,-50.9852941176,31.4047267846,32.6330603825,25.8740992503,,,,,,,,,,,,,,,,
658,WD3086,3352280,Deb13,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3086,,29.0,2.0,"REPLICATE>BLOCK>PLOT:WD3086,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,2218.5233247907,223.4920941176,"69,944300775","71,3157238594",4.9582242371,208,246,120,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,WD2138,3352050,Deb13,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2138,,19.0,12.0,"REPLICATE>BLOCK>PLOT:WD2138,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,1935.2970203767,272.4456,"68,5100680312","69,944300775",5.2726315789,225,270,118,"-1,43423274380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,WD1153,3351778,Deb13,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1153,,8.0,16.0,"REPLICATE>BLOCK>PLOT:WD1153,REPLICATE>BLOCK:32,REPLICATE:1",rainfed,2783.4419848939,269.4492352941,"71,3157238594","69,944300775",7.4999631432,232,280,100,"1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,WD3052,3352241,Deb13,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3052,,27.0,10.0,"REPLICATE>BLOCK>PLOT:WD3052,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2492.7093094255,212.6200588235,"69,944300775","71,3157238594",5.3,182,230,86,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,WD2022,3351917,Deb13,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2022,,14.0,21.0,"REPLICATE>BLOCK>PLOT:WD2022,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,2963.8303218871,235.5367105882,"71,3157238594","71,3157238594",6.9809084476,208,258,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,WD1247,3351886,Deb13,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1247,,12.0,6.0,"REPLICATE>BLOCK>PLOT:WD1247,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,3201.8875936417,243.3596,"71,3157238594","71,3157238594",7.7921008403,212,265,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,3143water_regimerainfed,3336706,Deb13,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,287.2673813569,70.4011886356,70.8855269062,199.7747047105,2824.2935287634,249.1383115083,102.0030928488,,,2013,17.7485552727,18.3885651138,13.8006493338,156.974,173.967,799.048,-67.4057971014,-50.9852941176,31.2598265972,32.6016903274,25.8740992503,,,,,,,,,,,,,,,,
665,WD3138,3352339,Deb13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3138,,31.0,12.0,"REPLICATE>BLOCK>PLOT:WD3138,REPLICATE>BLOCK:19,REPLICATE:2,REPLICATE:3",rainfed,2039.4270759327,240.2617552941,"74,4667327846","74,4667327846",4.8999632906,210,256,119,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,WD2101,3352008,Deb13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2101,,17.0,17.0,"REPLICATE>BLOCK>PLOT:WD2101,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,3088.744309368,228.2236411765,"68,5100680312","68,5100680312",7.0492447295,220,263,105,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,WD1249,3351888,Deb13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1249,,12.0,4.0,"REPLICATE>BLOCK>PLOT:WD1249,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,2973.2675536374,241.0148658824,"71,3157238594","71,3157238594",7.1660168067,192,235,104,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,3144water_regimerainfed,3336707,Deb13,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,288.476070555,71.0830001413,71.4210209938,200.7613994286,2416.0674842638,245.3782605485,108.0084218802,,,2013,17.7485552727,18.3885651138,13.8006493338,156.974,173.967,799.048,-67.4057971014,-50.9852941176,31.2598265972,32.6016903274,25.8740992503,,,,,,,,,,,,,,,,
669,3145water_regimerainfed,3336708,Deb13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,308.0674567363,71.881001586,72.7249434906,198.8152041276,2435.2246542963,242.9354156144,116.3506264397,,,2013,18.1542415055,18.3165141871,13.6994891988,129.4,172.872,778.423,-68.2307692308,-49.6044776119,31.2611413389,32.7797460156,25.7429675066,,,,,,,,,,,,,,,,
670,WD3003,3352185,Deb13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3003,,25.0,3.0,"REPLICATE>BLOCK>PLOT:WD3003,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,2077.6966423476,235.7298411765,"74,4667327846","74,4667327846",4.8977509951,190,235,118,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,WD2159,3352074,Deb13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2159,,20.0,10.0,"REPLICATE>BLOCK>PLOT:WD2159,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,2610.9728428645,243.4941270588,"69,944300775","71,3157238594",6.3575655315,207,252,112,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,WD1145,3351769,Deb13,127539,https://doi.org/10.15454/IFDAIO,F7082_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1145,,7.0,19.0,"REPLICATE>BLOCK>PLOT:WD1145,REPLICATE>BLOCK:31,REPLICATE:1",rainfed,2334.4724361657,271.5540423529,"71,3157238594","71,3157238594",6.339354268,193,240,118,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,3146water_regimerainfed,3336709,Deb13,127540,https://doi.org/10.15454/DU6APM,F752_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,291.699823562,75.6715881765,76.5882797822,200.3107612157,2210.8707763782,253.6774871221,104.4922466696,,,2013,17.1281171402,19.263797356,13.4411366835,210.997,169.533,741.379,-82.9057971014,-46.0205128205,30.8847788219,33.3128781294,25.4256530029,,,,,,,,,,,,,,,,
674,WD3069,3352260,Deb13,127540,https://doi.org/10.15454/DU6APM,F752_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3069,,28.0,16.0,"REPLICATE>BLOCK>PLOT:WD3069,REPLICATE>BLOCK:28,REPLICATE:3",rainfed,2782.6032521089,217.474,"74,4667327846","76,1611877157",6.0514385965,200,253,95,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,WD2118,3352027,Deb13,127540,https://doi.org/10.15454/DU6APM,F752_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2118,,18.0,9.0,"REPLICATE>BLOCK>PLOT:WD2118,REPLICATE>BLOCK:18,REPLICATE:2",rainfed,2859.007671577,222.9477670588,"76,1611877157","77,8867322419",6.3740937638,220,275,122,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,WD1043,3351652,Deb13,127540,https://doi.org/10.15454/DU6APM,F752_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1043,,3.0,1.0,"REPLICATE>BLOCK>PLOT:WD1043,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,1289.9070670573,223.0534847059,"76,1611877157","76,1611877157",2.8771826625,176,221,92,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,3147water_regimerainfed,3336710,Deb13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,317.884448783,68.8541886989,70.1012151683,195.5232600066,1987.03746082,241.3006547673,106.5751867188,,,2013,18.2238296948,18.3398234411,13.8296527752,101.718,192.517,807.486,-62.9382716049,-50.9852941176,31.2788257379,32.7990249503,25.8818499336,,,,,,,,,,,,,,,,
678,WD3027,3352212,Deb13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3027,,26.0,16.0,"REPLICATE>BLOCK>PLOT:WD3027,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,1810.6490716587,254.6875882353,"68,5100680312","69,944300775",4.611498452,189,230,103,"-1,43423274380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,WD2053,3351953,Deb13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2053,,15.0,11.0,"REPLICATE>BLOCK>PLOT:WD2053,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,2266.4075745206,245.8458682353,"68,5100680312","68,5100680312",5.5718693793,198,252,113,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,WD1213,3351847,Deb13,127541,https://doi.org/10.15454/LBNZ4P,F874_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1213,,11.0,3.0,"REPLICATE>BLOCK>PLOT:WD1213,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2003.7731648768,251.13486,"68,5100680312","71,3157238594",5.0321729323,198,239,102,"-2,80565582820",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,3148water_regimerainfed,3336711,Deb13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,276.0669002234,72.259625602,73.7696841626,212.706608777,1990.7532397173,266.0404387253,106.7704384545,,,2013,17.7485552727,18.6225609857,13.6062539472,156.974,189.917,769.816,-74.0466666667,-47.9722222222,31.2598265972,32.7999056074,25.6072967577,,,,,,,,,,,,,,,,
682,WD3205,3352416,Deb13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3205,,34.0,6.0,"REPLICATE>BLOCK>PLOT:WD3205,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,1234.308104792,221.4270117647,"72,8469300201","74,4667327846",2.7330915524,192,240,100,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,WD2135,3352047,Deb13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2135,,19.0,9.0,"REPLICATE>BLOCK>PLOT:WD2135,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,2779.3739375338,207.7294505882,"72,8469300201","74,4667327846",5.7735782102,230,282,101,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
