,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,L9,L11,L13,W9,W11,W13,L14,W14,Check
254,WD2030,3351927,Deb13,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2030,,14.0,13.0,"REPLICATE>BLOCK>PLOT:WD2030,REPLICATE>BLOCK:14,REPLICATE:2",rainfed,2270.4991626749,260.74224,"71,3157238594","72,8469300201",5.9201503759,205,264,95,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,WD1246,3351884,Deb13,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1246,,12.0,7.0,"REPLICATE>BLOCK>PLOT:WD1246,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,2640.1859686144,260.0291611765,"72,8469300201","74,4667327846",6.8652534277,220,275,102,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,3032water_regimerainfed,3336602,Deb13,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,326.3549798754,70.9147455823,72.5627301536,200.4886240935,2308.7542921663,261.5997465333,95.6994394834,,,2013,17.1281171402,18.9940689189,13.6994891988,210.997,194.592,778.423,-74.9841269841,-49.6044776119,30.8847788219,33.0516580581,25.7429675066,,,,,,,,,,,,,,,,
257,3033water_regimerainfed,3336603,Deb13,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,320.9675970955,72.0553205477,72.1241094177,215.9011252206,1982.2440819085,259.009768077,117.4954304632,,,2013,17.7485552727,18.4798073331,13.6994891988,156.974,172.872,778.423,-70.5763888889,-49.6044776119,31.2598265972,32.6874501505,25.7429675066,,,,,,,,,,,,,,,,
258,WD3159,3352363,Deb13,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3159,,32.0,10.0,"REPLICATE>BLOCK>PLOT:WD3159,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,1781.7690271224,242.5462211765,"71,3157238594","72,8469300201",4.3216134454,214,252,113,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,WD2017,3351912,Deb13,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2017,,13.0,17.0,"REPLICATE>BLOCK>PLOT:WD2017,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,2106.5660629163,266.8266870588,"71,3157238594","69,944300775",5.6208804364,220,263,118,"1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,WD1040,3351649,Deb13,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1040,,2.0,3.0,"REPLICATE>BLOCK>PLOT:WD1040,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,2008.5538681599,257.4143,"71,3157238594","71,3157238594",5.1703048798,221,270,122,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,3034water_regimerainfed,3336604,Deb13,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,270.8352372025,75.9615141197,78.2382760687,205.789569992,2196.253577149,261.4520386677,119.0102662988,,,2013,17.7485552727,18.9030719838,13.2968470117,156.974,189.178,721.734,-82.1481481481,-43.7395833333,31.2598265972,33.0953976533,25.2453420299,,,,,,,,,,,,,,,,
262,WD3099,3352294,Deb13,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3099,,29.0,15.0,"REPLICATE>BLOCK>PLOT:WD3099,REPLICATE>BLOCK:29,REPLICATE:3",rainfed,1837.9991703482,223.3396376471,"74,4667327846","77,8867322419",4.104980687,205,261,123,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,WD2084,3351988,Deb13,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2084,,16.0,1.0,"REPLICATE>BLOCK>PLOT:WD2084,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,1856.0423744258,205.1342494118,"77,8867322419","79,3596071495",3.8073785935,180,231,109,"-1,47287490760",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,WD1051,3351662,Deb13,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1051,,3.0,9.0,"REPLICATE>BLOCK>PLOT:WD1051,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,3008.2732805802,223.1675247059,"76,1611877157","77,8867322419",6.7134890167,232,285,120,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,WD3203,3352413,Deb13,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3203,,34.0,8.0,"REPLICATE>BLOCK>PLOT:WD3203,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,1079.6660166564,266.6471823529,"69,944300775","74,4667327846",2.8788990122,206,252,82,"-4,52243200960",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,WD2249,3352177,Deb13,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2249,,24.0,4.0,"REPLICATE>BLOCK>PLOT:WD2249,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2",rainfed,2319.1015734904,232.7503270588,"72,8469300201","74,4667327846",5.3977164971,218,268,113,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,WD1227,3351863,Deb13,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1227,,11.0,17.0,"REPLICATE>BLOCK>PLOT:WD1227,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,2542.3254425357,260.1915670588,"74,4667327846","72,8469300201",6.6149164087,218,263,103,"1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,3035water_regimerainfed,3336605,Deb13,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,335.6747094707,72.1200905832,73.6282814957,216.7092759748,2065.291810464,266.1158812944,99.7345489682,,,2013,17.9979593254,18.6225609857,13.5729867829,158.259,189.917,761.378,-74.0466666667,-47.9722222222,31.4895026483,32.7999056074,25.5951513086,,,,,,,,,,,,,,,,
269,3036water_regimerainfed,3336606,Deb13,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,309.9987167765,72.9858379273,75.6082789573,213.4805383645,2307.9991131372,257.8062145549,105.9299836955,,,2013,17.5750344242,18.9579876852,13.4411366835,173.957,189.687,741.379,-80.0266666667,-46.0205128205,31.1825710035,33.085089337,25.4256530029,,,,,,,,,,,,,,,,
270,WD3033,3352219,Deb13,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3033,,26.0,10.0,"REPLICATE>BLOCK>PLOT:WD3033,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,2002.901568571,231.7490541176,"74,4667327846","76,1611877157",4.6417054401,190,236,102,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,WD2196,3352116,Deb13,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2196,,22.0,15.0,"REPLICATE>BLOCK>PLOT:WD2196,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2484.1143262196,239.7635576471,"74,4667327846","77,8867322419",5.9560008846,227,270,110,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,WD1208,3351841,Deb13,127435,https://doi.org/10.15454/OVKBUY,F7081_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1208,,10.0,3.0,"REPLICATE>BLOCK>PLOT:WD1208,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,2775.974827779,245.2796882353,"71,3157238594","74,4667327846",6.8089024031,222,260,110,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,3037water_regimerainfed,3336607,Deb13,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,312.6109727617,78.3249925384,74.1007495011,236.0946512155,3018.4528002083,290.6482346208,119.0057976445,,,2013,16.7264830581,19.4654779065,13.6062539472,241.226,116.667,769.816,-81.0666666667,-47.9722222222,30.5624190746,33.4920947182,25.6072967577,,,,,,,,,,,,,,,,
274,WD3040,3352227,Deb13,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3040,,26.0,3.0,"REPLICATE>BLOCK>PLOT:WD3040,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,3224.8172717372,226.5056047059,"80,8445197044","74,4667327846",7.304391862,220,270,134,"6,37778691980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,WD2094,3352000,Deb13,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2094,,17.0,10.0,"REPLICATE>BLOCK>PLOT:WD2094,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,3386.6636114351,235.2674447059,"74,4667327846","74,4667327846",7.9677169394,247,305,114,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,WD1187,3351817,Deb13,127436,https://doi.org/10.15454/MNJOZY,HMV5422_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1187,,9.0,19.0,"REPLICATE>BLOCK>PLOT:WD1187,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,3430.4932232043,266.2258,"79,3596071495","72,8469300201",9.1328580274,248,310,111,"6,51267712940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,3038water_regimerainfed,3336608,Deb13,127437,https://doi.org/10.15454/GYTVRS,Os426_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,297.3836866862,75.9910129943,77.6576603976,217.3612293505,2371.0012697748,268.9637146545,119.9855045878,,,2013,17.7485552727,18.9030719838,13.2968470117,156.974,189.178,721.734,-82.1481481481,-43.7395833333,31.2598265972,33.0953976533,25.2453420299,,,,,,,,,,,,,,,,
278,WD3050,3352238,Deb13,127437,https://doi.org/10.15454/GYTVRS,Os426_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3050,,27.0,8.0,"REPLICATE>BLOCK>PLOT:WD3050,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2400.4664569491,247.1865882353,"77,8867322419","77,8867322419",5.9336311367,210,260,133,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,WD2070,3351972,Deb13,127437,https://doi.org/10.15454/GYTVRS,Os426_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2070,,16.0,15.0,"REPLICATE>BLOCK>PLOT:WD2070,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,2021.3820052358,241.9137,"74,4667327846","76,1611877157",4.89,235,285,122,"-1,69445493110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,WD1122,3351743,Deb13,127437,https://doi.org/10.15454/GYTVRS,Os426_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1122,,6.0,5.0,"REPLICATE>BLOCK>PLOT:WD1122,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2392.9238778773,212.7637964706,"76,1611877157","79,3596071495",5.0912756892,195,239,108,"-3,19841943380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,3040water_regimerainfed,3336610,Deb13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,257.2669978395,73.6022343908,75.3711272961,211.416489015,2124.4448061934,263.2997779417,111.1200020325,,,2013,16.7313855385,19.4573465865,13.4411366835,222.181,189.687,741.379,-84.2272727273,-46.0205128205,30.6191463952,33.4388817695,25.4256530029,,,,,,,,,,,,,,,,
282,WD3091,3352285,Deb13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3091,,29.0,7.0,"REPLICATE>BLOCK>PLOT:WD3091,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,2056.2538228644,182.3347764706,"76,1611877157","77,8867322419",3.7492658116,196,245,100,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,WD2181,3352099,Deb13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2181,,21.0,13.0,"REPLICATE>BLOCK>PLOT:WD2181,REPLICATE>BLOCK:21,REPLICATE:2",rainfed,2406.1626549348,212.7498882353,"72,8469300201","74,4667327846",5.1191083591,228,270,125,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,WD1022,3351628,Deb13,127439,https://doi.org/10.15454/J1WKMB,F7001_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1022,,2.0,21.0,"REPLICATE>BLOCK>PLOT:WD1022,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,2077.5374759431,228.4438305882,"72,8469300201","74,4667327846",4.746006192,205,271,111,"-1,61980276450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,3041water_regimerainfed,3336611,Deb13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,294.5183665939,73.2083097987,72.5374767357,191.6626017136,2432.9914659538,229.1639018047,106.7598254174,,,2013,17.7485552727,18.4798073331,13.6994891988,156.974,152.643,778.423,-70.5763888889,-49.6044776119,31.2598265972,32.6874501505,25.7429675066,,,,,,,,,,,,,,,,
286,WD3210,3352421,Deb13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3210,,34.0,1.0,"REPLICATE>BLOCK>PLOT:WD3210,REPLICATE>BLOCK:10,REPLICATE:3",rainfed,984.4314585562,210.7421,"74,4667327846","74,4667327846",2.0746115288,176,218,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,WD2015,3351909,Deb13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2015,,13.0,15.0,"REPLICATE>BLOCK>PLOT:WD2015,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,3006.0157890979,246.6981894118,"72,8469300201","72,8469300201",7.4157865251,191,227,108,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,WD1093,3351710,Deb13,127440,https://doi.org/10.15454/VUPKKL,LH74_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1093,,5.0,9.0,"REPLICATE>BLOCK>PLOT:WD1093,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2840.7065343458,230.9738552941,"72,8469300201","71,3157238594",6.5612894,211,250,110,"1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,3042water_regimerainfed,3336612,Deb13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,346.8489213084,70.8256773425,71.4617308862,213.578753405,1679.7659804153,259.5694023756,103.2999850367,,,2013,17.1281171402,18.9148534459,13.8006493338,210.997,173.967,799.048,-71.5583333333,-50.9852941176,30.8847788219,32.971244657,25.8740992503,,,,,,,,,,,,,,,,
290,WD3016,3352200,Deb13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3016,,25.0,16.0,"REPLICATE>BLOCK>PLOT:WD3016,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,606.5570067374,290.5021317647,"69,944300775","71,3157238594",1.7620610349,220,265,100,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,WD2140,3352052,Deb13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2140,,19.0,14.0,"REPLICATE>BLOCK>PLOT:WD2140,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,1968.4848237439,284.1521058824,"71,3157238594","71,3157238594",5.5934910806,220,263,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,WD1209,3351842,Deb13,127441,https://doi.org/10.15454/DB5QJS,HMV5405_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1209,,10.0,2.0,"REPLICATE>BLOCK>PLOT:WD1209,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,3128.461658787,266.1583694118,"68,5100680312","68,5100680312",8.3266625387,213,262,112,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,3043water_regimerainfed,3336613,Deb13,127442,https://doi.org/10.15454/RPM9FH,F924_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,325.4939292379,71.5666398275,71.1219574005,207.6343485507,2407.8491443996,252.4660531243,99.6664086792,,,2013,17.043221026,19.1205976122,13.8006493338,224.011,152.247,799.048,-72.4912280702,-50.9852941176,30.8710195909,33.0991628996,25.8740992503,,,,,,,,,,,,,,,,
294,WD3162,3352366,Deb13,127442,https://doi.org/10.15454/RPM9FH,F924_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3162,,32.0,7.0,"REPLICATE>BLOCK>PLOT:WD3162,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,1681.5408934585,254.5079447059,"71,3157238594","72,8469300201",4.2796551673,199,246,96,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,WD2052,3351952,Deb13,127442,https://doi.org/10.15454/RPM9FH,F924_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2052,,15.0,10.0,"REPLICATE>BLOCK>PLOT:WD2052,REPLICATE>BLOCK:15,REPLICATE:2",rainfed,2700.6977978392,261.36704,"72,8469300201","71,3157238594",7.0587338936,221,268,93,"1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,WD1024,3351631,Deb13,127442,https://doi.org/10.15454/RPM9FH,F924_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1024,,2.0,19.0,"REPLICATE>BLOCK>PLOT:WD1024,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,3287.5701987723,253.3522517647,"71,3157238594","68,5100680312",8.3291331269,222,275,110,"2,80565582820",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,3044water_regimerainfed,3336614,Deb13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,280.1908629518,75.2937518422,77.6145865843,209.8012089004,3087.8027319545,257.538244656,112.7981996499,,,2013,17.1281171402,19.4059589527,13.2968470117,210.997,189.178,721.734,-87.4513888889,-43.7395833333,30.8847788219,33.4650730104,25.2453420299,,,,,,,,,,,,,,,,
298,WD3081,3352274,Deb13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3081,,28.0,4.0,"REPLICATE>BLOCK>PLOT:WD3081,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,2960.6837277071,213.5353129412,"76,1611877157","77,8867322419",6.3221052632,197,249,110,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,WD2240,3352167,Deb13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2240,,24.0,13.0,"REPLICATE>BLOCK>PLOT:WD2240,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,2399.8984821704,219.079,"74,4667327846","77,8867322419",5.2576735958,213,247,112,"-3,41999945730",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,WD1028,3351635,Deb13,127443,https://doi.org/10.15454/BNROZU,EZ40_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1028,,2.0,15.0,"REPLICATE>BLOCK>PLOT:WD1028,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,3514.9394338554,216.3291364706,"76,1611877157","77,8867322419",7.6038381247,222,280,120,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,3045water_regimerainfed,3336615,Deb13,127444,https://doi.org/10.15454/UX5L2C,W23_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,246.3486796547,71.3112711837,74.0371568493,223.4260315926,2766.2688018938,271.7803933141,110.6132234295,,,2013,18.1542415055,18.4547413894,13.5729867829,129.4,211.637,761.378,-71.5308641975,-47.9722222222,31.2611413389,32.8804530733,25.5951513086,,,,,,,,,,,,,,,,
302,WD3006,3352188,Deb13,127444,https://doi.org/10.15454/UX5L2C,W23_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3006,,25.0,6.0,"REPLICATE>BLOCK>PLOT:WD3006,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,2271.9868355799,183.5137752941,"71,3157238594","74,4667327846",4.1694088162,212,275,101,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,WD2102,3352009,Deb13,127444,https://doi.org/10.15454/UX5L2C,W23_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2102,,17.0,18.0,"REPLICATE>BLOCK>PLOT:WD2102,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,3341.9374433863,191.0704470588,"71,3157238594","72,8469300201",6.3854548135,227,270,122,"-1,53120616070",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,WD1159,3351785,Deb13,127444,https://doi.org/10.15454/UX5L2C,W23_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1159,,8.0,10.0,"REPLICATE>BLOCK>PLOT:WD1159,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,3398.5413477451,213.2344941176,"71,3157238594","74,4667327846",7.2468624502,240,285,112,"-3,15100892520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,3046water_regimerainfed,3336616,Deb13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,339.1296679894,75.9936684447,77.576701985,229.5955461802,2884.3027241011,280.9991470768,122.6730899968,,,2013,17.5750344242,19.1009756848,13.3353860853,173.957,189.178,730.172,-84.3333333333,-43.7395833333,31.1825710035,33.2343380269,25.2632428663,,,,,,,,,,,,,,,,
306,WD3039,3352226,Deb13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3039,,26.0,4.0,"REPLICATE>BLOCK>PLOT:WD3039,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,3312.5003593366,247.2101317647,"76,1611877157","77,8867322419",8.188836503,221,273,127,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,WD2063,3351964,Deb13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2063,,15.0,21.0,"REPLICATE>BLOCK>PLOT:WD2063,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,2738.166325814,269.5743176471,"77,8867322419","77,8867322419",7.3813931889,231,280,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,WD1219,3351854,Deb13,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1219,,11.0,9.0,"REPLICATE>BLOCK>PLOT:WD1219,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,2674.811611154,279.8198776471,"76,1611877157","77,8867322419",7.4846545776,230,284,119,"-1,72554452620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,3047water_regimerainfed,3336617,Deb13,127446,https://doi.org/10.15454/ALXSGY,W9_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,258.5937667019,69.8687058461,71.4964601988,201.2664737583,2171.8637845796,236.4796382872,94.3597280766,,,2013,17.7485552727,18.3885651138,13.8006493338,156.974,192.517,799.048,-67.4057971014,-50.9852941176,31.2598265972,32.6016903274,25.8740992503,,,,,,,,,,,,,,,,
310,WD3129,3352329,Deb13,127446,https://doi.org/10.15454/ALXSGY,W9_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD3129,,31.0,3.0,"REPLICATE>BLOCK>PLOT:WD3129,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,1758.7656941115,201.6238,"69,944300775","71,3157238594",3.5460902256,203,246,100,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,WD2229,3352154,Deb13,127446,https://doi.org/10.15454/ALXSGY,W9_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD2229,,23.0,19.0,"REPLICATE>BLOCK>PLOT:WD2229,REPLICATE>BLOCK:35,REPLICATE:2",rainfed,2028.9336341011,209.0011858824,"69,944300775","71,3157238594",4.240495356,196,240,90,"-1,37142308440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,WD1052,3351663,Deb13,127446,https://doi.org/10.15454/ALXSGY,W9_H,Syngenta Debrecen 2013,REPLICATE>BLOCK>PLOT,,,WD1052,,3.0,10.0,"REPLICATE>BLOCK>PLOT:WD1052,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,2903.3957325586,222.2472470588,"68,5100680312","69,944300775",6.4527170868,221,250,90,"-1,43423274380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,3049water_regimerainfed,3336618,Deb13,127448,https://doi.org/10.15454/FVQLLZ,F7025_H,Syngenta Debrecen 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,307.7267169876,71.0797435501,73.8836863276,212.1281682342,2048.8630406316,256.391781564,110.5868232724,,,2013,17.885355163,18.4784531623,13.5729867829,143.707,211.637,761.378,-72.6217948718,-47.9722222222,31.1600768329,32.8212389167,25.5951513086,,,,,,,,,,,,,,,,
