,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,W10,W12,L11,L13,W11,W13,L14,W14,L15,W15,L9,W9
565,NXN2LAV2003006,3362382,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2003006,,1.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2003006,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,3026.4948001937,223.5876470588,"68,7503943227","70,1020957105",6.7668685121,215,NA,145,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
566,NXN2LAV3012040,3362381,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3012040,,23.0,10.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3012040,REPLICATE>BLOCK:32,REPLICATE:2",watered,3901.7332152434,207.0324705882,"70,1020957105","70,1020957105",8.0778546713,240,NA,105,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
567,NXN2LAV3007018,3362380,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3007018,,1.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3007018,REPLICATE>BLOCK:3,REPLICATE:1",watered,4378.4881955958,212.7814117647,"68,7503943227","68,7503943227",9.3166089965,240,NA,105,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
568,3072water_regimewatered,3340703,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,246.2942111443,69.2846167176,71.254824504,240.0052599787,4204.1793063221,,104.7782671488,,,2012,17.3923979377,17.6593434343,17.188093191,164.608,200.143,992.172,-59.5643939394,-101.2493169399,34.3003378724,36.4646644919,33.6448118239,,,,,,,,,,,,,,,
569,3072water_regimerainfed,3340457,Ner12,127469,https://doi.org/10.15454/FVLUWO,LH82_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,244.8051195634,68.4597664287,72.5462214574,205.9184118763,2747.2784371877,,121.8659900643,,,2012,17.3923979377,17.5219806763,17.2328947441,164.608,221.002,971.313,-178.847826087,-219.4395833333,34.3003378724,36.3597479121,33.6380323017,,,,,,,,,,,,,,,
570,NXN2LAV3002031,3361641,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3002031,,14.0,20.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3002031,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,1968.9196299989,352.3341176471,"70,1020957105","70,1020957105",6.9371756055,250,NA,110,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
571,NXN2LAV2001041,3361646,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001041,,36.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001041,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,786.8516342534,206.3405882353,"68,7503943227","72,7618835003",1.6235942907,180,NA,125,"-4,01148917760",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
572,NXN2LAV2011023,3361644,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2011023,,18.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2011023,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,2145.9284144692,237.7863529412,"70,1020957105","77,1954860675",5.1027249135,215,NA,130,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
573,NXN2LAV2003011,3361642,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2003011,,6.0,19.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2003011,REPLICATE>BLOCK:18,REPLICATE:1",rainfed,1605.2965221763,222.8781176471,"70,1020957105","77,1954860675",3.5778546713,145,NA,95,"-7,09339035700",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
574,NXN2LAV3001029,3361639,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3001029,,12.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3001029,REPLICATE>BLOCK:36,REPLICATE:1",watered,1982.2885116106,380.808,"70,1020957105","72,7618835003",7.5487132353,245,NA,115,"-2,65978778980",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
575,3074water_regimewatered,3340704,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,295.2079844493,70.3974019134,74.0843182274,240.6012958263,1909.7052803512,,107.2493631196,,,2012,17.1688374126,18.0236111111,17.253215257,252.704,223.393,953.692,-64.35,-103.03125,34.7777929777,36.2878015468,33.510985694,,,,,,,,,,,,,,,
576,3074water_regimerainfed,3340458,Ner12,127470,https://doi.org/10.15454/21XOCO,B108_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,264.8214286844,69.4048209738,78.506589606,177.6391615898,1382.0427607052,,115.0014487239,,,2012,17.1688374126,18.4530092593,17.0141592039,252.704,343.641,856.893,-201.3940972222,-218.255952381,34.7777929777,36.851902622,33.0708841009,,,,,,,,,,,,,,,
577,NXN2LAV2007038,3362884,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2007038,,33.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2007038,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,1358.465159676,244.4383529412,"67,1130688606","78,5924166874",3.3206098616,185,NA,120,"-11,47934782680",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
578,NXN2LAV2014025,3362883,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014025,,20.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014025,REPLICATE>BLOCK:23,REPLICATE:2",rainfed,2086.7958687007,258.1263529412,"67,1130688606","70,1020957105",5.3865700692,210,NA,130,"-2,98902684990",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
579,NXN2LAV2010011,3362882,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2010011,,6.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2010011,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,2382.4536335565,272.0609411765,"68,7503943227","71,3778600686",6.4817257785,205,NA,130,"-2,62746574590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
580,NXN2LAV3005040,3362881,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3005040,,23.0,17.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3005040,REPLICATE>BLOCK:33,REPLICATE:2",watered,2951.4319513079,268.4023529412,"68,7503943227","72,7618835003",7.9217128028,245,NA,115,"-4,01148917760",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
581,NXN2LAV3008026,3362880,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3008026,,9.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3008026,REPLICATE>BLOCK:26,REPLICATE:1",watered,3559.4316492596,266.7021176471,"67,1130688606","68,7503943227",9.4930795848,240,NA,105,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
582,3075water_regimewatered,3340705,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,298.9891013282,67.3094619764,73.1434632542,244.418602814,3276.2758184147,,110.7436420826,,,2012,17.6997968819,17.4510683761,17.2190455025,132.755,270.919,945.473,-56.4855769231,-102.6264124294,34.3814208033,36.1814488735,33.6015428167,,,,,,,,,,,,,,,
583,3075water_regimerainfed,3340459,Ner12,127471,https://doi.org/10.15454/TOUBKW,UH_P128_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,293.8820741385,67.2221414005,75.6940795306,199.5260899519,2011.8638547578,,127.5269253994,,,2012,17.6997968819,17.5510288066,17.1685118043,132.755,296.568,919.824,-175.5308641975,-219.1623563218,34.3814208033,36.2508885408,33.5247363154,,,,,,,,,,,,,,,
584,NXN2LAV2004031,3361938,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2004031,,26.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2004031,REPLICATE>BLOCK:6,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,939.3497965224,209.8051764706,"65,5501162279","83,5272539732",1.9708044983,160,NA,105,"-17,97713774530",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
585,NXN2LAV2013018,3361936,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2013018,,13.0,9.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2013018,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,2703.2871972318,216.3,"65,5501162279","77,1954860675",5.8472102076,210,NA,145,"-11,64536983960",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
586,NXN2LAV2014013,3361935,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014013,,8.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014013,REPLICATE>BLOCK:23,REPLICATE:1",rainfed,1567.6786237684,218.2351764706,"67,1130688606","78,5924166874",3.4212262111,185,NA,125,"-11,47934782680",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
587,NXN2LAV3016041,3361934,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3016041,,24.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3016041,REPLICATE>BLOCK:34,REPLICATE:2",watered,3326.6781055733,258.8385882353,"67,1130688606","70,1020957105",8.6107266436,230,NA,105,"-2,98902684990",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
588,NXN2LAV3010022,3361933,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3010022,,5.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3010022,REPLICATE>BLOCK:14,REPLICATE:1",watered,2789.2686108584,267.306,"67,1130688606","68,7503943227",7.4558823529,215,NA,105,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
589,3076water_regimewatered,3340706,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,333.9605331521,67.1560006347,72.0880579404,221.6257128625,2987.0416502632,,103.9205930048,,,2012,17.5737099253,17.3428240741,17.2662773019,149.08,245.079,979.532,-58.4149305556,-102.1830601093,34.3225756528,36.2526279542,33.5483615337,,,,,,,,,,,,,,,
590,3076water_regimerainfed,3340460,Ner12,127472,https://doi.org/10.15454/SP8JD0,EP51_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,258.7407538568,66.0619656809,81.6905321604,183.490812299,1793.5582773864,,120.57444021,,,2012,17.5737099253,17.8670250896,16.9554243596,149.08,437.21,814.174,-185.6088709677,-218.3179012346,34.3225756528,36.702629137,32.9394744669,,,,,,,,,,,,,,,
591,NXN2LAV2004008,3362767,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2004008,,3.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2004008,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,2640.0524089925,260.946,"68,7503943227","71,3778600686",6.8891111592,215,NA,130,"-2,62746574590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
592,NXN2LAV2014032,3362769,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014032,,27.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014032,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,1414.0271493213,244.9505882353,"65,5501162279","77,1954860675",3.4636678201,200,NA,115,"-11,64536983960",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
593,NXN2LAV2018027,3362768,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2018027,,22.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2018027,REPLICATE>BLOCK:28,REPLICATE:2",rainfed,2002.9198119926,253.0475294118,"68,7503943227","74,2429872652",5.0683391003,200,NA,120,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
594,NXN2LAV3009032,3362766,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3009032,,15.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3009032,REPLICATE>BLOCK:8,REPLICATE:2",watered,3471.2665146272,258.368,"68,7503943227","68,7503943227",8.9686418685,235,NA,95,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
595,NXN2LAV3017018,3362765,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3017018,,1.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3017018,REPLICATE>BLOCK:1,REPLICATE:1",watered,3552.457525526,249.1087058824,"67,1130688606","70,1020957105",8.8494809689,250,NA,100,"-2,98902684990",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
596,3077water_regimewatered,3340707,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,291.1793200276,67.7421961703,71.4488651126,243.7535363079,3615.6373689172,,100.1951103294,,,2012,17.7727220118,17.4664251208,17.188093191,150.532,224.22,992.172,-57.9130434783,-101.2493169399,34.4015152655,36.3483255542,33.6448118239,,,,,,,,,,,,,,,
597,3077water_regimerainfed,3340461,Ner12,127473,https://doi.org/10.15454/WZXITF,PHH93_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,289.478509807,67.8799622459,76.1927218975,204.086905588,2248.1771562491,,118.2220541097,,,2012,17.7727220118,17.5843621399,17.1126962219,150.532,321.714,894.678,-181.1867283951,-218.8589181287,34.4015152655,36.441479485,33.4109660159,,,,,,,,,,,,,,,
598,NXN2LAV2018025,3361735,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2018025,,20.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2018025,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2112.3405931319,219.4147058824,"70,1020957105","80,8764113743",4.6347858997,200,NA,125,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
599,NXN2LAV2009034,3361737,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2009034,,29.0,13.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2009034,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,908.288058667,214.1943529412,"70,1020957105","83,5272539732",1.9455017301,175,NA,105,"-13,42515826270",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
600,NXN2LAV2011008,3361733,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2011008,,3.0,11.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2011008,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,NA,NA,"70,1020957105","80,8764113743",NA,230,NA,125,"-10,77431566380",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
601,NXN2LAV3004035,3361731,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3004035,,18.0,18.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3004035,REPLICATE>BLOCK:18,REPLICATE:2",watered,3926.9460671105,240.3404705882,"70,1020957105","78,5924166874",9.4380406574,210,NA,105,"-8,49032097690",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
602,NXN2LAV3001026,3361729,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3001026,,9.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3001026,REPLICATE>BLOCK:27,REPLICATE:1",watered,4048.241698527,246.0458823529,"68,7503943227","75,7721262276",9.9605320069,310,NA,135,"-7,02173190490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
603,3079water_regimewatered,3340709,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,303.2877270986,69.1672760935,79.5327372022,259.453157986,3896.4144047901,,118.0223113365,,,2012,17.3923979377,18.022605364,16.974416644,164.608,363.854,836.68,-58.757183908,-107.446969697,34.3003378724,36.768112332,33.0263454165,,,,,,,,,,,,,,,
604,3079water_regimerainfed,3340463,Ner12,127475,https://doi.org/10.15454/T3WOSC,B98_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,272.6911494566,70.23224878,84.8582044279,204.9487021619,1278.3760140372,,119.9439945289,,,2012,17.3923979377,18.0967645202,16.868307814,164.608,399.532,777.553,-191.859375,-217.6233974359,34.3003378724,36.8946063135,32.7326317981,,,,,,,,,,,,,,,
605,NXN2LAV2001033,3362579,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001033,,28.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001033,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,1853.965913994,194.0103529412,"68,7503943227","82,1461213448",3.5968858131,195,NA,125,"-13,39572702210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
606,NXN2LAV2018029,3362578,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2018029,,24.0,4.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2018029,REPLICATE>BLOCK:34,REPLICATE:2",rainfed,2419.6739928421,210.248,"68,7503943227","78,5924166874",5.0873161765,185,NA,130,"-9,84202236470",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
607,NXN2LAV2017010,3362577,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2017010,,5.0,5.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2017010,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,2854.0841773675,223.0288235294,"68,7503943227","75,7721262276",6.3654303633,200,NA,120,"-7,02173190490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
608,NXN2LAV3010033,3362576,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3010033,,16.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3010033,REPLICATE>BLOCK:11,REPLICATE:2",watered,4136.0294117647,248.8235294118,"68,7503943227","68,7503943227",10.2914143599,245,NA,105,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
609,NXN2LAV3021027,3362575,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3021027,,10.0,1.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3021027,REPLICATE>BLOCK:28,REPLICATE:1",watered,3719.7896576663,243.8851764706,"68,7503943227","70,1020957105",9.0720155709,240,NA,115,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
610,3080water_regimewatered,3340710,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,296.3594475402,69.1851725696,72.1934295252,247.1250878081,3920.2580979442,,110.5511137319,,,2012,17.6997968819,17.4271111111,17.2662773019,132.755,221.002,979.532,-56.6933333333,-102.1830601093,34.3814208033,36.1970703519,33.5483615337,,,,,,,,,,,,,,,
611,3080water_regimerainfed,3340464,Ner12,127476,https://doi.org/10.15454/KOKHG9,ML606_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,256.9843295557,68.6235235393,80.2940564395,196.1190935349,2583.8135475075,,126.1673673148,,,2012,17.6997968819,17.9137992832,16.974416644,132.755,363.854,836.68,-180.935483871,-218.5053030303,34.3814208033,36.6105746596,33.0263454165,,,,,,,,,,,,,,,
612,NXN2LAV2001025,3361817,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2001025,,20.0,21.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2001025,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,1685.9949573727,240.9684705882,"67,1130688606","71,3778600686",4.062716263,215,NA,125,"-4,26479120800",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
613,NXN2LAV2010040,3361818,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2010040,,35.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2010040,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,920.8885866485,228.6652941176,"68,7503943227","75,7721262276",2.1057525952,165,NA,110,"-7,02173190490",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
614,NXN2LAV2014010,3361815,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2014010,,5.0,8.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2014010,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,1481.9224996873,250.328,"68,7503943227","74,2429872652",3.709666955,220,NA,125,"-5,49259294250",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
615,NXN2LAV3008035,3361814,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3008035,,18.0,14.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3008035,REPLICATE>BLOCK:17,REPLICATE:2",watered,2965.3668523989,271.2962352941,"68,7503943227","70,1020957105",8.0449286332,235,NA,105,"-1,35170138780",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
616,NXN2LAV3010029,3361812,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3010029,,12.0,12.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3010029,REPLICATE>BLOCK:35,REPLICATE:1",watered,2962.8834906884,261.4162352941,"68,7503943227","68,7503943227",7.7454584775,245,NA,105,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
617,3081water_regimewatered,3340711,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,watered,301.1284616559,68.7753060549,72.0465327152,243.0041263704,2889.5037051016,,107.1457987802,,,2012,17.5737099253,17.3428240741,17.2355383317,149.08,221.002,957.899,-58.4149305556,-101.3488700565,34.3225756528,36.2526279542,33.6607121263,,,,,,,,,,,,,,,
618,3081water_regimerainfed,3340465,Ner12,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,Biogemma Nerac 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,272.4981832882,68.5609971162,76.136685709,194.3660491365,1461.250824476,,118.88861274,,,2012,17.5737099253,17.5843621399,17.1126962219,149.08,297.637,894.678,-181.1867283951,-218.8589181287,34.3225756528,36.441479485,33.4109660159,,,,,,,,,,,,,,,
619,NXN2LAV3007037,3362731,Ner12,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV3007037,,20.0,15.0,"REPLICATE>BLOCK>PLOT:NXN2LAV3007037,REPLICATE>BLOCK:24,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,3796.4996604703,238.0658823529,"67,1130688606","68,7503943227",9.0381704152,235,NA,95,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
620,NXN2LAV2016032,3362734,Ner12,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2016032,,27.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2016032,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,1473.2863017745,227.832,"65,5501162279","77,1954860675",3.3566176471,195,NA,115,"-11,64536983960",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
621,NXN2LAV2016019,3362733,Ner12,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,Biogemma Nerac 2012,REPLICATE>BLOCK>PLOT,,,NXN2LAV2016019,,14.0,6.0,"REPLICATE>BLOCK>PLOT:NXN2LAV2016019,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,2655.7419450192,244.8402352941,"67,1130688606","68,7503943227",6.502324827,215,NA,120,"-1,63732546210",2012,,,,,,,,,,,,,,,,,,,,,,,,,,
