,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14
1073,3148water_regimerainfed,3335171,Cam13,127542,https://doi.org/10.15454/VQ9W36,F888_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,279.8566277499,71.396417913,79.6681636264,186.1841925399,1072.6772153326,226.9852893506,89.9569175268,,,2013,22.4180046433,20.8666696835,14.6367820387,108.442,281.832,828.223,-67.0524691358,-15.8740740741,35.9116504629,35.9135401555,25.1877153656,,,,,,,,,,,,,,,,
1074,FRI00406715,3348496,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406715,,15.0,6.0,"REPLICATE>BLOCK>PLOT:FRI00406715,REPLICATE>BLOCK:5,REPLICATE:2",watered,1957.671957672,271.5176470588,"69,6098426242","71,1713602039",5.3154248366,260,300,140,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,FRI00407072,3348086,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407072,,2.0,13.0,"REPLICATE>BLOCK>PLOT:FRI00407072,REPLICATE>BLOCK:10,REPLICATE:1",watered,1569.6649029982,267.9176470588,"71,1713602039","72,6945131971",4.2054092748,260,290,125,"-1,52315299320",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,FRI00407811,3347790,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407811,,11.0,34.0,"REPLICATE>BLOCK>PLOT:FRI00407811,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,1225.0712250712,233.9082352941,"72,6945131971","79,5387303272",2.8655424837,190,220,90,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,FRI00408037,3347331,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408037,,3.0,53.0,"REPLICATE>BLOCK>PLOT:FRI00408037,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,1413.4542705971,239.2188235294,"72,6945131971","81,1066458669",3.3812486772,195,240,100,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,FRI00408310,3347218,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408310,,2.0,11.0,"REPLICATE>BLOCK>PLOT:FRI00408310,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,914.5880574452,248.9694117647,"69,6098426242","76,0005825366",2.2770445067,200,235,90,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,3149water_regimewatered,3335418,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,297.2214600612,70.3955412814,72.0420836026,258.9778580578,1750.0885240936,294.3233975461,132.1137676451,,,2013,22.4431305115,21.5130581787,14.8728321654,124.743,204.618,928.684,-17.2142857143,-37.1916666667,35.9894873869,36.5316192488,25.7499401231,,,,,,,,,,,,,,,,
1080,3149water_regimerainfed,3335172,Cam13,127543,https://doi.org/10.15454/TML7FA,F908_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,272.5662219481,71.0649836014,78.5802901098,197.1275202158,1178.265344493,232.5247951432,94.2928719881,,,2013,22.4431305115,20.9206070815,14.734601264,124.743,282.387,850.915,-70.5433333333,-15.5724637681,35.9894873869,35.8788204634,25.4345666306,,,,,,,,,,,,,,,,
1081,FRI00406814,3348383,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406814,,11.0,19.0,"REPLICATE>BLOCK>PLOT:FRI00406814,REPLICATE>BLOCK:19,REPLICATE:2",watered,1872.4279835391,318.5364705882,"72,6945131971","76,0005825366",5.9643660131,260,300,140,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,FRI00406950,3348227,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406950,,6.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00406950,REPLICATE>BLOCK:32,REPLICATE:1",watered,2159.9751011516,295.56,"72,6945131971","74,3289392431",6.384022409,275,305,135,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,FRI00407724,3347902,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407724,,14.0,48.0,"REPLICATE>BLOCK>PLOT:FRI00407724,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,1596.6386554622,305.56,"71,1713602039","79,5387303272",4.8786890756,190,239,85,"-8,36737012330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,FRI00407828,3347770,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407828,,10.0,45.0,"REPLICATE>BLOCK>PLOT:FRI00407828,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,1583.9947089947,275.6894117647,"74,3289392431","81,1066458669",4.3669056956,200,240,100,"-6,77770662380",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,FRI00408110,3347670,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408110,,9.0,14.0,"REPLICATE>BLOCK>PLOT:FRI00408110,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,1560.8465608466,249.8588235294,"71,1713602039","79,5387303272",3.899912854,200,245,100,"-8,36737012330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,3150water_regimewatered,3335419,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,349.3041952223,72.9966879026,75.2904755117,270.2742012318,2019.6619418467,304.9555523369,136.3233173708,,,2013,22.4577879383,21.1923899912,14.7238873074,142.516,189.447,896.826,-18.9810606061,-37.3819444444,36.0733457977,36.0191527306,25.4920967946,,,,,,,,,,,,,,,,
1087,3150water_regimerainfed,3335173,Cam13,127544,https://doi.org/10.15454/VSJSVC,F922_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,313.7455565609,72.5203886087,80.1299580768,195.2443510184,1591.2305171038,241.0168721918,94.678170535,,,2013,22.4577879383,20.7123275825,14.7015056344,142.516,281.832,828.223,-68.4633333333,-15.8740740741,36.0733457977,35.7908028765,25.3161405486,,,,,,,,,,,,,,,,
1088,FRI00406754,3348452,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406754,,13.0,23.0,"REPLICATE>BLOCK>PLOT:FRI00406754,REPLICATE>BLOCK:30,REPLICATE:2",watered,1544.3121693122,281.6,"76,0005825366","77,6996082396",4.3487830688,260,290,135,"-1,69902570300",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,FRI00407009,3348159,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407009,,4.0,20.0,"REPLICATE>BLOCK>PLOT:FRI00407009,REPLICATE>BLOCK:21,REPLICATE:1",watered,1971.7813051146,257.2588235294,"72,6945131971","74,3289392431",5.0725813881,240,280,125,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,FRI00407813,3347788,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407813,,11.0,32.0,"REPLICATE>BLOCK>PLOT:FRI00407813,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,1253.5612535613,226.9341176471,"72,6945131971","81,1066458669",2.8447581699,190,220,90,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,FRI00408030,3347323,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408030,,3.0,46.0,"REPLICATE>BLOCK>PLOT:FRI00408030,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,1266.0619803477,243.6,"76,0005825366","82,6789937723",3.0841269841,190,230,100,"-6,67841123570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,FRI00408157,3347532,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408157,,7.0,5.0,"REPLICATE>BLOCK>PLOT:FRI00408157,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,1371.5913715914,221.6117647059,"71,1713602039","79,5387303272",3.0396078431,190,235,95,"-8,36737012330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,3151water_regimewatered,3335420,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,310.4876397584,74.4260191921,75.9927325756,251.3448600815,1765.7339070164,285.642850268,128.5971126051,,,2013,22.3746296717,21.3604006786,14.7238873074,84.056,165.815,896.826,-16.7403846154,-37.3819444444,35.4319915948,36.1560170377,25.4920967946,,,,,,,,,,,,,,,,
1094,3151water_regimerainfed,3335174,Cam13,127545,https://doi.org/10.15454/V1LWRV,FP1_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,267.7494528419,73.3122875362,81.2218933362,189.6260957417,1294.15104108,228.6309729046,93.9563072726,,,2013,22.3746296717,20.870070832,14.5829806635,84.056,280.65,805.623,-62.4861111111,-16.2348484848,35.4319915948,35.9566738753,25.0554850553,,,,,,,,,,,,,,,,
1095,FRI00406800,3348421,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406800,,12.0,24.0,"REPLICATE>BLOCK>PLOT:FRI00406800,REPLICATE>BLOCK:29,REPLICATE:2",watered,2029.2561469032,302.12,"69,6098426242","71,1713602039",6.130788671,225,260,105,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,FRI00406905,3348278,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406905,,8.0,12.0,"REPLICATE>BLOCK>PLOT:FRI00406905,REPLICATE>BLOCK:16,REPLICATE:1",watered,1762.5661375661,282.8047058824,"69,6098426242","71,1713602039",4.9846199813,230,260,110,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,FRI00407612,3348030,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407612,,18.0,48.0,"REPLICATE>BLOCK>PLOT:FRI00407612,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,1216.9312169312,259.2,"68,0356863115","76,0005825366",3.1542857143,200,240,95,"-7,96489622510",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,FRI00408026,3347318,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408026,,3.0,42.0,"REPLICATE>BLOCK>PLOT:FRI00408026,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,1372.1340388007,258.9882352941,"72,6945131971","81,1066458669",3.553665733,200,235,100,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,FRI00408276,3347284,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408276,,3.0,12.0,"REPLICATE>BLOCK>PLOT:FRI00408276,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,1330.3099017385,249.6941176471,"69,6098426242","77,6996082396",3.3217055711,185,220,80,"-8,08976561540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,3152water_regimewatered,3335421,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,328.6456333525,69.4859442935,71.0859149694,227.339348084,1906.9253465279,260.0588778439,107.7464546644,,,2013,22.3746296717,21.6677364334,14.9279395858,84.056,205.922,951.914,-14.9057971014,-36.9950980392,35.4319915948,36.5523387477,25.8695241078,,,,,,,,,,,,,,,,
1101,3152water_regimerainfed,3335175,Cam13,127546,https://doi.org/10.15454/FLADQ9,F218_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.0605202003,70.1048774509,78.1242315912,194.1645503513,1312.3582699701,230.8666174646,91.6918923939,,,2013,22.3746296717,21.0511211876,14.6702454353,84.056,282.387,850.915,-66.8779761905,-15.5724637681,35.4319915948,35.9650999036,25.3062577163,,,,,,,,,,,,,,,,
1102,FRI00406606,3348621,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406606,,19.0,3.0,"REPLICATE>BLOCK>PLOT:FRI00406606,REPLICATE>BLOCK:9,REPLICATE:2",watered,1550.9259259259,280.96,"72,6945131971","74,3289392431",4.3574814815,260,300,130,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,FRI00407037,3348115,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407037,,3.0,9.0,"REPLICATE>BLOCK>PLOT:FRI00407037,REPLICATE>BLOCK:11,REPLICATE:1",watered,1686.8969810146,297.32,"69,6098426242","72,6945131971",5.015482104,240,280,125,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,FRI00407629,3347998,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407629,,17.0,48.0,"REPLICATE>BLOCK>PLOT:FRI00407629,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,1301.5873015873,261.3176470588,"69,6098426242","76,0005825366",3.4012773109,190,220,95,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,FRI00408017,3347308,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408017,,3.0,33.0,"REPLICATE>BLOCK>PLOT:FRI00408017,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,1024.1874527589,237.8023529412,"72,6945131971","79,5387303272",2.4355418612,170,210,85,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,FRI00408285,3347294,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408285,,3.0,21.0,"REPLICATE>BLOCK>PLOT:FRI00408285,REPLICATE>BLOCK:20,REPLICATE:1",rainfed,906.5255731922,259.4117647059,"68,0356863115","76,0005825366",2.3516339869,185,220,100,"-7,96489622510",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,3153water_regimewatered,3335422,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,330.9553541074,70.9702087863,73.4516377499,247.8313530257,1608.8659563232,287.6053245969,127.4778697397,,,2013,22.3746296717,21.5854508521,14.7981389703,84.056,228.064,905.238,-16.0533333333,-37.3112244898,35.4319915948,36.5482945098,25.6278817972,,,,,,,,,,,,,,,,
1108,3153water_regimerainfed,3335176,Cam13,127547,https://doi.org/10.15454/KVWABC,F252_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,293.1137576906,69.8703256132,76.9397410747,179.4286216961,1121.3314659972,215.4729751076,92.9885860813,,,2013,22.3746296717,21.1834572027,14.702519037,84.056,259.512,873.79,-69.0092592593,-15.4397163121,35.4319915948,36.0310767787,25.4082975618,,,,,,,,,,,,,,,,
1109,FRI00406757,3348448,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406757,,13.0,20.0,"REPLICATE>BLOCK>PLOT:FRI00406757,REPLICATE>BLOCK:21,REPLICATE:2",watered,1851.8518518519,311.7176470588,"69,6098426242","71,1713602039",5.7725490196,240,280,130,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,FRI00407034,3348111,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407034,,3.0,6.0,"REPLICATE>BLOCK>PLOT:FRI00407034,REPLICATE>BLOCK:2,REPLICATE:1",watered,1590.0863269284,331.2258823529,"69,6098426242","72,6945131971",5.2667774665,220,260,120,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,FRI00407624,3348004,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407624,,17.0,53.0,"REPLICATE>BLOCK>PLOT:FRI00407624,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,1239.6069538927,241.4917647059,"72,6945131971","79,5387303272",2.9935487084,170,210,80,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,FRI00407865,3347710,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407865,,9.0,49.0,"REPLICATE>BLOCK>PLOT:FRI00407865,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,1623.6772486773,276.9694117647,"72,6945131971","81,1066458669",4.4970893246,190,235,90,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,FRI00408318,3347209,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408318,,2.0,3.0,"REPLICATE>BLOCK>PLOT:FRI00408318,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,1356.7649281935,236.88,"72,6945131971","79,5387303272",3.2139047619,180,220,90,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,3154water_regimewatered,3335423,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,369.4818212001,69.6946357853,72.0753745956,228.985797231,1700.0811048076,268.65278798,123.6171752792,,,2013,22.3993853377,21.5747496374,14.8728321654,109.781,204.618,928.684,-16.6818181818,-37.1916666667,35.8551979912,36.5671236055,25.7499401231,,,,,,,,,,,,,,,,
1115,3154water_regimerainfed,3335177,Cam13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,292.0014404969,72.4207933316,79.7406217758,177.3522034036,1388.5307657533,220.3683762396,85.9822785199,,,2013,22.3993853377,20.8666696835,14.6367820387,109.781,281.832,828.223,-67.0524691358,-15.8740740741,35.8551979912,35.9135401555,25.1877153656,,,,,,,,,,,,,,,,
1116,FRI00406819,3348377,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406819,,11.0,14.0,"REPLICATE>BLOCK>PLOT:FRI00406819,REPLICATE>BLOCK:10,REPLICATE:2",watered,1412.037037037,283.4823529412,"72,6945131971","76,0005825366",4.002875817,245,280,130,"-3,30606933950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,FRI00406942,3348262,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406942,,7.0,26.0,"REPLICATE>BLOCK>PLOT:FRI00406942,REPLICATE>BLOCK:33,REPLICATE:1",watered,1696.2340491752,304.28,"72,6945131971","74,3289392431",5.1613009648,230,270,115,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,FRI00407599,3348015,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407599,,18.0,35.0,"REPLICATE>BLOCK>PLOT:FRI00407599,REPLICATE>BLOCK:8,REPLICATE:3",rainfed,1074.4810744811,224.1505882353,"72,6945131971","81,1066458669",2.4084556489,185,220,85,"-8,41213266980",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,FRI00407883,3347643,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407883,,8.0,46.0,"REPLICATE>BLOCK>PLOT:FRI00407883,REPLICATE>BLOCK:25,REPLICATE:2",rainfed,1216.9312169312,264.2117647059,"72,6945131971","79,5387303272",3.2152754435,185,225,100,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,FRI00408070,3347749,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408070,,10.0,27.0,"REPLICATE>BLOCK>PLOT:FRI00408070,REPLICATE>BLOCK:36,REPLICATE:1",rainfed,1386.9992441421,248.2447058824,"72,6945131971","79,5387303272",3.4431521942,155,190,70,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,3155water_regimewatered,3335424,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,330.613285441,72.6243131392,75.0967409731,242.1826105361,1548.6421942225,278.5477973655,123.2246027669,,,2013,22.3993853377,21.3260196541,14.7873802649,109.781,213.229,896.826,-18.0104166667,-37.3819444444,35.8551979912,36.138203015,25.61959216,,,,,,,,,,,,,,,,
1122,3155water_regimerainfed,3335178,Cam13,127549,https://doi.org/10.15454/B39W9G,H99_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,279.8798165019,73.2504447556,80.4659849116,172.9151221963,1228.007085141,211.4001252698,84.4767443845,,,2013,22.3993853377,20.805577822,14.6478358522,109.781,280.65,805.623,-64.6577380952,-16.2348484848,35.8551979912,35.9271659157,25.1838643933,,,,,,,,,,,,,,,,
1123,FRI00406680,3348540,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406680,,16.0,16.0,"REPLICATE>BLOCK>PLOT:FRI00406680,REPLICATE>BLOCK:24,REPLICATE:2",watered,1875.367430923,314.0470588235,"69,6098426242","71,1713602039",5.8895362589,255,280,125,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,FRI00406888,3348328,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406888,,9.0,28.0,"REPLICATE>BLOCK>PLOT:FRI00406888,REPLICATE>BLOCK:35,REPLICATE:1",watered,2272.3475355054,318.1717647059,"72,6945131971","74,3289392431",7.229968254,260,300,135,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,FRI00407659,3347956,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407659,,16.0,39.0,"REPLICATE>BLOCK>PLOT:FRI00407659,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,1584.1892312481,295.8,"71,1713602039","77,6996082396",4.686031746,210,250,90,"-6,52824803570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,FRI00408011,3347369,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408011,,4.0,30.0,"REPLICATE>BLOCK>PLOT:FRI00408011,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,1361.5520282187,265.9058823529,"72,6945131971","79,5387303272",3.6204469343,200,245,90,"-6,84421713010",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,FRI00408141,3347604,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408141,,8.0,12.0,"REPLICATE>BLOCK>PLOT:FRI00408141,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,1537.5038904451,297.8,"69,6098426242","77,6996082396",4.5786865857,220,250,80,"-8,08976561540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,3156water_regimewatered,3335425,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,370.3208659155,71.3994810246,72.8955198525,257.0494178652,2063.5743699324,289.7719857414,129.5871769316,,,2013,22.3993853377,21.5747496374,14.8098006969,109.781,181.371,928.684,-16.6818181818,-37.1916666667,35.8551979912,36.5671236055,25.6238296773,,,,,,,,,,,,,,,,
1129,3156water_regimerainfed,3335179,Cam13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,325.9922100441,71.2640636388,78.4447021625,208.7386719902,1481.9053409732,248.3760746185,86.9618106391,,,2013,22.3993853377,20.9955941272,14.734601264,109.781,259.14,850.915,-69.5544871795,-15.5724637681,35.8551979912,35.9339702569,25.4345666306,,,,,,,,,,,,,,,,
1130,FRI00406710,3348502,Cam13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406710,,15.0,11.0,"REPLICATE>BLOCK>PLOT:FRI00406710,REPLICATE>BLOCK:14,REPLICATE:2",watered,1590.6084656085,286.9082352941,"71,1713602039","72,6945131971",4.5635866791,230,270,120,"-1,52315299320",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,FRI00406885,3348325,Cam13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406885,,9.0,25.0,"REPLICATE>BLOCK>PLOT:FRI00406885,REPLICATE>BLOCK:35,REPLICATE:1",watered,1631.39329806,327.8541176471,"69,6098426242","72,6945131971",5.3485901027,225,260,120,"-3,08467057290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
