,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,Check,L9,L11,L13,W9,W11,W13
213,R1024B02018,3354233,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02018,,55.0,15.0,"REPLICATE>BLOCK>PLOT:R1024B02018,REPLICATE>BLOCK:5,REPLICATE:2",rainfed,1838.2352941177,379,"81,197629786","84,2066964446",6.9669117647,165,220,70,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
214,R1014B01018,3354237,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01018,,190.0,20.0,"REPLICATE>BLOCK>PLOT:R1014B01018,REPLICATE>BLOCK:3,REPLICATE:1",watered,3066.3145539906,318.6647058824,"76,907533587","76,907533587",9.7712622549,220,280,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
215,R1024B03018,3354726,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03018,,65.0,22.0,"REPLICATE>BLOCK>PLOT:R1024B03018,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,2097.4099099099,332.5647058824,"76,907533587","81,197629786",6.975245098,175,210,90,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
216,R1014B02018,3355154,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02018,,208.0,34.0,"REPLICATE>BLOCK>PLOT:R1014B02018,REPLICATE>BLOCK:35,REPLICATE:2",watered,3262.0614035088,345.1294117647,"76,907533587","75,3318871563",11.2583333333,240,300,130,"1,57564643070",2013,,,,,,,,,,,,,,,,,,,,,,,,,
217,3018water_regimewatered,3337572,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,365.8009479473,75.4820666494,74.6439546353,238.472638397,3176.7424382945,296.3818081434,124.7680875597,,,2013,16.5345686869,21.2480124158,16.0746810468,242.491,179.791,817.044,-11.3194444444,-7.3409090909,29.6375801386,35.9954607985,28.341491153,,,,,,,,,,,,,,
218,3018water_regimerainfed,3337326,Gai13,127417,https://doi.org/10.15454/TPZTSA,FR19_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,399.2150270521,79.2752388509,82.8625409852,167.860088849,1960.1546122861,216.5373883411,79.2322364414,,,2013,16.5345686869,20.7208947811,15.8490544987,242.491,246.287,718.692,-62.2888888889,-37.5027777778,29.6375801386,35.0119231454,28.17705654,,,,,,,,,,,,,,
219,R1024B02019,3355411,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02019,,78.0,11.0,"REPLICATE>BLOCK>PLOT:R1024B02019,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,2703.05907173,340.1647058824,"81,197629786","82,6769095268",9.1948529412,165,215,70,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
220,R1024B01019,3354108,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01019,,52.0,10.0,"REPLICATE>BLOCK>PLOT:R1024B01019,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,2276.2345679012,346.3941176471,"81,197629786","82,6769095268",7.8847426471,140,185,75,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
221,R1014B01019,3354272,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01019,,191.0,25.0,"REPLICATE>BLOCK>PLOT:R1014B01019,REPLICATE>BLOCK:8,REPLICATE:1",watered,2653.7698412698,368.6117647059,"76,907533587","76,907533587",9.7821078431,240,280,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
222,R1024B03019,3355031,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03019,,71.0,21.0,"REPLICATE>BLOCK>PLOT:R1024B03019,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,2306.5476190476,355.7647058824,"81,197629786","84,2066964446",8.2058823529,165,215,70,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
223,R1014B02019,3355391,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02019,,213.0,28.0,"REPLICATE>BLOCK>PLOT:R1014B02019,REPLICATE>BLOCK:29,REPLICATE:2",watered,2962.962962963,394.9411764706,"76,907533587","76,907533587",11.7019607843,225,285,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
224,3019water_regimewatered,3337573,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,435.8713125854,77.4028349398,77.3720738013,228.399749587,2806.5852763256,281.0261850489,105.5895077094,,,2013,16.5844020202,21.3045010101,15.9263256549,264.13,205.81,780.426,-11.13,-7.2578125,29.8342054248,35.9694413501,28.1388976718,,,,,,,,,,,,,,
225,3019water_regimerainfed,3337327,Gai13,127418,https://doi.org/10.15454/PJSPJG,B100_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,412.1821275804,81.2738008786,83.1967551014,155.6479753441,2401.7004610614,202.911719747,72.6197711514,,,2013,16.5844020202,20.7142877046,15.8164535802,264.13,192.981,718.692,-63.9597701149,-37.5027777778,29.8342054248,34.945516848,28.0975816652,,,,,,,,,,,,,,
226,R1024B01020,3355324,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01020,,76.0,9.0,"REPLICATE>BLOCK>PLOT:R1024B01020,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,2442.5287356322,363.3529411765,"85,7952931765","89,1385341643",8.875,180,240,80,"-3,34324098780",2013,,,,,,,,,,,,,,,,,,,,,,,,,
227,R1024B02020,3354388,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02020,,58.0,17.0,"REPLICATE>BLOCK>PLOT:R1024B02020,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,2346.2783171521,425.9352941176,"84,2066964446","85,7952931765",9.993627451,175,245,80,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
228,R1014B01020,3354634,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01020,,198.0,24.0,"REPLICATE>BLOCK>PLOT:R1014B01020,REPLICATE>BLOCK:16,REPLICATE:1",watered,3211.8055555556,361.6941176471,"76,907533587","78,3268313656",11.6169117647,260,335,150,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
229,R1024B03020,3354172,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03020,,54.0,23.0,"REPLICATE>BLOCK>PLOT:R1024B03020,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,1769.8220064725,425.3294117647,"84,2066964446","85,7952931765",7.5275735294,170,215,75,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
230,R1014B02020,3354845,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02020,,202.0,31.0,"REPLICATE>BLOCK>PLOT:R1014B02020,REPLICATE>BLOCK:23,REPLICATE:2",watered,3209.7868217054,363.7294117647,"76,907533587","78,3268313656",11.6749387255,265,335,135,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
231,3020water_regimewatered,3337574,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,422.3521385827,78.2190988431,80.1258297748,259.7828883923,3199.2104646689,331.7182718609,141.6956898414,,,2013,16.9234175084,20.9600848485,15.8527311176,306.933,229.133,757.103,-10.0466666667,-7.4166666667,30.2633014398,35.2600811628,28.1563815723,,,,,,,,,,,,,,
232,3020water_regimerainfed,3337328,Gai13,127419,https://doi.org/10.15454/F8P1TS,EZ11A_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,488.3751098971,84.5998719773,86.8057094323,175.011376477,2197.7015581,235.6284710178,79.2053511509,,,2013,16.9234175084,20.5317373737,15.6740502104,306.933,210.214,650.121,-66.5611111111,-36.4444444444,30.2633014398,34.8308884125,27.8374700872,,,,,,,,,,,,,,
233,R1014B01021,3355186,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01021,,208.0,18.0,"REPLICATE>BLOCK>PLOT:R1014B01021,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",watered,2655.6776556777,402.0058823529,"76,907533587","84,2066964446",10.6759803922,235,285,120,"-7,29916285760",2013,,,,,,,,,,,,,,,,,,,,,,,,,
234,R1014B02021,3354808,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02021,,201.0,27.0,"REPLICATE>BLOCK>PLOT:R1014B02021,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,2747.2527472528,402.0058823529,"76,907533587","78,3268313656",11.0441176471,230,290,130,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
235,R1024B01021,3354700,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01021,,64.0,3.0,"REPLICATE>BLOCK>PLOT:R1024B01021,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2096.3541666667,345.4117647059,"84,2066964446","85,7952931765",7.2410539216,150,220,75,"-1,58859673190",2013,,,,,,,,,,,,,,,,,,,,,,,,,
236,R1024B02021,3354869,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02021,,67.0,12.0,"REPLICATE>BLOCK>PLOT:R1024B02021,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,2032.5203252033,360.8,"81,197629786","84,2066964446",7.3333333333,180,210,90,"-3,00906665860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
237,R1024B03021,3354127,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03021,,53.0,23.0,"REPLICATE>BLOCK>PLOT:R1024B03021,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,1609.8484848485,427.4470588235,"76,907533587","82,6769095268",6.88125,175,210,80,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
238,3021water_regimewatered,3337575,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,450.456277449,75.5718088132,80.2753930687,232.1576537747,2697.9980261091,289.7498018906,125.1998781586,,,2013,16.9257167832,20.9600848485,15.9015367632,305.403,239.732,757.103,-10.0466666667,-7.4166666667,30.3328882334,35.2600811628,28.1756682954,,,,,,,,,,,,,,
239,3021water_regimerainfed,3337329,Gai13,127420,https://doi.org/10.15454/GD6TZS,EZ37_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,437.2164324894,80.8428849767,84.2106696984,169.0362530768,1986.8596691898,213.8691082449,81.0220334658,,,2013,16.9257167832,20.5918614719,15.8339619061,305.403,245.062,693.851,-67.380952381,-37.0762711864,30.3328882334,34.8641451523,28.0344595412,,,,,,,,,,,,,,
240,R1024B02022,3354501,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02022,,60.0,16.0,"REPLICATE>BLOCK>PLOT:R1024B02022,REPLICATE>BLOCK:15,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,2172.256097561,358.8705882353,"81,197629786","81,197629786",7.7955882353,170,205,80,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
241,R1024B01022,3354968,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01022,,69.0,5.0,"REPLICATE>BLOCK>PLOT:R1024B01022,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,2299.7835497836,340.6117647059,"81,197629786","82,6769095268",7.8333333333,170,195,80,"-1,47927974080",2013,,,,,,,,,,,,,,,,,,,,,,,,,
242,R1014B01022,3354857,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01022,,202.0,25.0,"REPLICATE>BLOCK>PLOT:R1014B01022,REPLICATE>BLOCK:26,REPLICATE:1",watered,2999.4979919679,367.1529411765,"73,7103504074","72,1426344005",11.012745098,245,285,125,"1,56771600690",2013,,,,,,,,,,,,,,,,,,,,,,,,,
243,R1024B03022,3355243,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03022,,75.0,28.0,"REPLICATE>BLOCK>PLOT:R1024B03022,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,2371.1622807018,342.4470588235,"76,907533587","76,907533587",8.1199754902,180,215,95,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
244,R1014B02022,3354448,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02022,,194.0,27.0,"REPLICATE>BLOCK>PLOT:R1014B02022,REPLICATE>BLOCK:10,REPLICATE:2",watered,2696.0784313726,379,"73,7103504074","72,1426344005",10.2181372549,230,285,130,"1,56771600690",2013,,,,,,,,,,,,,,,,,,,,,,,,,
245,3022water_regimewatered,3337576,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,417.4093631638,74.7621657609,73.2208836679,238.2618554749,2791.7488825527,282.4304672916,128.3048678357,,,2013,16.7029506605,21.2199908173,16.1512475337,266.079,177.051,842.034,-11.446969697,-7.3271144279,29.9183542014,35.958201614,28.4356339872,,,,,,,,,,,,,,
246,3022water_regimerainfed,3337330,Gai13,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,402.2406294607,79.3480469875,79.9475392466,175.8330895681,2291.7508749153,206.0189236115,84.1604398084,,,2013,16.7029506605,20.9749756828,15.9015367632,266.079,207.876,757.103,-65.5802469136,-37.6505376344,29.9183542014,35.2872604564,28.1756682954,,,,,,,,,,,,,,
247,R1024B02023,3354770,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02023,,65.0,11.0,"REPLICATE>BLOCK>PLOT:R1024B02023,REPLICATE>BLOCK:19,REPLICATE:1,REPLICATE:3,REPLICATE:2",rainfed,2213.5416666667,315.5294117647,"75,3318871563","84,2066964446",6.984375,165,205,70,"-8,87480928830",2013,,,,,,,,,,,,,,,,,,,,,,,,,
248,R1014B01023,3354151,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01023,,188.0,18.0,"REPLICATE>BLOCK>PLOT:R1014B01023,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:2",watered,2258.8951310861,396.3117647059,"76,907533587","84,2066964446",8.9522671569,235,270,120,"-7,29916285760",2013,,,,,,,,,,,,,,,,,,,,,,,,,
249,R1024B01023,3354248,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01023,,55.0,5.0,"REPLICATE>BLOCK>PLOT:R1024B01023,REPLICATE>BLOCK:4,REPLICATE:1",rainfed,1792.6356589147,378.4,"76,907533587","84,2066964446",6.7833333333,180,225,90,"-7,29916285760",2013,,,,,,,,,,,,,,,,,,,,,,,,,
250,R1024B03023,3355250,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03023,,75.0,24.0,"REPLICATE>BLOCK>PLOT:R1024B03023,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,2391.4319248826,316.1588235294,"76,907533587","82,6769095268",7.5607230392,180,215,90,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
251,R1014B02023,3355201,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02023,,209.0,33.0,"REPLICATE>BLOCK>PLOT:R1014B02023,REPLICATE>BLOCK:34,REPLICATE:2",watered,2791.6666666667,341.4705882353,"76,907533587","76,907533587",9.5327205882,235,290,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
252,3023water_regimewatered,3337577,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,416.0009104255,75.5073461067,79.2290011537,237.5524431289,2503.1225183587,285.432410674,109.2944874754,,,2013,16.7824378399,21.098440404,15.9177007532,287.702,228.651,768.184,-10.64,-7.3015873016,30.1340106668,35.6186756118,28.1294095062,,,,,,,,,,,,,,
253,3023water_regimerainfed,3337331,Gai13,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,390.9153618608,76.8725546797,84.0725105648,171.2294213452,2097.7664507099,213.9492851257,83.000505985,,,2013,16.7824378399,20.591758969,15.8339619061,287.702,302.984,693.851,-65.6034482759,-37.0762711864,30.1340106668,34.8214112345,28.0344595412,,,,,,,,,,,,,,
254,R1014B01024,3354632,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01024,,198.0,25.0,"REPLICATE>BLOCK>PLOT:R1014B01024,REPLICATE>BLOCK:17,REPLICATE:1,REPLICATE:3,REPLICATE:2",watered,2710.7007575758,390.8235294118,"72,1426344005","72,1426344005",10.5940563725,235,290,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
255,R1024B01024,3354652,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01024,,63.0,6.0,"REPLICATE>BLOCK>PLOT:R1024B01024,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,2285.8796296296,321.0352941176,"76,907533587","81,197629786",7.3384803922,150,190,60,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
256,R1024B02024,3354750,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02024,,65.0,16.0,"REPLICATE>BLOCK>PLOT:R1024B02024,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,2273.8821138211,357.4235294118,"76,907533587","81,197629786",8.1273897059,140,185,60,"-4,29009619900",2013,,,,,,,,,,,,,,,,,,,,,,,,,
257,R1024B03024,3354301,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03024,,57.0,26.0,"REPLICATE>BLOCK>PLOT:R1024B03024,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,2570.3463203463,339.7058823529,"76,907533587","82,6769095268",8.7316176471,170,215,70,"-5,76937593980",2013,,,,,,,,,,,,,,,,,,,,,,,,,
258,R1014B02024,3355160,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02024,,208.0,31.0,"REPLICATE>BLOCK>PLOT:R1014B02024,REPLICATE>BLOCK:32,REPLICATE:2",watered,2659.3137254902,380,"73,7103504074","73,7103504074",10.1053921569,230,280,110,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
259,3024water_regimewatered,3337578,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,430.2180444604,73.6224720832,74.2284476737,229.4180247208,2661.9155803087,281.7801796121,107.4374529253,,,2013,16.7010275835,21.2480124158,16.0746810468,245.122,226.311,817.044,-11.3194444444,-7.3409090909,29.8997815984,35.9954607985,28.341491153,,,,,,,,,,,,,,
260,3024water_regimerainfed,3337332,Gai13,127423,https://doi.org/10.15454/M33T8W,LH38_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,383.1860712559,76.9945873978,81.7183842757,148.5628833114,2415.0534619369,196.3218812281,62.5283410303,,,2013,16.7010275835,20.8778221874,15.870206179,245.122,246.172,740.064,-62.7356321839,-37.6967213115,29.8997815984,35.1327317371,28.1624275659,,,,,,,,,,,,,,
261,R1024B01025,3355241,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01025,,74.0,2.0,"REPLICATE>BLOCK>PLOT:R1024B01025,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:3,REPLICATE:1,REPLICATE:2",rainfed,2313.112745098,302.8,"89,1385341643","90,7357803826",7.0041053922,150,225,90,"-1,59724621830",2013,,,,,,,,,,,,,,,,,,,,,,,,,
262,R1024B02025,3354462,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02025,,59.0,13.0,"REPLICATE>BLOCK>PLOT:R1024B02025,REPLICATE>BLOCK:12,REPLICATE:2",rainfed,2226.5625,357.1764705882,"89,1385341643","90,7357803826",7.9527573529,185,240,80,"-1,59724621830",2013,,,,,,,,,,,,,,,,,,,,,,,,,
263,R1014B01025,3354900,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01025,,203.0,26.0,"REPLICATE>BLOCK>PLOT:R1014B01025,REPLICATE>BLOCK:27,REPLICATE:1",watered,2390.350877193,422.4705882353,"78,3268313656","79,742995425",10.0985294118,270,295,160,"-1,41616405940",2013,,,,,,,,,,,,,,,,,,,,,,,,,
264,R1024B03025,3354166,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03025,,54.0,26.0,"REPLICATE>BLOCK>PLOT:R1024B03025,REPLICATE>BLOCK:7,REPLICATE:3",rainfed,2582.1596244132,314.4882352941,"85,7952931765","85,7952931765",8.1205882353,190,225,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
265,R1014B02025,3354620,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B02025,,198.0,31.0,"REPLICATE>BLOCK>PLOT:R1014B02025,REPLICATE>BLOCK:14,REPLICATE:2",watered,3113.4259259259,400.2352941176,"76,907533587","78,3268313656",12.4610294118,260,300,160,"-1,41929777860",2013,,,,,,,,,,,,,,,,,,,,,,,,,
266,3025water_regimewatered,3337579,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,watered,461.5380342874,78.1617257857,80.1056247362,259.6349996971,2804.7874782587,294.3155170799,155.2891440786,,,2013,16.5844020202,20.9749756828,15.8527311176,264.13,229.133,757.103,-10.4783950617,-7.4166666667,29.8342054248,35.2872604564,28.1563815723,,,,,,,,,,,,,,
267,3025water_regimerainfed,3337333,Gai13,127424,https://doi.org/10.15454/EYCTRV,Oh02_H,Biogemma Gaillac 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,367.3299220675,88.5333407014,89.4200751331,174.6989066227,2417.5060556888,230.5454272991,90.181623384,,,2013,16.5844020202,20.3477748069,15.6421386222,264.13,214.354,602.69,-61.3382352941,-36.7181818182,29.8342054248,34.7906046608,27.6776880196,,,,,,,,,,,,,,
268,R1024B01026,3355235,Gai13,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B01026,,74.0,8.0,"REPLICATE>BLOCK>PLOT:R1024B01026,REPLICATE>BLOCK:34,REPLICATE:1",rainfed,2611.9402985075,302.2882352941,"79,742995425","81,197629786",7.8955882353,160,190,80,"-1,45463436100",2013,,,,,,,,,,,,,,,,,,,,,,,,,
269,R1024B02026,3354283,Gai13,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B02026,,56.0,13.0,"REPLICATE>BLOCK>PLOT:R1024B02026,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,2364.8648648649,337.3529411765,"76,907533587","79,742995425",7.9779411765,165,205,80,"-2,83546183800",2013,,,,,,,,,,,,,,,,,,,,,,,,,
270,R1014B01026,3355405,Gai13,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1014B01026,,213.0,21.0,"REPLICATE>BLOCK>PLOT:R1014B01026,REPLICATE>BLOCK:31,REPLICATE:1",watered,3009.2592592593,331.2,"72,1426344005","72,1426344005",9.9666666667,240,285,100,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,
271,R1024B03026,3354622,Gai13,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,Biogemma Gaillac 2013,REPLICATE>BLOCK>PLOT,,,R1024B03026,,63.0,23.0,"REPLICATE>BLOCK>PLOT:R1024B03026,REPLICATE>BLOCK:13,REPLICATE:3",rainfed,1973.0392156863,387.5,"75,3318871563","79,742995425",7.6455269608,165,195,80,"-4,41110826870",2013,,,,,,,,,,,,,,,,,,,,,,,,,
