,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L11,L13,W11,W13,Check,L12,L14,W12,W14,L10,W10,L15,W15
1396,402539,3349250,Cra12,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402539.0,,9.0,7.0,"REPLICATE>BLOCK>PLOT:402539,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1712.8279883382,262.7945701357,"74,7699030262","77,8429481934",4.5012189491,155,195,60,"-3,07304516720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1397,402591,3349306,Cra12,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402591.0,,8.0,14.0,"REPLICATE>BLOCK>PLOT:402591,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1311.9533527697,262.3727272727,"74,7699030262","76,304846632",3.4422077922,145,190,65,"-1,53494360580",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1398,402789,3349521,Cra12,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402789.0,,2.0,32.0,"REPLICATE>BLOCK>PLOT:402789,REPLICATE>BLOCK:2,REPLICATE:3",rainfed,1781.6650469712,239.5482352941,"73,2127793108","77,8429481934",4.2679471789,140,180,60,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1399,400637,3350103,Cra12,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400637.0,,20.0,12.0,"REPLICATE>BLOCK>PLOT:400637,REPLICATE>BLOCK:20,REPLICATE:1",watered,2119.8620293188,275.1889237092,"74,7699030262","76,304846632",5.8336255026,180,230,90,"-1,53494360580",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1400,3193water_regimewatered,3335951,Cra12,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,287.4253605101,74.1332695215,74.7099271837,163.1815048449,1859.5954576677,213.8887615001,82.2656691499,,,2012,19.2823628255,23.0259813213,20.1689090022,185.525,213.257,942.735,-43.7958333333,-18.4633333333,34.9295622183,35.8727042006,32.8575019611,,,,,,,,,,,,,,
1401,3193water_regimerainfed,3335705,Cra12,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,263.1064824428,74.8991865657,78.7631397823,133.8877470598,925.8602197848,174.4015054211,57.1260636768,,,2012,19.2823628255,23.005751156,20.0749190144,185.525,234.94,912.7,-108.0318181818,-10.5434782609,34.9295622183,35.887514578,32.7024333124,,,,,,,,,,,,,,
1402,402574,3349288,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402574.0,,8.0,31.0,"REPLICATE>BLOCK>PLOT:402574,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1567.055393586,266.1647058824,"71,3522943923","71,3522943923",4.1709483794,130,165,45,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1403,400693,3350043,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400693.0,,18.0,4.0,"REPLICATE>BLOCK>PLOT:400693,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",watered,1749.7383568812,302.3202260468,"71,3522943923","73,2127793108",5.2898129557,180,220,85,"-1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1404,402242,3348929,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402242.0,,18.0,3.0,"REPLICATE>BLOCK>PLOT:402242,REPLICATE>BLOCK:18,REPLICATE:1,REPLICATE:2,REPLICATE:1,REPLICATE:3",rainfed,646.9979296066,259.040361991,"73,2127793108","77,8429481934",1.6759857789,125,165,50,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1405,400813,3349931,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400813.0,,13.0,21.0,"REPLICATE>BLOCK>PLOT:400813,REPLICATE>BLOCK:13,REPLICATE:2",watered,2346.9387755102,289.4146695715,"73,2127793108","74,7699030262",6.7923851022,190,235,85,"-1,55712371540",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1406,402806,3349539,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402806.0,,2.0,15.0,"REPLICATE>BLOCK>PLOT:402806,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,1206.5637065637,277.3654545455,"74,7699030262","74,7699030262",3.3465909091,150,180,55,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1407,3194water_regimewatered,3335952,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,302.8667597196,72.6882218683,73.8159605997,173.9950612218,1841.1849256013,220.5247788435,81.4786880046,,,2012,18.9955280916,23.0467523865,20.2396770005,167.226,212.247,947.731,-45.0125,-18.0288461538,34.7337700641,35.8372861787,33.019813885,,,,,,,,,,,,,,
1408,3194water_regimerainfed,3335706,Cra12,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,279.4525945989,72.9869419691,75.3041045979,131.1356375487,1010.2455506018,164.3631082028,48.9255577855,,,2012,18.9955280916,23.0353883733,20.29402975,167.226,233.688,910.647,-118.0357142857,-10.89,34.7337700641,35.9054969096,33.0483369857,,,,,,,,,,,,,,
1409,400609,3350126,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400609.0,,21.0,9.0,"REPLICATE>BLOCK>PLOT:400609,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,1724.633515378,275.1889237092,"69,7269833316","73,2127793108",4.7460004089,120,215,70,"-3,48579597920",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1410,402440,3349143,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402440.0,,12.0,21.0,"REPLICATE>BLOCK>PLOT:402440,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,518.1760204082,239.8836363636,"71,3522943923",NA,1.2430194805,130,170,40,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1411,400964,3349749,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400964.0,,6.0,21.0,"REPLICATE>BLOCK>PLOT:400964,REPLICATE>BLOCK:6,REPLICATE:2",watered,1785.7142857143,289.4146695715,"66,1757668336","66,1757668336",5.1681190995,155,210,65,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1412,402848,3349585,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402848.0,,1.0,28.0,"REPLICATE>BLOCK>PLOT:402848,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,1432.7648867766,277.5717647059,"67,98521909","69,7269833316",3.9769507803,130,180,55,"-1,74176424160",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1413,402750,3349479,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402750.0,,3.0,2.0,"REPLICATE>BLOCK>PLOT:402750,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,382.6530612245,262.7945701357,"74,7699030262","74,7699030262",1.0055914674,105,150,50,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1414,3195water_regimewatered,3335953,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,291.2974906184,68.6332260404,70.9149860133,144.5723194751,1942.0829372055,211.7169790083,69.2035652849,,,2012,18.7334623909,22.9435944918,20.3608834605,148.273,234.144,971.814,-46.0875,-17.4722222222,34.6229305046,35.8251071719,33.103300435,,,,,,,,,,,,,,
1415,3195water_regimerainfed,3335707,Cra12,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,279.167171773,70.8527085224,72.9470669103,120.0600966836,774.2866592055,168.030715156,45.1722589421,,,2012,18.7334623909,23.1034233255,20.3464063825,148.273,234.123,932.088,-120.9464285714,-12.5432692308,34.6229305046,35.8902992774,33.1362822887,,,,,,,,,,,,,,
1416,402550,3349262,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402550.0,,9.0,18.0,"REPLICATE>BLOCK>PLOT:402550,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,294.3485086342,243.6318181818,"74,7699030262","80,9101623179",0.7171266234,130,170,70,"-6,14025929170",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1417,400828,3349870,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400828.0,,11.0,13.0,"REPLICATE>BLOCK>PLOT:400828,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2757.859900717,285.5558073106,"69,7269833316","77,8429481934",7.875229104,210,260,110,"-8,11596486180",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1418,400706,3350023,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400706.0,,17.0,10.0,"REPLICATE>BLOCK>PLOT:400706,REPLICATE>BLOCK:17,REPLICATE:1",watered,2147.3779385172,306.1961263807,"73,2127793108","77,8429481934",6.5751880665,155,195,80,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1419,402493,3349200,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402493.0,,11.0,33.0,"REPLICATE>BLOCK>PLOT:402493,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,179.2608935466,351.7176470588,"76,304846632",NA,0.6304921969,90,130,40,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1420,402390,3349090,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402390.0,,13.0,2.0,"REPLICATE>BLOCK>PLOT:402390,REPLICATE>BLOCK:13,REPLICATE:1",rainfed,NA,NA,"71,3522943923",NA,0.4309677717,115,155,50,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1421,3196water_regimewatered,3335954,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,300.5679171206,70.5285341992,75.4333310029,160.2282181946,1997.1792645716,204.4182194177,83.5307662452,,,2012,19.4184040437,23.0259813213,20.1840602339,183.688,255.564,957.556,-43.7958333333,-18.4633333333,35.0297764736,35.8727042006,32.835760714,,,,,,,,,,,,,,
1422,3196water_regimerainfed,3335708,Cra12,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,309.6250329031,74.375545197,82.1519928937,115.5383930085,537.7444607008,157.1897276004,53.0183499586,,,2012,19.4184040437,23.126220967,19.8132987709,183.688,293.042,886.209,-100.0604166667,-10.369047619,35.0297764736,35.8770381628,32.4984294293,,,,,,,,,,,,,,
1423,400602,3350119,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400602.0,,21.0,2.0,"REPLICATE>BLOCK>PLOT:400602,REPLICATE>BLOCK:21,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,1147.9591836735,271.3130233753,"73,2127793108","79,3444082809",3.1145627683,155,195,30,"-6,13162897010",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1424,401104,3349621,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,401104.0,,1.0,24.0,"REPLICATE>BLOCK>PLOT:401104,REPLICATE>BLOCK:1,REPLICATE:2",watered,1938.7755102041,289.4146695715,"73,2127793108","73,2127793108",5.6111007366,150,195,75,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1425,402348,3349044,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402348.0,,15.0,32.0,"REPLICATE>BLOCK>PLOT:402348,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,637.7551020408,281.3741176471,"71,3522943923","77,8429481934",1.7944777911,110,150,55,"-6,49065380110",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1426,402770,3349500,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402770.0,,3.0,22.0,"REPLICATE>BLOCK>PLOT:402770,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,1203.6504742742,266.1209090909,"74,7699030262","76,304846632",3.2031655844,150,190,70,"-1,53494360580",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1427,402809,3349542,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402809.0,,2.0,12.0,"REPLICATE>BLOCK>PLOT:402809,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,1594.387755102,225.2524886878,"74,7699030262","77,8429481934",3.5913980977,130,170,55,"-3,07304516720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1428,3197water_regimewatered,3335955,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,288.3849425314,73.3116999364,75.0598748045,173.5411006141,1953.0292935107,208.888640427,65.4444320382,,,2012,19.5962124679,23.0193287092,20.1689090022,204.267,213.257,942.735,-44.0745614035,-18.4633333333,35.1182552036,35.8192765372,32.8575019611,,,,,,,,,,,,,,
1429,3197water_regimerainfed,3335709,Cra12,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,263.149778756,74.0724476039,77.5059588926,126.8478531335,1020.976215774,163.3924907333,58.9214154244,,,2012,19.5962124679,23.0105991158,20.129602725,204.267,235.883,903.664,-110.6925,-10.6979166667,35.1182552036,35.8107517543,32.8734550629,,,,,,,,,,,,,,
1430,402598,3349314,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402598.0,,8.0,7.0,"REPLICATE>BLOCK>PLOT:402598,REPLICATE>BLOCK:8,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1295.7563977972,236.5151131222,"71,3522943923","76,304846632",3.06465971,125,165,65,"-4,95255223970",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1431,401019,3349689,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,401019.0,,4.0,14.0,"REPLICATE>BLOCK>PLOT:401019,REPLICATE>BLOCK:4,REPLICATE:2",watered,2628.3240568955,254.6849092229,"69,7269833316","71,3522943923",6.6939447384,180,225,75,"-1,62531106070",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1432,400657,3350074,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400657.0,,19.0,9.0,"REPLICATE>BLOCK>PLOT:400657,REPLICATE>BLOCK:19,REPLICATE:1",watered,2586.4512471655,279.0648240432,"71,3522943923","76,304846632",7.2178756219,140,195,60,"-4,95255223970",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1433,402645,3349365,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402645.0,,6.0,32.0,"REPLICATE>BLOCK>PLOT:402645,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,1328.656462585,273.7694117647,"73,2127793108","73,2127793108",3.637454982,140,180,55,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1434,402727,3349454,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402727.0,,4.0,22.0,"REPLICATE>BLOCK>PLOT:402727,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,1348.3965014577,262.3727272727,"73,2127793108","74,7699030262",3.5378246753,130,165,55,"-1,55712371540",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1435,3198water_regimewatered,3335956,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,277.5068786873,70.8229993602,73.4898017645,158.4777078225,2794.8248738335,209.7162868368,68.8346438707,,,2012,19.0853044961,23.0467523865,20.2396770005,165.702,234.123,947.731,-45.0125,-18.0288461538,34.8479727747,35.8372861787,33.019813885,,,,,,,,,,,,,,
1436,3198water_regimerainfed,3335710,Cra12,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,269.6046002051,72.74924314,76.1709348187,127.3324127605,1112.4444895301,165.1929990224,57.3995368042,,,2012,19.0853044961,23.0267223946,20.129602725,165.702,256.314,903.664,-113.375,-10.6979166667,34.8479727747,35.8938279991,32.8734550629,,,,,,,,,,,,,,
1437,402690,3349414,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402690.0,,5.0,14.0,"REPLICATE>BLOCK>PLOT:402690,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1568.5328185328,277.3654545455,"74,7699030262","74,7699030262",4.3505681818,120,165,45,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1438,400772,3349957,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400772.0,,14.0,21.0,"REPLICATE>BLOCK>PLOT:400772,REPLICATE>BLOCK:14,REPLICATE:2",watered,2416.7561761547,293.2735318325,"71,3522943923","76,304846632",7.0877061936,175,215,70,"-4,95255223970",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1439,400750,3349967,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400750.0,,15.0,6.0,"REPLICATE>BLOCK>PLOT:400750,REPLICATE>BLOCK:15,REPLICATE:1",watered,2278.9115646259,290.692525045,"71,3522943923","73,2127793108",6.6246255708,180,230,75,"-1,86048491850",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1440,402486,3349193,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402486.0,,11.0,26.0,"REPLICATE>BLOCK>PLOT:402486,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,1629.8185941043,273.7694117647,"73,2127793108","73,2127793108",4.4619447779,145,185,60,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1441,402822,3349557,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402822.0,,1.0,2.0,"REPLICATE>BLOCK>PLOT:402822,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,792.3623995053,247.7777375566,"74,7699030262","74,7699030262",1.9632976267,120,160,55,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1442,3199water_regimewatered,3335957,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,301.5847682209,70.6793122876,72.6345621014,168.9066138416,2260.5467668296,220.7372275646,75.1767281361,,,2012,19.7092304782,23.0868546277,20.2216929843,225.881,234.123,964.176,-46.1617647059,-18.0288461538,35.2164775128,35.6480821573,32.9457461524,,,,,,,,,,,,,,
1443,3199water_regimerainfed,3335711,Cra12,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,287.4903317654,73.340423225,74.5101539334,130.7918276266,1142.4977956315,174.1265335961,51.0377787963,,,2012,19.7092304782,23.0713687099,20.1840602339,225.881,213.257,957.556,-112.9416666667,-10.89,35.2164775128,35.7381726779,32.835760714,,,,,,,,,,,,,,
1444,402625,3349343,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402625.0,,7.0,21.0,"REPLICATE>BLOCK>PLOT:402625,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,804.5525902669,243.6318181818,"74,7699030262",NA,1.9601461039,115,150,55,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1445,400664,3350056,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400664.0,,18.0,16.0,"REPLICATE>BLOCK>PLOT:400664,REPLICATE>BLOCK:19,REPLICATE:2",watered,1954.6779750861,297.1323940934,"74,7699030262","77,8429481934",5.8079814642,160,210,80,"-3,07304516720",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1446,400849,3349866,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400849.0,,11.0,9.0,"REPLICATE>BLOCK>PLOT:400849,REPLICATE>BLOCK:11,REPLICATE:1",watered,3022.7844562483,282.9407243771,"71,3522943923","74,7699030262",8.5526882369,185,230,90,"-3,41760863390",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1447,402206,3348890,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402206.0,,19.0,34.0,"REPLICATE>BLOCK>PLOT:402206,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,844.2225811188,264.2635294118,"73,2127793108",NA,2.230972389,125,165,45,,2012,,,,,,,,,,,,,,,,,,,,,,,,,
1448,402472,3349177,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402472.0,,11.0,12.0,"REPLICATE>BLOCK>PLOT:402472,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,1723.6624379482,277.8114027149,"73,2127793108","77,8429481934",4.7885307969,150,190,70,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1449,3200water_regimewatered,3335958,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,299.6794571275,73.4090468206,74.6542418846,159.6456973243,2241.5623031676,207.8698960461,82.3974481514,,,2012,19.5962124679,23.0193287092,20.1124454708,204.267,213.257,965.994,-44.0745614035,-18.4633333333,35.1182552036,35.8192765372,32.7651179426,,,,,,,,,,,,,,
1450,3200water_regimerainfed,3335712,Cra12,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,279.558005441,73.8409025211,77.9153705372,133.7645213818,1281.9574401539,174.4345622017,59.5636922692,,,2012,19.5962124679,22.9987687847,19.9450244853,204.267,258.113,927.95,-106.1,-10.5434782609,35.1182552036,35.8398805196,32.3971977885,,,,,,,,,,,,,,
1451,400960,3349778,Cra12,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,400960.0,,7.0,24.0,"REPLICATE>BLOCK>PLOT:400960,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,2639.5975056689,277.8380827887,"71,3522943923","69,7269833316",7.3338071031,150,210,80,"1,62531106070",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1452,402634,3349353,Cra12,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402634.0,,7.0,30.0,"REPLICATE>BLOCK>PLOT:402634,REPLICATE>BLOCK:7,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,2108.1349206349,273.7694117647,"73,2127793108","73,2127793108",5.7714285714,125,170,65,"0,00000000000",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1453,401082,3349597,Cra12,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,401082.0,,1.0,2.0,"REPLICATE>BLOCK>PLOT:401082,REPLICATE>BLOCK:1,REPLICATE:1",watered,1327.9284316466,282.9407243771,"71,3522943923","79,3444082809",3.7572503237,140,180,70,"-7,99211388860",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1454,402155,3348836,Cra12,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402155.0,,20.0,18.0,"REPLICATE>BLOCK>PLOT:402155,REPLICATE>BLOCK:20,REPLICATE:2",rainfed,399.7867803838,251.1281818182,"71,3522943923","74,7699030262",1.0039772727,110,145,55,"-3,41760863390",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1455,402324,3349018,Cra12,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,KWS Caracal 2012,REPLICATE>BLOCK>PLOT,,,402324.0,,15.0,8.0,"REPLICATE>BLOCK>PLOT:402324,REPLICATE>BLOCK:15,REPLICATE:1",rainfed,1522.9972586049,251.5319457014,"73,2127793108","77,8429481934",3.8308246375,120,160,50,"-4,63016888260",2012,,,,,,,,,,,,,,,,,,,,,,,,,
1456,3201water_regimewatered,3335959,Cra12,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,KWS Caracal 2012,VIRTUAL_TRIAL,,,,,,,,watered,290.4813068662,71.1259296375,74.930053391,153.6199227501,2002.4343335113,197.6037264627,78.7956605439,,,2012,18.7334623909,23.0899999065,20.1861680191,148.273,255.564,926.29,-42.3598484848,-18.4633333333,34.6229305046,35.9529998343,32.9312743507,,,,,,,,,,,,,,
