,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,W10,W12,Check
960,233135,3345723,Cam12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233135.0,,1.0,56.0,"REPLICATE>BLOCK>PLOT:233135,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,NA,NA,"68,9320610081","78,4377444101",3.0838095238,155,190,75,"-9,50568340200",2012,,,,,,,,,,,,,,,,,
961,3135water_regimewatered,3334912,Cam12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,68.2561771809,71.0704198085,228.2629758701,1588.5253111481,265.0312696409,101.799823931,,,2012,20.4811845949,20.4403489049,19.2723767493,89.396,273.814,1278.754,-27.8684210526,-18.6510416667,36.6234866441,36.6507720879,33.77108575,,,,,,
962,3135water_regimerainfed,3334666,Cam12,127529,https://doi.org/10.15454/Y8KSIC,F04402_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,68.8730677753,79.6683352635,142.6349380578,909.0794308058,179.4262728913,75.2927648913,,,2012,20.4811845949,20.0011920582,19.2684008821,89.396,402.317,1164.589,-88.18,-13.1724137931,36.6234866441,36.4185423666,33.5115472784,,,,,,
963,123136,3347014,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123136.0,,12.0,13.0,"REPLICATE>BLOCK>PLOT:123136,REPLICATE>BLOCK:10,REPLICATE:2",watered,NA,NA,"72,0909156051","81,5768017006",2.6084606287,190,235,105,"-9,48588609550",2012,,,,,,,,,,,,,,,,,
964,113136,3346725,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113136.0,,6.0,3.0,"REPLICATE>BLOCK>PLOT:113136,REPLICATE>BLOCK:21,REPLICATE:1",watered,NA,NA,"70,4966242956","81,5768017006",3.5367432306,190,225,110,"-11,08017740500",2012,,,,,,,,,,,,,,,,,
965,223136,3346478,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223136.0,,17.0,43.0,"REPLICATE>BLOCK>PLOT:223136,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,NA,NA,"72,0909156051","86,1419677247",0.7126075319,140,170,80,"-14,05105211960",2012,,,,,,,,,,,,,,,,,
966,213136,3345992,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213136.0,,10.0,10.0,"REPLICATE>BLOCK>PLOT:213136,REPLICATE>BLOCK:2,REPLICATE:1",rainfed,NA,NA,"70,4966242956","84,5738619048",1.0935113601,140,175,70,"-14,07723760920",2012,,,,,,,,,,,,,,,,,
967,233136,3345820,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233136.0,,5.0,29.0,"REPLICATE>BLOCK>PLOT:233136,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,NA,NA,"75,2730380189","86,1419677247",0.7632119514,140,170,80,"-10,86892970580",2012,,,,,,,,,,,,,,,,,
968,3136water_regimewatered,3334913,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,71.4666677405,81.6362222184,188.9061964409,946.4469858029,229.776454429,109.7257328843,,,2012,20.4811845949,20.0040308252,19.3365672939,89.396,378.003,1103.913,-24.9423076923,-18.8538011696,36.6234866441,36.4903021498,33.7779057778,,,,,,
969,3136water_regimerainfed,3334667,Cam12,127530,https://doi.org/10.15454/2BEETM,F04701_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,73.9767316863,86.7978070843,138.0535948974,222.7914360505,169.6713528187,75.7923663131,,,2012,20.4811845949,20.2165755346,19.1858718524,89.396,402.428,1053.827,-78.4540229885,-12.8395061728,36.6234866441,36.5391811272,33.3450736581,,,,,,
970,123137,3347015,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123137.0,,15.0,24.0,"REPLICATE>BLOCK>PLOT:123137,REPLICATE>BLOCK:24,REPLICATE:2",watered,NA,NA,"70,4966242956","72,0909156051",2.5270837224,195,225,110,"-1,59429130950",2012,,,,,,,,,,,,,,,,,
971,113137,3346726,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113137.0,,1.0,2.0,"REPLICATE>BLOCK>PLOT:113137,REPLICATE>BLOCK:1,REPLICATE:1",watered,NA,NA,"70,4966242956","72,0909156051",2.2669106754,195,230,105,"-1,59429130950",2012,,,,,,,,,,,,,,,,,
972,223137,3346358,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223137.0,,15.0,50.0,"REPLICATE>BLOCK>PLOT:223137,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,NA,NA,"72,0909156051","86,1419677247",0.5678431373,120,150,70,"-14,05105211960",2012,,,,,,,,,,,,,,,,,
973,213137,3346307,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213137.0,,15.0,5.0,"REPLICATE>BLOCK>PLOT:213137,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,NA,NA,"70,4966242956","76,8285955506",0.8334242141,140,170,80,"-6,33197125500",2012,,,,,,,,,,,,,,,,,
974,233137,3345735,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233137.0,,2.0,38.0,"REPLICATE>BLOCK>PLOT:233137,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,NA,NA,"72,0909156051","81,5768017006",0.6814690321,130,165,80,"-9,48588609550",2012,,,,,,,,,,,,,,,,,
975,3137water_regimewatered,3334914,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,70.307030853,71.6229490024,194.0496250169,707.4609780567,225.5582858736,107.0613038778,,,2012,20.4811845949,20.4403489049,19.2723767493,89.396,249.501,1278.754,-27.8684210526,-18.6510416667,36.6234866441,36.6507720879,33.77108575,,,,,,
976,3137water_regimerainfed,3334668,Cam12,127531,https://doi.org/10.15454/G6TRI1,F04702_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,69.8122165614,81.4912646114,127.5183107252,173.45958401,159.0941528554,75.1744557614,,,2012,20.4811845949,20.0040308252,19.331321382,89.396,403.081,1117.016,-85.4038461538,-13.1228070175,36.6234866441,36.4903021498,33.6945727016,,,,,,
977,123138,3347016,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123138.0,,17.0,27.0,"REPLICATE>BLOCK>PLOT:123138,REPLICATE>BLOCK:32,REPLICATE:2",watered,NA,NA,"72,0909156051","72,0909156051",5.9419819483,200,230,115,"0,00000000000",2012,,,,,,,,,,,,,,,,,
978,113138,3346727,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113138.0,,2.0,8.0,"REPLICATE>BLOCK>PLOT:113138,REPLICATE>BLOCK:6,REPLICATE:1",watered,NA,NA,"68,9320610081","72,0909156051",6.3054789916,205,240,105,"-3,15885459700",2012,,,,,,,,,,,,,,,,,
979,223138,3346486,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223138.0,,17.0,50.0,"REPLICATE>BLOCK>PLOT:223138,REPLICATE>BLOCK:32,REPLICATE:2",rainfed,NA,NA,"68,9320610081","81,5768017006",1.7870600685,130,160,80,"-12,64474069250",2012,,,,,,,,,,,,,,,,,
980,213138,3346494,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213138.0,,18.0,1.0,"REPLICATE>BLOCK>PLOT:213138,REPLICATE>BLOCK:33,REPLICATE:1",rainfed,NA,NA,"75,2730380189","86,1419677247",1.2867600373,115,150,65,"-10,86892970580",2012,,,,,,,,,,,,,,,,,
981,233138,3345958,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233138.0,,9.0,37.0,"REPLICATE>BLOCK>PLOT:233138,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,NA,NA,"80,0134329032","84,5738619048",2.0624239029,135,160,70,"-4,56042900160",2012,,,,,,,,,,,,,,,,,
982,3138water_regimewatered,3334915,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,70.5202146915,72.2603294011,201.3311034378,1933.8318659463,234.514276717,110.234623493,,,2012,20.0961815536,20.6831007497,19.2652301985,67.73,250.376,1244.643,-26.4772727273,-18.8888888889,36.4726920779,36.5421415505,33.9345049241,,,,,,
983,3138water_regimerainfed,3334669,Cam12,127532,https://doi.org/10.15454/LT9EBP,F05101_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,71.3707835599,82.6305687841,128.6697802258,627.0511702008,158.655643128,72.3420460837,,,2012,20.0961815536,20.2657147619,19.3009531459,67.73,403.58,1091.439,-82.4597701149,-13.056547619,36.4726920779,36.5559911621,33.6286836926,,,,,,
984,233139,3345762,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233139.0,,3.0,34.0,"REPLICATE>BLOCK>PLOT:233139,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,NA,NA,"70,4966242956","78,4377444101",2.2238941799,150,180,80,"-7,94112011450",2012,,,,,,,,,,,,,,,,,
985,123139,3347017,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123139.0,,12.0,22.0,"REPLICATE>BLOCK>PLOT:123139,REPLICATE>BLOCK:12,REPLICATE:2",watered,NA,NA,"72,0909156051","75,2730380189",4.3380168067,205,235,95,"-3,18212241380",2012,,,,,,,,,,,,,,,,,
986,113139,3346728,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113139.0,,1.0,17.0,"REPLICATE>BLOCK>PLOT:113139,REPLICATE>BLOCK:3,REPLICATE:1",watered,NA,NA,"68,9320610081","72,0909156051",5.5592517896,205,240,100,"-3,15885459700",2012,,,,,,,,,,,,,,,,,
987,223139,3346348,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223139.0,,15.0,41.0,"REPLICATE>BLOCK>PLOT:223139,REPLICATE>BLOCK:22,REPLICATE:2",rainfed,NA,NA,"72,0909156051","84,5738619048",0.8881618425,130,160,75,"-12,48294629970",2012,,,,,,,,,,,,,,,,,
988,213139,3346140,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213139.0,,12.0,27.0,"REPLICATE>BLOCK>PLOT:213139,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,NA,NA,"72,0909156051","84,5738619048",1.1710102708,130,165,65,"-12,48294629970",2012,,,,,,,,,,,,,,,,,
989,3139water_regimewatered,3334916,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,70.4185099304,73.3295155029,206.2297342502,1509.3934880935,238.4099663006,98.1401486049,,,2012,20.3471009675,20.5606633705,19.1980683593,77.708,275.454,1267.139,-26.6349206349,-18.8888888889,36.7456107774,36.4021920252,33.692130053,,,,,,
990,3139water_regimerainfed,3334670,Cam12,127533,https://doi.org/10.15454/PQQBMH,F05404_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,71.9726341835,82.56526752,134.7152270362,570.9973271167,166.8295047136,72.6679885145,,,2012,20.3471009675,20.1589800851,19.2926518775,77.708,403.58,1099.597,-82.7916666667,-13.056547619,36.7456107774,36.4515236471,33.4496615166,,,,,,
991,123140,3347018,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123140.0,,18.0,23.0,"REPLICATE>BLOCK>PLOT:123140,REPLICATE>BLOCK:36,REPLICATE:2",watered,NA,NA,"68,9320610081","78,4377444101",2.3390289449,210,255,100,"-9,50568340200",2012,,,,,,,,,,,,,,,,,
992,113140,3346729,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113140.0,,7.0,2.0,"REPLICATE>BLOCK>PLOT:113140,REPLICATE>BLOCK:25,REPLICATE:1",watered,NA,NA,"68,9320610081","73,6998526186",2.5856557734,220,250,100,"-4,76779161050",2012,,,,,,,,,,,,,,,,,
993,223140,3346160,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223140.0,,12.0,44.0,"REPLICATE>BLOCK>PLOT:223140,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,NA,NA,"68,9320610081","81,5768017006",0.7585434174,150,180,70,"-12,64474069250",2012,,,,,,,,,,,,,,,,,
994,213140,3346451,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213140.0,,17.0,19.0,"REPLICATE>BLOCK>PLOT:213140,REPLICATE>BLOCK:31,REPLICATE:1",rainfed,NA,NA,"68,9320610081","84,5738619048",0.5481680672,140,175,80,"-15,64180089670",2012,,,,,,,,,,,,,,,,,
995,233140,3345913,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233140.0,,7.0,54.0,"REPLICATE>BLOCK>PLOT:233140,REPLICATE>BLOCK:28,REPLICATE:3",rainfed,NA,NA,"68,9320610081","81,5768017006",0.9920174292,155,185,80,"-12,64474069250",2012,,,,,,,,,,,,,,,,,
996,3140water_regimewatered,3334917,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,69.0183967047,76.7168458566,216.4709786167,856.7308087066,253.3636040999,99.982191699,,,2012,20.0961815536,20.6109729845,19.1798477944,67.73,320.778,1221.815,-25.4444444444,-19.0464480874,36.4726920779,36.2829224865,33.6997952668,,,,,,
997,3140water_regimerainfed,3334671,Cam12,127534,https://doi.org/10.15454/AIXVTG,F608_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,69.3585973348,81.4832206454,147.56989977,352.6024347889,179.4983776653,76.5025060172,,,2012,20.0961815536,20.2329265826,19.3226698443,67.73,403.081,1125.174,-84.8035714286,-13.1228070175,36.4726920779,36.5146407662,33.5173462901,,,,,,
998,123141,3347019,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123141.0,,16.0,28.0,"REPLICATE>BLOCK>PLOT:123141,REPLICATE>BLOCK:28,REPLICATE:2",watered,NA,NA,"70,4966242956","75,2730380189",6.5675717398,230,270,110,"-4,77641372330",2012,,,,,,,,,,,,,,,,,
999,113141,3346730,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113141.0,,4.0,20.0,"REPLICATE>BLOCK>PLOT:113141,REPLICATE>BLOCK:15,REPLICATE:1",watered,NA,NA,"68,9320610081","72,0909156051",5.3554422658,225,260,115,"-3,15885459700",2012,,,,,,,,,,,,,,,,,
1000,223141,3346096,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223141.0,,11.0,44.0,"REPLICATE>BLOCK>PLOT:223141,REPLICATE>BLOCK:7,REPLICATE:2",rainfed,NA,NA,"70,4966242956","84,5738619048",2.1525950825,135,170,70,"-14,07723760920",2012,,,,,,,,,,,,,,,,,
1001,213141,3346331,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213141.0,,15.0,26.0,"REPLICATE>BLOCK>PLOT:213141,REPLICATE>BLOCK:24,REPLICATE:1",rainfed,NA,NA,"72,0909156051","84,5738619048",2.2876626206,130,160,60,"-12,48294629970",2012,,,,,,,,,,,,,,,,,
1002,233141,3345694,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233141.0,,1.0,30.0,"REPLICATE>BLOCK>PLOT:233141,REPLICATE>BLOCK:1,REPLICATE:3",rainfed,NA,NA,"70,4966242956","78,4377444101",2.8163137255,155,180,80,"-7,94112011450",2012,,,,,,,,,,,,,,,,,
1003,3141water_regimewatered,3334918,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,69.825878316,74.0781137062,225.2217945082,1736.3642011057,264.2330087482,110.9092735435,,,2012,19.88559752,20.739920861,19.1551965446,58.039,300.872,1253.524,-25.6458333333,-19,36.2183065647,36.3877902546,33.6388854887,,,,,,
1004,3141water_regimerainfed,3334672,Cam12,127535,https://doi.org/10.15454/UUGPLJ,F618_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,71.8746652868,82.4210779514,140.7747787477,793.441224442,170.6208107245,70.0671389639,,,2012,19.88559752,20.313619508,19.2251948183,58.039,403.58,1113.935,-81.8055555556,-13.056547619,36.2183065647,36.6215716662,33.3690868908,,,,,,
1005,113142,3346731,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113142.0,,3.0,7.0,"REPLICATE>BLOCK>PLOT:113142,REPLICATE>BLOCK:9,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,NA,NA,"67,3478708427","72,0909156051",4.6154547152,200,240,100,"-4,74304476240",2012,,,,,,,,,,,,,,,,,
1006,123142,3347020,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123142.0,,18.0,12.0,"REPLICATE>BLOCK>PLOT:123142,REPLICATE>BLOCK:34,REPLICATE:2",watered,NA,NA,"67,3478708427","70,4966242956",4.3174603175,195,235,110,"-3,14875345290",2012,,,,,,,,,,,,,,,,,
1007,223142,3346476,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223142.0,,17.0,41.0,"REPLICATE>BLOCK>PLOT:223142,REPLICATE>BLOCK:30,REPLICATE:2",rainfed,NA,NA,"68,9320610081","86,1419677247",2.1051428571,115,150,60,"-17,20990671660",2012,,,,,,,,,,,,,,,,,
1008,213142,3346461,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213142.0,,17.0,28.0,"REPLICATE>BLOCK>PLOT:213142,REPLICATE>BLOCK:32,REPLICATE:1",rainfed,NA,NA,"68,9320610081","86,1419677247",1.2718643013,125,165,70,"-17,20990671660",2012,,,,,,,,,,,,,,,,,
1009,233142,3345796,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233142.0,,4.0,36.0,"REPLICATE>BLOCK>PLOT:233142,REPLICATE>BLOCK:14,REPLICATE:3",rainfed,NA,NA,"72,0909156051","80,0134329032",2.5147338936,140,175,70,"-7,92251729810",2012,,,,,,,,,,,,,,,,,
1010,3142water_regimewatered,3334919,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,67.3112205704,71.2691569337,198.3771209426,1302.9132466565,238.0426783605,103.8956436814,,,2012,19.9721336925,20.7039891452,19.2794217093,67.904,296.398,1270.596,-27.5634920635,-18.6510416667,36.328073218,36.6679407252,33.9340100539,,,,,,
1011,3142water_regimerainfed,3334673,Cam12,127536,https://doi.org/10.15454/ML81EC,F7019_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,69.4199343862,84.3076359925,125.7845684287,700.865371566,162.3740917879,66.457402867,,,2012,19.9721336925,20.3331733927,19.2511444702,67.904,452.94,1067.157,-80.3277777778,-12.9575757576,36.328073218,36.5693839737,33.573198829,,,,,,
1012,223143,3346413,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223143.0,,16.0,42.0,"REPLICATE>BLOCK>PLOT:223143,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,NA,NA,"68,9320610081","81,5768017006",1.6755742297,125,160,60,"-12,64474069250",2012,,,,,,,,,,,,,,,,,
1013,123143,3347021,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123143.0,,12.0,20.0,"REPLICATE>BLOCK>PLOT:123143,REPLICATE>BLOCK:11,REPLICATE:2",watered,NA,NA,"68,9320610081","76,8285955506",3.9121394336,210,250,95,"-7,89653454250",2012,,,,,,,,,,,,,,,,,
1014,113143,3346732,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113143.0,,6.0,8.0,"REPLICATE>BLOCK>PLOT:113143,REPLICATE>BLOCK:22,REPLICATE:1",watered,NA,NA,"67,3478708427","73,6998526186",5.0221873638,200,235,95,"-6,35198177590",2012,,,,,,,,,,,,,,,,,
1015,213143,3346312,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213143.0,,15.0,9.0,"REPLICATE>BLOCK>PLOT:213143,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,NA,NA,"68,9320610081","78,4377444101",2.6511397448,135,170,70,"-9,50568340200",2012,,,,,,,,,,,,,,,,,
1016,233143,3345907,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233143.0,,7.0,49.0,"REPLICATE>BLOCK>PLOT:233143,REPLICATE>BLOCK:27,REPLICATE:3",rainfed,NA,NA,"67,3478708427","80,0134329032",3.0176557734,140,175,70,"-12,66556206050",2012,,,,,,,,,,,,,,,,,
1017,3143water_regimewatered,3334920,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,67.8603441752,74.4616693041,204.4603161723,1425.9079276281,241.795976885,95.4489012058,,,2012,20.0961815536,20.6980540661,19.171561712,67.73,325.185,1241.721,-25.847826087,-19,36.4726920779,36.2949373838,33.7332269274,,,,,,
1018,3143water_regimerainfed,3334674,Cam12,127537,https://doi.org/10.15454/QPSSQO,F7058_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,69.2468516798,80.1940970711,131.8460387389,919.3810317935,167.1463054651,64.8445710046,,,2012,20.0961815536,20.2387757153,19.334425003,67.73,378.004,1150.251,-87.3518518519,-13.1724137931,36.4726920779,36.4490979527,33.5918298907,,,,,,
1019,123144,3347022,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,123144.0,,10.0,26.0,"REPLICATE>BLOCK>PLOT:123144,REPLICATE>BLOCK:4,REPLICATE:2",watered,NA,NA,"68,9320610081","72,0909156051",3.6133706816,190,230,95,"-3,15885459700",2012,,,,,,,,,,,,,,,,,
1020,113144,3346733,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,113144.0,,1.0,10.0,"REPLICATE>BLOCK>PLOT:113144,REPLICATE>BLOCK:2,REPLICATE:1",watered,NA,NA,"68,9320610081","72,0909156051",4.7491378774,195,240,90,"-3,15885459700",2012,,,,,,,,,,,,,,,,,
1021,223144,3346289,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,223144.0,,14.0,45.0,"REPLICATE>BLOCK>PLOT:223144,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,NA,NA,"72,0909156051","84,5738619048",0.7295910364,130,160,70,"-12,48294629970",2012,,,,,,,,,,,,,,,,,
1022,213144,3346129,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,213144.0,,12.0,17.0,"REPLICATE>BLOCK>PLOT:213144,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,NA,NA,"68,9320610081","75,2730380189",1.7168951136,150,190,85,"-6,34097701080",2012,,,,,,,,,,,,,,,,,
1023,233144,3345810,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,REPLICATE>BLOCK>PLOT,,,233144.0,,4.0,48.0,"REPLICATE>BLOCK>PLOT:233144,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,NA,NA,"68,9320610081","78,4377444101",2.5641269841,150,180,75,"-9,50568340200",2012,,,,,,,,,,,,,,,,,
1024,3144water_regimewatered,3334921,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,watered,,68.8593306831,72.9836240671,192.8357211452,1375.1390997247,234.5974892314,90.5230366426,,,2012,19.9721336925,20.6831007497,19.2582888117,67.904,299.767,1252.801,-26.4772727273,-18.8888888889,36.328073218,36.5421415505,33.7692122264,,,,,,
1025,3144water_regimerainfed,3334675,Cam12,127538,https://doi.org/10.15454/7L8N8B,F7057_H,Syngenta Campagnola 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,,69.8884773636,80.7157916958,142.7275991279,663.4620327246,174.0195734077,76.6844320973,,,2012,19.9721336925,20.2329265826,19.2557977708,67.904,403.081,1139.512,-84.8035714286,-13.1228070175,36.328073218,36.5146407662,33.4369730682,,,,,,
